address,district_id,district_name,electoral_district_type,electoral_district_id,postal_voting_district_id,electoral_district_berlin_election_id,electoral_district_federal_election_id,berlin_east_west,eligible_voters,eligible_voters_a1,eligible_voters_a1_percentage,eligible_voters_a2,eligible_voters_a2_percentage,eligible_voters_a3,eligible_voters_a3_percentage,voters,voters_percentage,voters_with_voting_license,voters_with_voting_license_percentage,valid_votes,valid_votes_percentage,invalid_votes,invalid_votes_percentage,party_grüne,party_grüne_percentage,party_cdu,party_cdu_percentage,party_spd,party_spd_percentage,party_die_linke,party_die_linke_percentage,party_afd,party_afd_percentage,party_die_partei,party_die_partei_percentage,party_fdp,party_fdp_percentage,party_tierschutzpartei,party_tierschutzpartei_percentage,party_mera25,party_mera25_percentage,party_volt,party_volt_percentage,party_piraten,party_piraten_percentage,party_familie,party_familie_percentage,party_ödp,party_ödp_percentage,party_freie_wähler,party_freie_wähler_percentage,party_tierschutz_hier,party_tierschutz_hier_percentage,party_big,party_big_percentage,party_verjüngungsforschung,party_verjüngungsforschung_percentage,party_pdh,party_pdh_percentage,party_heimat,party_heimat_percentage,party_dkp,party_dkp_percentage,party_menschliche_welt,party_menschliche_welt_percentage,party_bündnis_c,party_bündnis_c_percentage,party_mlpd,party_mlpd_percentage,party_sgp,party_sgp_percentage,party_abg,party_abg_percentage,party_die_basis,party_die_basis_percentage,party_bündnis_deutschand,party_bündnis_deutschand_percentage,party_bsw,party_bsw_percentage,party_dawa,party_dawa_percentage,party_klimaliste,party_klimaliste_percentage,party_letzte_generation,party_letzte_generation_percentage,party_pdv,party_pdv_percentage,party_pdf,party_pdf_percentage,party_v_partei3,party_v_partei3_percentage,aufn
01B1P,01,Mitte,B,1P,011P,1,75,O,0,0,0.0,0,0.0,0,0.0,637,0.0,637,100.0,636,99.8,1,0.2,242,38.1,76,11.9,60,9.4,40,6.3,16,2.5,18,2.8,57,9.0,8,1.3,10,1.6,61,9.6,2,0.3,0,0.0,5,0.8,3,0.5,1,0.2,0,0.0,0,0.0,5,0.8,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,1,0.2,17,2.7,0,0.0,1,0.2,5,0.8,0,0.0,6,0.9,0,0.0,
01W200,01,Mitte,W,200,012A,2,75,O,873,650,74.5,223,25.5,0,0.0,327,37.5,7,2.1,323,98.8,4,1.2,31,9.6,47,14.6,45,13.9,14,4.3,59,18.3,10,3.1,24,7.4,6,1.9,5,1.5,22,6.8,2,0.6,4,1.2,2,0.6,0,0.0,0,0.0,2,0.6,0,0.0,1,0.3,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3,44,13.6,0,0.0,0,0.0,1,0.3,0,0.0,2,0.6,0,0.0,
01W201,01,Mitte,W,201,012A,2,75,O,1106,732,66.2,374,33.8,0,0.0,382,34.5,7,1.8,381,99.7,1,0.3,50,13.1,61,16.0,31,8.1,20,5.2,56,14.7,9,2.4,32,8.4,4,1.0,10,2.6,27,7.1,1,0.3,1,0.3,1,0.3,3,0.8,1,0.3,0,0.0,0,0.0,2,0.5,0,0.0,3,0.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3,2,0.5,57,15.0,3,0.8,0,0.0,2,0.5,0,0.0,4,1.0,0,0.0,
01W202,01,Mitte,W,202,012B,2,75,O,1151,758,65.9,393,34.1,0,0.0,393,34.1,7,1.8,388,98.7,5,1.3,52,13.4,60,15.5,51,13.1,33,8.5,48,12.4,10,2.6,19,4.9,6,1.5,5,1.3,16,4.1,1,0.3,1,0.3,0,0.0,2,0.5,2,0.5,0,0.0,0,0.0,1,0.3,1,0.3,2,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,73,18.8,2,0.5,0,0.0,1,0.3,0,0.0,2,0.5,0,0.0,
01W203,01,Mitte,W,203,012C,2,75,O,1182,784,66.3,398,33.7,0,0.0,357,30.2,6,1.7,356,99.7,1,0.3,47,13.2,50,14.0,36,10.1,30,8.4,51,14.3,9,2.5,36,10.1,4,1.1,9,2.5,15,4.2,2,0.6,1,0.3,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,1,0.3,0,0.0,51,14.3,4,1.1,0,0.0,2,0.6,1,0.3,5,1.4,0,0.0,
01W204,01,Mitte,W,204,012D,2,75,O,1211,854,70.5,357,29.5,0,0.0,432,35.7,10,2.3,429,99.3,3,0.7,70,16.3,50,11.7,58,13.5,53,12.4,55,12.8,17,4.0,10,2.3,4,0.9,9,2.1,22,5.1,2,0.5,1,0.2,0,0.0,1,0.2,1,0.2,0,0.0,0,0.0,6,1.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,2,0.5,60,14.0,0,0.0,0,0.0,2,0.5,0,0.0,3,0.7,2,0.5,
01W205,01,Mitte,W,205,012E,2,75,O,1157,802,69.3,355,30.7,0,0.0,401,34.7,6,1.5,399,99.5,2,0.5,61,15.3,46,11.5,44,11.0,42,10.5,60,15.0,20,5.0,7,1.8,9,2.3,15,3.8,15,3.8,4,1.0,1,0.3,1,0.3,0,0.0,2,0.5,0,0.0,0,0.0,1,0.3,2,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.5,0,0.0,57,14.3,1,0.3,0,0.0,3,0.8,0,0.0,5,1.3,1,0.3,
01W206,01,Mitte,W,206,012E,2,75,O,1066,717,67.3,349,32.7,0,0.0,426,40.0,9,2.1,424,99.5,2,0.5,53,12.5,42,9.9,59,13.9,54,12.7,63,14.9,16,3.8,16,3.8,10,2.4,7,1.7,18,4.2,2,0.5,1,0.2,2,0.5,0,0.0,2,0.5,0,0.0,0,0.0,0,0.0,0,0.0,2,0.5,0,0.0,0,0.0,2,0.5,0,0.0,0,0.0,1,0.2,0,0.0,68,16.0,2,0.5,0,0.0,3,0.7,0,0.0,1,0.2,0,0.0,
01W207,01,Mitte,W,207,012F,2,75,O,971,594,61.2,377,38.8,0,0.0,374,38.5,13,3.5,372,99.5,2,0.5,115,30.9,42,11.3,35,9.4,22,5.9,13,3.5,18,4.8,33,8.9,6,1.6,7,1.9,46,12.4,5,1.3,0,0.0,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3,1,0.3,22,5.9,0,0.0,0,0.0,3,0.8,0,0.0,1,0.3,0,0.0,
01W208,01,Mitte,W,208,012F,2,75,O,1228,790,64.3,438,35.7,0,0.0,495,40.3,13,2.6,495,100.0,0,0.0,150,30.3,43,8.7,52,10.5,65,13.1,39,7.9,20,4.0,26,5.3,6,1.2,16,3.2,34,6.9,3,0.6,0,0.0,2,0.4,2,0.4,1,0.2,0,0.0,1,0.2,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,1,0.2,28,5.7,0,0.0,1,0.2,2,0.4,0,0.0,0,0.0,1,0.2,
01W209,01,Mitte,W,209,012G,2,75,O,1003,653,65.1,350,34.9,0,0.0,375,37.4,9,2.4,374,99.7,1,0.3,128,34.2,36,9.6,38,10.2,37,9.9,22,5.9,18,4.8,25,6.7,0,0.0,7,1.9,37,9.9,1,0.3,0,0.0,3,0.8,1,0.3,0,0.0,0,0.0,0,0.0,1,0.3,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,11,2.9,0,0.0,0,0.0,6,1.6,0,0.0,1,0.3,1,0.3,
01W210,01,Mitte,W,210,012H,2,75,O,909,601,66.1,308,33.9,0,0.0,366,40.3,8,2.2,366,100.0,0,0.0,101,27.6,44,12.0,27,7.4,32,8.7,23,6.3,15,4.1,20,5.5,4,1.1,4,1.1,45,12.3,1,0.3,0,0.0,0,0.0,1,0.3,3,0.8,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3,40,10.9,0,0.0,2,0.5,1,0.3,0,0.0,1,0.3,0,0.0,
01W211,01,Mitte,W,211,012G,2,75,O,1046,731,69.9,315,30.1,0,0.0,406,38.8,13,3.2,403,99.3,3,0.7,90,22.3,43,10.7,41,10.2,41,10.2,38,9.4,21,5.2,32,7.9,9,2.2,9,2.2,31,7.7,2,0.5,1,0.2,1,0.2,0,0.0,1,0.2,0,0.0,0,0.0,1,0.2,0,0.0,2,0.5,0,0.0,0,0.0,0,0.0,1,0.2,0,0.0,1,0.2,1,0.2,30,7.4,0,0.0,2,0.5,2,0.5,0,0.0,2,0.5,1,0.2,
01W212,01,Mitte,W,212,012H,2,75,O,1058,747,70.6,311,29.4,0,0.0,331,31.3,9,2.7,329,99.4,2,0.6,68,20.7,28,8.5,41,12.5,31,9.4,27,8.2,12,3.6,24,7.3,8,2.4,11,3.3,28,8.5,2,0.6,1,0.3,5,1.5,1,0.3,0,0.0,0,0.0,1,0.3,2,0.6,0,0.0,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3,31,9.4,4,1.2,1,0.3,0,0.0,1,0.3,0,0.0,0,0.0,
01W213,01,Mitte,W,213,012I,2,75,O,1081,738,68.3,343,31.7,0,0.0,383,35.4,5,1.3,380,99.2,3,0.8,47,12.4,42,11.1,48,12.6,54,14.2,65,17.1,9,2.4,14,3.7,3,0.8,5,1.3,16,4.2,4,1.1,1,0.3,0,0.0,2,0.5,1,0.3,0,0.0,1,0.3,0,0.0,0,0.0,1,0.3,0,0.0,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,3,0.8,60,15.8,0,0.0,0,0.0,3,0.8,0,0.0,0,0.0,0,0.0,
01W214,01,Mitte,W,214,012B,2,75,O,980,629,64.2,351,35.8,0,0.0,277,28.3,1,0.4,275,99.3,2,0.7,41,14.9,37,13.5,38,13.8,21,7.6,25,9.1,10,3.6,31,11.3,1,0.4,5,1.8,15,5.5,1,0.4,0,0.0,1,0.4,0,0.0,0,0.0,2,0.7,1,0.4,0,0.0,1,0.4,0,0.0,1,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.7,36,13.1,4,1.5,0,0.0,1,0.4,1,0.4,0,0.0,0,0.0,
01W215,01,Mitte,W,215,012C,2,75,O,1172,728,62.1,444,37.9,0,0.0,396,33.8,3,0.8,395,99.7,1,0.3,67,17.0,68,17.2,51,12.9,29,7.3,40,10.1,10,2.5,30,7.6,5,1.3,4,1.0,27,6.8,2,0.5,1,0.3,7,1.8,1,0.3,0,0.0,2,0.5,0,0.0,2,0.5,0,0.0,2,0.5,0,0.0,0,0.0,0,0.0,0,0.0,2,0.5,1,0.3,3,0.8,37,9.4,2,0.5,0,0.0,2,0.5,0,0.0,0,0.0,0,0.0,
01W216,01,Mitte,W,216,012L,2,75,O,1112,694,62.4,418,37.6,0,0.0,402,36.2,17,4.2,401,99.8,1,0.2,93,23.2,58,14.5,45,11.2,20,5.0,33,8.2,13,3.2,53,13.2,3,0.7,11,2.7,30,7.5,2,0.5,0,0.0,0,0.0,0,0.0,2,0.5,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.7,0,0.0,25,6.2,5,1.2,0,0.0,1,0.2,0,0.0,2,0.5,1,0.2,
01W217,01,Mitte,W,217,012L,2,75,O,1169,738,63.1,431,36.9,0,0.0,450,38.5,6,1.3,446,99.1,4,0.9,102,22.9,45,10.1,57,12.8,46,10.3,43,9.6,9,2.0,14,3.1,4,0.9,5,1.1,26,5.8,1,0.2,2,0.4,2,0.4,2,0.4,3,0.7,0,0.0,0,0.0,0,0.0,2,0.4,4,0.9,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,3,0.7,4,0.9,61,13.7,1,0.2,0,0.0,6,1.3,1,0.2,2,0.4,0,0.0,
01W218,01,Mitte,W,218,012M,2,75,O,1277,897,70.2,380,29.8,0,0.0,464,36.3,6,1.3,458,98.7,6,1.3,56,12.2,47,10.3,62,13.5,45,9.8,57,12.4,14,3.1,7,1.5,15,3.3,16,3.5,32,7.0,2,0.4,1,0.2,2,0.4,4,0.9,5,1.1,2,0.4,1,0.2,2,0.4,1,0.2,3,0.7,2,0.4,0,0.0,1,0.2,1,0.2,0,0.0,1,0.2,1,0.2,73,15.9,0,0.0,1,0.2,0,0.0,1,0.2,2,0.4,1,0.2,
01W219,01,Mitte,W,219,012M,2,75,O,986,615,62.4,371,37.6,0,0.0,372,37.7,8,2.2,371,99.7,1,0.3,92,24.8,40,10.8,44,11.9,27,7.3,32,8.6,14,3.8,32,8.6,7,1.9,16,4.3,30,8.1,3,0.8,0,0.0,2,0.5,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3,1,0.3,0,0.0,0,0.0,0,0.0,1,0.3,0,0.0,24,6.5,0,0.0,0,0.0,2,0.5,2,0.5,0,0.0,0,0.0,
01W220,01,Mitte,W,220,012D,2,75,O,1067,738,69.2,329,30.8,0,0.0,355,33.3,4,1.1,355,100.0,0,0.0,47,13.2,34,9.6,46,13.0,44,12.4,39,11.0,11,3.1,7,2.0,10,2.8,9,2.5,27,7.6,3,0.8,2,0.6,2,0.6,1,0.3,0,0.0,0,0.0,0,0.0,1,0.3,0,0.0,3,0.8,0,0.0,0,0.0,0,0.0,1,0.3,0,0.0,0,0.0,1,0.3,56,15.8,10,2.8,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,
01W221,01,Mitte,W,221,012K,2,75,O,943,663,70.3,280,29.7,0,0.0,322,34.1,9,2.8,320,99.4,2,0.6,48,15.0,36,11.3,38,11.9,41,12.8,26,8.1,9,2.8,20,6.3,2,0.6,3,0.9,25,7.8,0,0.0,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,1,0.3,2,0.6,0,0.0,0,0.0,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,2,0.6,1,0.3,54,16.9,3,0.9,0,0.0,3,0.9,0,0.0,4,1.3,0,0.0,
01W222,01,Mitte,W,222,012I,2,75,O,1001,746,74.5,255,25.5,0,0.0,330,33.0,2,0.6,329,99.7,1,0.3,37,11.2,47,14.3,33,10.0,50,15.2,32,9.7,8,2.4,12,3.6,7,2.1,5,1.5,23,7.0,3,0.9,3,0.9,1,0.3,2,0.6,5,1.5,0,0.0,0,0.0,1,0.3,0,0.0,1,0.3,0,0.0,2,0.6,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3,56,17.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,
01W223,01,Mitte,W,223,012J,2,75,O,795,604,76.0,191,24.0,0,0.0,250,31.4,2,0.8,249,99.6,1,0.4,34,13.7,32,12.9,21,8.4,35,14.1,29,11.6,14,5.6,1,0.4,12,4.8,2,0.8,7,2.8,1,0.4,3,1.2,0,0.0,0,0.0,4,1.6,0,0.0,0,0.0,3,1.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.4,2,0.8,43,17.3,1,0.4,0,0.0,2,0.8,0,0.0,1,0.4,1,0.4,
01W224,01,Mitte,W,224,012K,2,75,O,933,693,74.3,240,25.7,0,0.0,330,35.4,8,2.4,330,100.0,0,0.0,25,7.6,57,17.3,47,14.2,42,12.7,52,15.8,11,3.3,13,3.9,4,1.2,1,0.3,9,2.7,1,0.3,2,0.6,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3,3,0.9,56,17.0,1,0.3,0,0.0,1,0.3,0,0.0,2,0.6,0,0.0,
01W225,01,Mitte,W,225,012J,2,75,O,1192,804,67.4,388,32.6,0,0.0,436,36.6,9,2.1,435,99.8,1,0.2,41,9.4,60,13.8,53,12.2,37,8.5,77,17.7,17,3.9,14,3.2,8,1.8,13,3.0,23,5.3,3,0.7,3,0.7,2,0.5,4,0.9,0,0.0,2,0.5,0,0.0,0,0.0,0,0.0,1,0.2,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,4,0.9,66,15.2,2,0.5,1,0.2,3,0.7,0,0.0,0,0.0,0,0.0,
01W226,01,Mitte,W,226,012N,2,75,O,1263,767,60.7,496,39.3,0,0.0,409,32.4,11,2.7,409,100.0,0,0.0,94,23.0,58,14.2,69,16.9,36,8.8,23,5.6,6,1.5,27,6.6,4,1.0,12,2.9,21,5.1,0,0.0,0,0.0,2,0.5,1,0.2,2,0.5,1,0.2,0,0.0,1,0.2,0,0.0,1,0.2,1,0.2,1,0.2,0,0.0,0,0.0,0,0.0,1,0.2,0,0.0,39,9.5,6,1.5,0,0.0,1,0.2,0,0.0,2,0.5,0,0.0,
01W227,01,Mitte,W,227,012P,2,75,O,1314,868,66.1,446,33.9,0,0.0,458,34.9,2,0.4,453,98.9,5,1.1,54,11.9,46,10.2,67,14.8,50,11.0,52,11.5,13,2.9,17,3.8,6,1.3,11,2.4,23,5.1,1,0.2,3,0.7,1,0.2,1,0.2,3,0.7,0,0.0,0,0.0,1,0.2,1,0.2,2,0.4,1,0.2,2,0.4,1,0.2,0,0.0,0,0.0,0,0.0,5,1.1,77,17.0,2,0.4,0,0.0,7,1.5,2,0.4,4,0.9,0,0.0,
01W228,01,Mitte,W,228,012Q,2,75,O,1317,942,71.5,375,28.5,0,0.0,487,37.0,5,1.0,484,99.4,3,0.6,69,14.3,54,11.2,60,12.4,60,12.4,70,14.5,15,3.1,18,3.7,9,1.9,11,2.3,22,4.5,2,0.4,6,1.2,2,0.4,2,0.4,3,0.6,1,0.2,1,0.2,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,2,0.4,0,0.0,0,0.0,3,0.6,3,0.6,57,11.8,6,1.2,1,0.2,5,1.0,0,0.0,1,0.2,0,0.0,
01W229,01,Mitte,W,229,012N,2,75,O,1096,696,63.5,400,36.5,0,0.0,417,38.0,18,4.3,413,99.0,4,1.0,139,33.7,27,6.5,46,11.1,37,9.0,24,5.8,18,4.4,21,5.1,4,1.0,19,4.6,26,6.3,3,0.7,0,0.0,0,0.0,2,0.5,1,0.2,1,0.2,0,0.0,1,0.2,0,0.0,2,0.5,0,0.0,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,1,0.2,31,7.5,4,1.0,1,0.2,3,0.7,0,0.0,1,0.2,0,0.0,
01W230,01,Mitte,W,230,012Q,2,75,O,950,599,63.1,351,36.9,0,0.0,366,38.5,10,2.7,366,100.0,0,0.0,134,36.6,22,6.0,35,9.6,41,11.2,16,4.4,28,7.7,21,5.7,3,0.8,11,3.0,23,6.3,2,0.5,0,0.0,1,0.3,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3,14,3.8,1,0.3,0,0.0,7,1.9,0,0.0,3,0.8,0,0.0,
01B2A,01,Mitte,B,2A,012A,2,75,O,0,0,0.0,0,0.0,0,0.0,534,0.0,534,100.0,533,99.8,1,0.2,79,14.8,122,22.9,71,13.3,35,6.6,40,7.5,14,2.6,46,8.6,5,0.9,1,0.2,20,3.8,7,1.3,0,0.0,1,0.2,4,0.8,2,0.4,0,0.0,0,0.0,4,0.8,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.4,76,14.3,0,0.0,0,0.0,1,0.2,0,0.0,2,0.4,0,0.0,
01B2B,01,Mitte,B,2B,012B,2,75,O,0,0,0.0,0,0.0,0,0.0,689,0.0,689,100.0,687,99.7,2,0.3,114,16.6,126,18.3,90,13.1,64,9.3,61,8.9,11,1.6,47,6.8,13,1.9,4,0.6,26,3.8,1,0.1,0,0.0,2,0.3,3,0.4,0,0.0,0,0.0,3,0.4,0,0.0,1,0.1,0,0.0,0,0.0,1,0.1,0,0.0,0,0.0,2,0.3,2,0.3,3,0.4,106,15.4,0,0.0,0,0.0,3,0.4,0,0.0,1,0.1,3,0.4,
01B2C,01,Mitte,B,2C,012C,2,75,O,0,0,0.0,0,0.0,0,0.0,769,0.0,769,100.0,763,99.2,6,0.8,145,19.0,155,20.3,77,10.1,46,6.0,64,8.4,20,2.6,86,11.3,6,0.8,8,1.0,37,4.8,8,1.0,3,0.4,4,0.5,1,0.1,0,0.0,1,0.1,0,0.0,2,0.3,1,0.1,1,0.1,1,0.1,0,0.0,0,0.0,0,0.0,0,0.0,3,0.4,2,0.3,83,10.9,0,0.0,2,0.3,4,0.5,0,0.0,3,0.4,0,0.0,
01B2D,01,Mitte,B,2D,012D,2,75,O,0,0,0.0,0,0.0,0,0.0,617,0.0,617,100.0,615,99.7,2,0.3,93,15.1,88,14.3,67,10.9,96,15.6,30,4.9,24,3.9,31,5.0,11,1.8,6,1.0,40,6.5,4,0.7,2,0.3,3,0.5,5,0.8,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,2,0.3,0,0.0,1,0.2,0,0.0,0,0.0,1,0.2,1,0.2,2,0.3,95,15.4,4,0.7,0,0.0,3,0.5,0,0.0,2,0.3,3,0.5,
01B2E,01,Mitte,B,2E,012E,2,75,O,0,0,0.0,0,0.0,0,0.0,645,0.0,645,100.0,644,99.8,1,0.2,105,16.3,96,14.9,77,12.0,74,11.5,37,5.7,15,2.3,25,3.9,8,1.2,4,0.6,30,4.7,2,0.3,1,0.2,0,0.0,2,0.3,2,0.3,1,0.2,1,0.2,6,0.9,0,0.0,5,0.8,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,3,0.5,139,21.6,0,0.0,1,0.2,6,0.9,0,0.0,3,0.5,0,0.0,
01B2F,01,Mitte,B,2F,012F,2,75,O,0,0,0.0,0,0.0,0,0.0,716,0.0,716,100.0,716,100.0,0,0.0,268,37.4,61,8.5,80,11.2,48,6.7,23,3.2,31,4.3,44,6.1,9,1.3,14,2.0,65,9.1,3,0.4,0,0.0,1,0.1,4,0.6,2,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.3,0,0.0,1,0.1,1,0.1,0,0.0,0,0.0,2,0.3,48,6.7,1,0.1,1,0.1,5,0.7,0,0.0,2,0.3,0,0.0,
01B2G,01,Mitte,B,2G,012G,2,75,O,0,0,0.0,0,0.0,0,0.0,585,0.0,585,100.0,585,100.0,0,0.0,183,31.3,75,12.8,67,11.5,40,6.8,27,4.6,31,5.3,41,7.0,11,1.9,7,1.2,43,7.4,3,0.5,0,0.0,1,0.2,1,0.2,3,0.5,0,0.0,3,0.5,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,35,6.0,1,0.2,1,0.2,10,1.7,1,0.2,0,0.0,0,0.0,
01B2H,01,Mitte,B,2H,012H,2,75,O,0,0,0.0,0,0.0,0,0.0,547,0.0,547,100.0,546,99.8,1,0.2,155,28.4,62,11.4,67,12.3,29,5.3,28,5.1,24,4.4,47,8.6,7,1.3,11,2.0,42,7.7,2,0.4,1,0.2,3,0.5,6,1.1,2,0.4,0,0.0,0,0.0,3,0.5,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,1,0.2,45,8.2,0,0.0,1,0.2,6,1.1,0,0.0,0,0.0,2,0.4,
01B2I,01,Mitte,B,2I,012I,2,75,O,0,0,0.0,0,0.0,0,0.0,545,0.0,545,100.0,542,99.4,3,0.6,64,11.8,74,13.7,70,12.9,72,13.3,39,7.2,20,3.7,19,3.5,7,1.3,3,0.6,21,3.9,6,1.1,1,0.2,2,0.4,1,0.2,1,0.2,1,0.2,1,0.2,3,0.6,0,0.0,1,0.2,0,0.0,2,0.4,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,128,23.6,1,0.2,0,0.0,3,0.6,0,0.0,1,0.2,0,0.0,
01B2J,01,Mitte,B,2J,012J,2,75,O,0,0,0.0,0,0.0,0,0.0,513,0.0,513,100.0,512,99.8,1,0.2,71,13.9,67,13.1,80,15.6,68,13.3,43,8.4,19,3.7,16,3.1,8,1.6,1,0.2,18,3.5,2,0.4,7,1.4,1,0.2,1,0.2,1,0.2,0,0.0,0,0.0,3,0.6,1,0.2,1,0.2,1,0.2,0,0.0,1,0.2,0,0.0,0,0.0,1,0.2,0,0.0,89,17.4,1,0.2,1,0.2,4,0.8,1,0.2,4,0.8,1,0.2,
01B2K,01,Mitte,B,2K,012K,2,75,O,0,0,0.0,0,0.0,0,0.0,468,0.0,468,100.0,467,99.8,1,0.2,59,12.6,84,18.0,62,13.3,46,9.9,53,11.3,14,3.0,8,1.7,2,0.4,5,1.1,22,4.7,2,0.4,1,0.2,1,0.2,3,0.6,0,0.0,0,0.0,0,0.0,2,0.4,0,0.0,2,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,92,19.7,0,0.0,2,0.4,2,0.4,0,0.0,3,0.6,1,0.2,
01B2L,01,Mitte,B,2L,012L,2,75,O,0,0,0.0,0,0.0,0,0.0,766,0.0,766,100.0,765,99.9,1,0.1,182,23.8,111,14.5,93,12.2,42,5.5,54,7.1,20,2.6,77,10.1,10,1.3,11,1.4,50,6.5,5,0.7,1,0.1,2,0.3,3,0.4,0,0.0,1,0.1,1,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,1,0.1,84,11.0,2,0.3,0,0.0,8,1.0,1,0.1,4,0.5,1,0.1,
01B2M,01,Mitte,B,2M,012M,2,75,O,0,0,0.0,0,0.0,0,0.0,670,0.0,670,100.0,670,100.0,0,0.0,153,22.8,92,13.7,69,10.3,57,8.5,36,5.4,31,4.6,52,7.8,7,1.0,13,1.9,44,6.6,2,0.3,0,0.0,0,0.0,5,0.7,2,0.3,0,0.0,0,0.0,1,0.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.3,3,0.4,92,13.7,0,0.0,0,0.0,4,0.6,0,0.0,5,0.7,0,0.0,
01B2N,01,Mitte,B,2N,012N,2,75,O,0,0,0.0,0,0.0,0,0.0,812,0.0,812,100.0,811,99.9,1,0.1,269,33.2,101,12.5,87,10.7,67,8.3,34,4.2,36,4.4,61,7.5,8,1.0,9,1.1,42,5.2,1,0.1,1,0.1,3,0.4,1,0.1,3,0.4,0,0.0,0,0.0,2,0.2,0,0.0,2,0.2,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,1,0.1,1,0.1,74,9.1,1,0.1,0,0.0,3,0.4,1,0.1,1,0.1,1,0.1,
01B2P,01,Mitte,B,2P,012P,2,75,O,0,0,0.0,0,0.0,0,0.0,409,0.0,409,100.0,408,99.8,1,0.2,58,14.2,62,15.2,55,13.5,48,11.8,38,9.3,13,3.2,8,2.0,7,1.7,3,0.7,11,2.7,4,1.0,3,0.7,1,0.2,1,0.2,1,0.2,0,0.0,1,0.2,3,0.7,1,0.2,2,0.5,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,3,0.7,0,0.0,72,17.6,0,0.0,0,0.0,6,1.5,0,0.0,4,1.0,2,0.5,
