address,district_id,district_name,electoral_district_id,electoral_district_type,postal_voting_district_id,berlin_east_west,electoral_district_berlin_election_id,electoral_district_federal_election_id,invalid_votes,valid_votes,party_spd,party_spd_percentage,party_cdu,party_cdu_percentage,party_grüne,party_grüne_percentage,party_die_linke,party_die_linke_percentage,party_afd,party_afd_percentage,party_fdp,party_fdp_percentage,others,others_percentage
10W112,10,Marzahn-Hellersdorf,112,W,1F,O,1,85,1161,328,7,321,29,9,18,5.6,33,10.3,62,19.3,77,24,13,4
10W113,10,Marzahn-Hellersdorf,113,W,1F,O,1,85,1142,355,7,348,26,7.5,20,5.7,41,11.8,70,20.1,86,24.7,13,3.7
10W114,10,Marzahn-Hellersdorf,114,W,1G,O,1,85,403,138,6,132,12,9.1,6,4.5,9,6.8,28,21.2,34,25.8,2,1.5
10W115,10,Marzahn-Hellersdorf,115,W,1G,O,1,85,1150,290,6,284,24,8.5,26,9.2,27,9.5,60,21.1,75,26.4,6,2.1
10W116,10,Marzahn-Hellersdorf,116,W,1G,O,1,85,1186,358,6,352,45,12.8,36,10.2,36,10.2,82,23.3,76,21.6,13,3.7
10W117,10,Marzahn-Hellersdorf,117,W,1H,O,1,85,1204,357,14,343,41,12,26,7.6,31,9,86,25.1,93,27.1,6,1.7
10W118,10,Marzahn-Hellersdorf,118,W,1H,O,1,85,1288,397,11,386,55,14.2,42,10.9,42,10.9,97,25.1,82,21.2,9,2.3
10W119,10,Marzahn-Hellersdorf,119,W,1J,O,1,85,1268,454,9,445,52,11.7,49,11,50,11.2,103,23.1,112,25.2,11,2.5
10W120,10,Marzahn-Hellersdorf,120,W,1J,O,1,85,1278,396,11,385,45,11.7,38,9.9,47,12.2,86,22.3,101,26.2,10,2.6
10W121,10,Marzahn-Hellersdorf,121,W,1K,O,1,85,1224,334,13,321,35,10.9,25,7.8,42,13.1,62,19.3,84,26.2,10,3.1
10W122,10,Marzahn-Hellersdorf,122,W,1K,O,1,85,1263,381,14,367,42,11.4,29,7.9,38,10.4,95,25.9,95,25.9,13,3.5
10W123,10,Marzahn-Hellersdorf,123,W,1L,O,1,85,1247,393,13,380,39,10.3,33,8.7,42,11.1,98,25.8,101,26.6,15,3.9
10W124,10,Marzahn-Hellersdorf,124,W,1L,O,1,85,1277,410,7,403,33,8.2,41,10.2,44,10.9,91,22.6,102,25.3,17,4.2
10W125,10,Marzahn-Hellersdorf,125,W,1M,O,1,85,1214,332,7,325,22,6.8,21,6.5,40,12.3,75,23.1,91,28,8,2.5
10W126,10,Marzahn-Hellersdorf,126,W,1M,O,1,85,1287,329,5,324,32,9.9,34,10.5,33,10.2,78,24.1,82,25.3,10,3.1
10W201,10,Marzahn-Hellersdorf,201,W,2A,O,2,85,1196,446,9,437,53,12.1,37,8.5,56,12.8,85,19.5,92,21.1,13,3
10W202,10,Marzahn-Hellersdorf,202,W,2A,O,2,85,1249,371,6,365,40,11,32,8.8,40,11,85,23.3,80,21.9,9,2.5
10W203,10,Marzahn-Hellersdorf,203,W,2B,O,2,85,1226,409,8,401,45,11.2,41,10.2,37,9.2,95,23.7,79,19.7,10,2.5
10W204,10,Marzahn-Hellersdorf,204,W,2B,O,2,85,1230,472,7,465,63,13.5,62,13.3,45,9.7,93,20,85,18.3,11,2.4
10W205,10,Marzahn-Hellersdorf,205,W,2C,O,2,85,1216,399,6,393,50,12.7,44,11.2,40,10.2,85,21.6,88,22.4,9,2.3
10W206,10,Marzahn-Hellersdorf,206,W,2D,O,2,85,1198,393,6,387,49,12.7,45,11.6,38,9.8,91,23.5,80,20.7,10,2.6
10W207,10,Marzahn-Hellersdorf,207,W,2D,O,2,85,1194,387,7,380,41,10.8,33,8.7,39,10.3,79,20.8,92,24.2,9,2.4
10W208,10,Marzahn-Hellersdorf,208,W,2E,O,2,85,1451,491,10,481,64,13.3,51,10.6,54,11.2,92,19.1,125,26,14,2.9
10W209,10,Marzahn-Hellersdorf,209,W,2F,O,2,85,1450,475,7,468,54,11.5,43,9.2,54,11.5,77,16.5,128,27.4,13,2.8
10W210,10,Marzahn-Hellersdorf,210,W,2G,O,2,85,1407,494,9,485,55,11.3,57,11.8,37,7.6,113,23.3,115,23.7,13,2.7
10W211,10,Marzahn-Hellersdorf,211,W,2H,O,2,85,1388,433,4,429,55,12.8,43,10,41,9.6,112,26.1,94,21.9,11,2.6
10W212,10,Marzahn-Hellersdorf,212,W,2H,O,2,85,1418,452,4,448,62,13.8,56,12.5,37,8.3,94,21,100,22.3,11,2.5
10W213,10,Marzahn-Hellersdorf,213,W,2J,O,2,85,1436,451,7,444,42,9.5,35,7.9,38,8.6,126,28.4,92,20.7,15,3.4
10W214,10,Marzahn-Hellersdorf,214,W,2K,O,2,85,1435,489,5,484,61,12.6,46,9.5,50,10.3,125,25.8,101,20.9,13,2.7
10W215,10,Marzahn-Hellersdorf,215,W,2K,O,2,85,1387,508,15,493,44,8.9,49,9.9,47,9.5,126,25.6,111,22.5,14,2.8
10W216,10,Marzahn-Hellersdorf,216,W,2L,O,2,85,1232,446,8,438,63,14.4,42,9.6,39,8.9,111,25.3,100,22.8,10,2.3
10W217,10,Marzahn-Hellersdorf,217,W,2L,O,2,85,1295,471,4,467,68,14.6,58,12.4,53,11.3,109,23.3,97,20.8,22,4.7
10W218,10,Marzahn-Hellersdorf,218,W,2M,O,2,85,1217,463,9,454,54,11.9,46,10.1,47,10.4,117,25.8,97,21.4,17,3.7
10W219,10,Marzahn-Hellersdorf,219,W,2N,O,2,85,1162,396,5,391,53,13.6,50,12.8,41,10.5,104,26.6,73,18.7,10,2.6
10W220,10,Marzahn-Hellersdorf,220,W,2P,O,2,85,1193,436,2,434,62,14.3,63,14.5,59,13.6,92,21.2,86,19.8,23,5.3
10W221,10,Marzahn-Hellersdorf,221,W,2Q,O,2,85,1146,407,2,405,54,13.3,55,13.6,56,13.8,87,21.5,89,22,12,3
10W222,10,Marzahn-Hellersdorf,222,W,2R,O,2,85,1193,404,4,400,56,14,52,13,42,10.5,106,26.5,72,18,10,2.5
10W223,10,Marzahn-Hellersdorf,223,W,2R,O,2,85,1182,329,8,321,47,14.6,38,11.8,34,10.6,79,24.6,68,21.2,11,3.4
10W224,10,Marzahn-Hellersdorf,224,W,2S,O,2,85,1045,315,6,309,45,14.6,44,14.2,29,9.4,74,23.9,66,21.4,7,2.3
10W225,10,Marzahn-Hellersdorf,225,W,2S,O,2,85,1209,438,7,431,57,13.2,58,13.5,45,10.4,104,24.1,107,24.8,10,2.3
10W226,10,Marzahn-Hellersdorf,226,W,2T,O,2,85,1197,350,9,341,56,16.4,32,9.4,40,11.7,90,26.4,65,19.1,13,3.8
10W227,10,Marzahn-Hellersdorf,227,W,2T,O,2,85,1065,357,7,350,68,19.4,42,12,35,10,98,28,51,14.6,9,2.6
10W301,10,Marzahn-Hellersdorf,301,W,3A,O,3,85,1189,324,8,316,27,8.5,13,4.1,32,10.1,56,17.7,82,25.9,7,2.2
10W302,10,Marzahn-Hellersdorf,302,W,3A,O,3,85,1000,253,8,245,25,10.2,17,6.9,22,9,42,17.1,62,25.3,1,0.4
10W303,10,Marzahn-Hellersdorf,303,W,3B,O,3,85,953,242,7,235,26,11.1,18,7.7,21,8.9,41,17.4,62,26.4,0,0
10W304,10,Marzahn-Hellersdorf,304,W,3B,O,3,85,1068,290,7,283,26,9.2,17,6,28,9.9,55,19.4,86,30.4,2,0.7
10W305,10,Marzahn-Hellersdorf,305,W,3C,O,3,85,1036,268,6,262,25,9.5,17,6.5,22,8.4,46,17.6,84,32.1,2,0.8
10W306,10,Marzahn-Hellersdorf,306,W,3C,O,3,85,1269,303,3,300,24,8,18,6,38,12.7,47,15.7,75,25,11,3.7
10W307,10,Marzahn-Hellersdorf,307,W,3C,O,3,85,857,296,7,289,25,8.7,24,8.3,37,12.8,53,18.3,84,29.1,4,1.4
10W308,10,Marzahn-Hellersdorf,308,W,3D,O,3,85,1425,415,10,405,31,7.7,33,8.1,52,12.8,94,23.2,82,20.2,6,1.5
10W309,10,Marzahn-Hellersdorf,309,W,3D,O,3,85,1396,448,12,436,51,11.7,19,4.4,50,11.5,110,25.2,94,21.6,11,2.5
10W310,10,Marzahn-Hellersdorf,310,W,3D,O,3,85,1299,420,9,411,35,8.5,34,8.3,37,9,91,22.1,105,25.5,10,2.4
10W311,10,Marzahn-Hellersdorf,311,W,3F,O,3,85,1273,439,10,429,34,7.9,35,8.2,36,8.4,91,21.2,104,24.2,10,2.3
10W312,10,Marzahn-Hellersdorf,312,W,3F,O,3,85,732,223,8,215,17,7.9,19,8.8,18,8.4,41,19.1,61,28.4,5,2.3
10W313,10,Marzahn-Hellersdorf,313,W,3G,O,3,85,918,237,5,232,21,9.1,22,9.5,23,9.9,48,20.7,63,27.2,3,1.3
10W314,10,Marzahn-Hellersdorf,314,W,3G,O,3,85,1253,297,6,291,33,11.3,26,8.9,29,10,62,21.3,88,30.2,3,1
10W315,10,Marzahn-Hellersdorf,315,W,3F,O,3,85,1210,361,7,354,38,10.7,24,6.8,36,10.2,82,23.2,88,24.9,13,3.7
10W316,10,Marzahn-Hellersdorf,316,W,3H,O,3,85,1037,328,7,321,24,7.5,15,4.7,39,12.1,63,19.6,69,21.5,12,3.7
10W317,10,Marzahn-Hellersdorf,317,W,3J,O,3,85,1332,401,8,393,42,10.7,27,6.9,40,10.2,92,23.4,99,25.2,13,3.3
10W318,10,Marzahn-Hellersdorf,318,W,3G,O,3,85,1012,286,4,282,27,9.6,25,8.9,29,10.3,50,17.7,92,32.6,3,1.1
10W319,10,Marzahn-Hellersdorf,319,W,3G,O,3,85,1360,392,10,382,40,10.5,31,8.1,45,11.8,79,20.7,92,24.1,7,1.8
10W320,10,Marzahn-Hellersdorf,320,W,3K,O,3,85,1413,394,7,387,39,10.1,35,9,40,10.3,75,19.4,122,31.5,4,1
10W321,10,Marzahn-Hellersdorf,321,W,3K,O,3,85,995,277,8,269,34,12.6,25,9.3,27,10,65,24.2,64,23.8,4,1.5
10W322,10,Marzahn-Hellersdorf,322,W,3K,O,3,85,1309,373,4,369,42,11.4,30,8.1,47,12.7,64,17.3,80,21.7,13,3.5
10W323,10,Marzahn-Hellersdorf,323,W,3L,O,3,85,1273,375,5,370,41,11.1,30,8.1,47,12.7,64,17.3,79,21.4,13,3.5
10W324,10,Marzahn-Hellersdorf,324,W,3M,O,3,85,1407,466,9,457,60,13.1,52,11.4,42,9.2,97,21.2,107,23.4,14,3.1
10W325,10,Marzahn-Hellersdorf,325,W,3M,O,3,85,871,304,8,296,37,12.5,32,10.8,26,8.8,59,19.9,74,25,6,2
10W326,10,Marzahn-Hellersdorf,326,W,3N,O,3,85,1420,477,7,470,64,13.6,53,11.3,50,10.6,101,21.5,94,20,18,3.8
10W327,10,Marzahn-Hellersdorf,327,W,3N,O,3,85,827,311,4,307,42,13.7,30,9.8,41,13.4,59,19.2,61,19.9,7,2.3
10W328,10,Marzahn-Hellersdorf,328,W,3P,O,3,85,1193,567,10,557,63,11.3,78,14,94,16.9,117,21,92,16.5,20,3.6
10W329,10,Marzahn-Hellersdorf,329,W,3P,O,3,85,1178,496,4,492,54,11,54,11,60,12.2,121,24.6,86,17.5,18,3.7
10W401,10,Marzahn-Hellersdorf,401,W,4A,O,4,85,1309,454,10,444,55,12.4,43,9.7,41,9.2,104,23.4,94,21.2,12,2.7
10W402,10,Marzahn-Hellersdorf,402,W,4A,O,4,85,1256,422,10,412,49,11.9,39,9.5,43,10.4,94,22.8,90,21.8,9,2.2
10W403,10,Marzahn-Hellersdorf,403,W,4B,O,4,85,1247,480,9,471,49,10.4,40,8.5,58,12.3,121,25.7,87,18.5,14,3
10W404,10,Marzahn-Hellersdorf,404,W,4B,O,4,85,1223,418,11,407,57,14,35,8.6,45,11.1,97,23.8,75,18.4,11,2.7
10W405,10,Marzahn-Hellersdorf,405,W,4C,O,4,85,1193,395,7,388,46,11.9,34,8.8,42,10.8,112,28.9,66,17,11,2.8
10W406,10,Marzahn-Hellersdorf,406,W,4C,O,4,85,1381,463,5,458,49,10.7,43,9.4,48,10.5,138,30.1,82,17.9,13,2.8
10W407,10,Marzahn-Hellersdorf,407,W,4D,O,4,85,1627,744,5,739,81,11,109,14.7,112,15.2,115,15.6,126,17.1,34,4.6
10W408,10,Marzahn-Hellersdorf,408,W,4E,O,4,85,1318,549,10,539,77,14.3,72,13.4,40,7.4,139,25.8,102,18.9,7,1.3
10W409,10,Marzahn-Hellersdorf,409,W,4F,O,4,85,1232,467,8,459,56,12.2,45,9.8,47,10.2,122,26.6,89,19.4,10,2.2
10W410,10,Marzahn-Hellersdorf,410,W,4F,O,4,85,1177,440,7,433,46,10.6,30,6.9,52,12,114,26.3,82,18.9,12,2.8
10W411,10,Marzahn-Hellersdorf,411,W,4G,O,4,85,1249,538,9,529,70,13.2,87,16.4,85,16.1,116,21.9,86,16.3,13,2.5
10W412,10,Marzahn-Hellersdorf,412,W,4H,O,4,85,1244,564,2,562,59,10.5,105,18.7,92,16.4,93,16.5,98,17.4,21,3.7
10W413,10,Marzahn-Hellersdorf,413,W,4J,O,4,85,1275,567,3,564,56,9.9,86,15.2,87,15.4,118,20.9,103,18.3,20,3.5
10W414,10,Marzahn-Hellersdorf,414,W,4K,O,4,85,1017,319,4,315,31,9.8,32,10.2,39,12.4,78,24.8,61,19.4,10,3.2
10W415,10,Marzahn-Hellersdorf,415,W,4K,O,4,85,1245,559,9,550,54,9.8,85,15.5,77,14,109,19.8,99,18,25,4.5
10W416,10,Marzahn-Hellersdorf,416,W,4L,O,4,85,1003,366,7,359,39,10.9,51,14.2,44,12.3,86,24,62,17.3,11,3.1
10W417,10,Marzahn-Hellersdorf,417,W,4L,O,4,85,1158,361,8,353,39,11,43,12.2,38,10.8,94,26.6,62,17.6,8,2.3
10W418,10,Marzahn-Hellersdorf,418,W,4M,O,4,85,1266,497,6,491,62,12.6,69,14.1,92,18.7,84,17.1,84,17.1,20,4.1
10W419,10,Marzahn-Hellersdorf,419,W,4N,O,4,85,1316,531,4,527,65,12.3,90,17.1,93,17.6,98,18.6,98,18.6,21,4
10W420,10,Marzahn-Hellersdorf,420,W,4P,O,4,85,1272,547,6,541,67,12.4,86,15.9,80,14.8,114,21.1,102,18.9,22,4.1
10W421,10,Marzahn-Hellersdorf,421,W,4Q,O,4,85,1283,515,5,510,65,12.7,87,17.1,87,17.1,68,13.3,103,20.2,27,5.3
10W422,10,Marzahn-Hellersdorf,422,W,4R,O,4,85,598,255,0,255,38,14.9,46,18,49,19.2,43,16.9,34,13.3,13,5.1
10W423,10,Marzahn-Hellersdorf,423,W,4S,O,4,85,1075,532,2,530,68,12.8,94,17.7,120,22.6,73,13.8,85,16,26,4.9
10W424,10,Marzahn-Hellersdorf,424,W,4T,O,4,85,1050,528,2,526,68,12.9,102,19.4,114,21.7,85,16.2,84,16,27,5.1
10W425,10,Marzahn-Hellersdorf,425,W,4V,O,4,85,1083,554,3,551,71,12.9,110,20,108,19.6,97,17.6,83,15.1,29,5.3
10W426,10,Marzahn-Hellersdorf,426,W,4W,O,4,85,1025,453,5,448,72,16.1,90,20.1,82,18.3,75,16.7,76,17,13,2.9
10W427,10,Marzahn-Hellersdorf,427,W,4X,O,4,85,1026,461,3,458,73,15.9,87,19,81,17.7,80,17.5,78,17,19,4.1
10W428,10,Marzahn-Hellersdorf,428,W,4Y,O,4,85,1058,496,2,494,71,14.4,95,19.2,85,17.2,85,17.2,79,16,24,4.9
10W429,10,Marzahn-Hellersdorf,429,W,4Z,O,4,85,1030,497,8,489,55,11.2,109,22.3,82,16.8,77,15.7,67,13.7,23,4.7
10W501,10,Marzahn-Hellersdorf,501,W,5A,O,5,85,1204,584,4,580,77,13.3,90,15.5,93,16,90,15.5,92,15.9,27,4.7
10W502,10,Marzahn-Hellersdorf,502,W,5B,O,5,85,1232,563,3,560,71,12.7,92,16.4,93,16.6,86,15.4,91,16.3,20,3.6
10W503,10,Marzahn-Hellersdorf,503,W,5C,O,5,85,1207,556,3,553,64,11.6,94,17,91,16.5,80,14.5,89,16.1,12,2.2
10W504,10,Marzahn-Hellersdorf,504,W,5D,O,5,85,1233,593,2,591,69,11.7,124,21,102,17.3,84,14.2,87,14.7,24,4.1
10W505,10,Marzahn-Hellersdorf,505,W,5E,O,5,85,1129,579,2,577,72,12.5,118,20.5,95,16.5,79,13.7,95,16.5,26,4.5
10W506,10,Marzahn-Hellersdorf,506,W,5F,O,5,85,1153,577,3,574,71,12.4,110,19.2,100,17.4,83,14.5,95,16.6,25,4.4
10W507,10,Marzahn-Hellersdorf,507,W,5G,O,5,85,1241,595,4,591,64,10.8,104,17.6,116,19.6,94,15.9,78,13.2,22,3.7
10W508,10,Marzahn-Hellersdorf,508,W,5H,O,5,85,1078,478,7,471,57,12.1,62,13.2,98,20.8,77,16.3,70,14.9,23,4.9
10W509,10,Marzahn-Hellersdorf,509,W,5J,O,5,85,1142,544,7,537,69,12.8,76,14.2,116,21.6,94,17.5,74,13.8,23,4.3
10W510,10,Marzahn-Hellersdorf,510,W,5K,O,5,85,1062,460,6,454,55,12.1,51,11.2,89,19.6,75,16.5,70,15.4,22,4.8
10W511,10,Marzahn-Hellersdorf,511,W,5L,O,5,85,1171,536,6,530,61,11.5,70,13.2,92,17.4,88,16.6,79,14.9,29,5.5
10W512,10,Marzahn-Hellersdorf,512,W,5M,O,5,85,1162,526,3,523,60,11.5,83,15.9,96,18.4,82,15.7,94,18,25,4.8
10W513,10,Marzahn-Hellersdorf,513,W,5N,O,5,85,1144,547,1,546,59,10.8,98,17.9,100,18.3,76,13.9,108,19.8,23,4.2
10W514,10,Marzahn-Hellersdorf,514,W,5P,O,5,85,1076,564,5,559,81,14.5,72,12.9,118,21.1,106,19,74,13.2,20,3.6
10W515,10,Marzahn-Hellersdorf,515,W,5Q,O,5,85,1066,492,5,487,59,12.1,85,17.5,70,14.4,75,15.4,103,21.1,26,5.3
10W516,10,Marzahn-Hellersdorf,516,W,5R,O,5,85,1030,466,2,464,58,12.5,78,16.8,71,15.3,65,14,86,18.5,37,8
10W517,10,Marzahn-Hellersdorf,517,W,5S,O,5,85,1054,480,2,478,57,11.9,87,18.2,75,15.7,73,15.3,89,18.6,30,6.3
10W518,10,Marzahn-Hellersdorf,518,W,5T,O,5,85,1047,482,4,478,54,11.3,97,20.3,74,15.5,75,15.7,91,19,19,4
10W519,10,Marzahn-Hellersdorf,519,W,5V,O,5,85,1065,488,4,484,55,11.4,97,20,76,15.7,78,16.1,92,19,20,4.1
10W520,10,Marzahn-Hellersdorf,520,W,5W,O,5,85,1146,520,5,515,58,11.3,114,22.1,79,15.3,76,14.8,101,19.6,19,3.7
10W521,10,Marzahn-Hellersdorf,521,W,5X,O,5,85,1107,476,7,469,64,13.6,92,19.6,83,17.7,63,13.4,88,18.8,24,5.1
10W522,10,Marzahn-Hellersdorf,522,W,5Y,O,5,85,1029,453,7,446,59,13.2,84,18.8,84,18.8,59,13.2,82,18.4,22,4.9
10W523,10,Marzahn-Hellersdorf,523,W,5Z,O,5,85,1060,493,8,485,61,12.6,84,17.3,99,20.4,64,13.2,85,17.5,24,4.9
10W524,10,Marzahn-Hellersdorf,524,W,5Z,O,5,85,1068,510,5,505,68,13.5,90,17.8,84,16.6,72,14.3,101,20,27,5.3
10W525,10,Marzahn-Hellersdorf,525,W,5Z,O,5,85,1058,502,3,499,69,13.8,93,18.6,81,16.2,73,14.6,102,20.4,28,5.6
10W526,10,Marzahn-Hellersdorf,526,W,5Z,O,5,85,1054,538,2,536,70,13.1,108,20.1,84,15.7,69,12.9,96,17.9,37,6.9
10W527,10,Marzahn-Hellersdorf,527,W,5Z,O,5,85,1110,511,2,509,56,11,93,18.3,93,18.3,77,15.1,95,18.7,29,5.7
10W528,10,Marzahn-Hellersdorf,528,W,5Z,O,5,85,1198,531,2,529,61,11.5,99,18.7,101,19.1,81,15.3,100,18.9,29,5.5
10W529,10,Marzahn-Hellersdorf,529,W,5Z,O,5,85,1099,505,3,502,66,13.1,98,19.5,92,18.3,73,14.5,94,18.7,30,6
10W530,10,Marzahn-Hellersdorf,530,W,5Z,O,5,85,1228,536,5,531,66,12.4,92,17.3,107,20.2,84,15.8,98,18.5,25,4.7
10W601,10,Marzahn-Hellersdorf,601,W,6A,O,6,85,1415,407,5,402,40,10,21,5.2,42,10.4,74,18.4,93,23.1,12,3
10W602,10,Marzahn-Hellersdorf,602,W,6A,O,6,85,1383,384,6,378,39,10.3,33,8.7,53,14,70,18.5,87,23,8,2.1
10W603,10,Marzahn-Hellersdorf,603,W,6B,O,6,85,1402,405,9,396,39,9.8,35,8.8,58,14.6,76,19.2,82,20.7,9,2.3
10W604,10,Marzahn-Hellersdorf,604,W,6B,O,6,85,1406,479,10,469,51,10.9,38,8.1,60,12.8,95,20.3,95,20.3,15,3.2
10W605,10,Marzahn-Hellersdorf,605,W,6C,O,6,85,1141,385,12,373,29,7.8,32,8.6,41,11,76,20.4,78,20.9,16,4.3
10W606,10,Marzahn-Hellersdorf,606,W,6C,O,6,85,1289,458,12,446,34,7.6,36,8.1,46,10.3,90,20.2,90,20.2,16,3.6
10W607,10,Marzahn-Hellersdorf,607,W,6D,O,6,85,1269,427,16,411,50,12.2,50,12.2,51,12.4,84,20.4,75,18.2,4,1
10W608,10,Marzahn-Hellersdorf,608,W,6D,O,6,85,1352,443,5,438,57,13,53,12.1,35,8,104,23.7,79,18,9,2.1
10W609,10,Marzahn-Hellersdorf,609,W,6E,O,6,85,1299,417,10,407,53,13,51,12.5,43,10.6,93,22.9,77,18.9,6,1.5
10W610,10,Marzahn-Hellersdorf,610,W,6E,O,6,85,1183,407,11,396,39,9.8,46,11.6,50,12.6,86,21.7,68,17.2,10,2.5
10W611,10,Marzahn-Hellersdorf,611,W,6F,O,6,85,1174,407,6,401,35,8.7,37,9.2,45,11.2,103,25.7,87,21.7,9,2.2
10W612,10,Marzahn-Hellersdorf,612,W,6F,O,6,85,781,283,5,278,27,9.7,24,8.6,30,10.8,74,26.6,59,21.2,6,2.2
10W613,10,Marzahn-Hellersdorf,613,W,6G,O,6,85,1162,416,13,403,57,14.1,37,9.2,45,11.2,110,27.3,73,18.1,9,2.2
10W614,10,Marzahn-Hellersdorf,614,W,6G,O,6,85,1355,521,12,509,72,14.1,55,10.8,60,11.8,126,24.8,96,18.9,14,2.8
10W615,10,Marzahn-Hellersdorf,615,W,6H,O,6,85,1250,528,7,521,67,12.9,66,12.7,65,12.5,108,20.7,100,19.2,17,3.3
10W616,10,Marzahn-Hellersdorf,616,W,6J,O,6,85,1113,515,1,514,64,12.5,79,15.4,80,15.6,88,17.1,83,16.1,29,5.6
10W617,10,Marzahn-Hellersdorf,617,W,6K,O,6,85,1150,499,2,497,59,11.9,74,14.9,79,15.9,86,17.3,88,17.7,27,5.4
10W618,10,Marzahn-Hellersdorf,618,W,6L,O,6,85,1102,455,6,449,47,10.5,62,13.8,71,15.8,77,17.1,90,20,21,4.7
10W619,10,Marzahn-Hellersdorf,619,W,6M,O,6,85,1092,465,3,462,53,11.5,76,16.5,82,17.7,83,18,86,18.6,19,4.1
10W620,10,Marzahn-Hellersdorf,620,W,6N,O,6,85,1091,486,3,483,55,11.4,81,16.8,86,17.8,86,17.8,85,17.6,19,3.9
10W621,10,Marzahn-Hellersdorf,621,W,6P,O,6,85,1302,397,5,392,43,11,33,8.4,62,15.8,70,17.9,86,21.9,8,2
10W622,10,Marzahn-Hellersdorf,622,W,6P,O,6,85,1342,389,5,384,42,10.9,35,9.1,54,14.1,85,22.1,94,24.5,9,2.3
10W623,10,Marzahn-Hellersdorf,623,W,6Q,O,6,85,1336,375,6,369,35,9.5,35,9.5,50,13.6,83,22.5,93,25.2,10,2.7
10W624,10,Marzahn-Hellersdorf,624,W,6Q,O,6,85,1190,301,6,295,35,11.9,28,9.5,28,9.5,58,19.7,67,22.7,8,2.7
10W625,10,Marzahn-Hellersdorf,625,W,6R,O,6,85,1324,361,7,354,32,9,35,9.9,44,12.4,72,20.3,86,24.3,10,2.8
10W626,10,Marzahn-Hellersdorf,626,W,6R,O,6,85,1362,417,4,413,50,12.1,44,10.7,52,12.6,81,19.6,105,25.4,10,2.4
11B1A,11,Lichtenberg,1A,B,1A,O,1,86,0,175,2,173,19,11,21,12.1,15,8.7,28,16.2,18,10.4,6,3.5
11B1B,11,Lichtenberg,1B,B,1B,O,1,86,0,217,1,216,23,10.6,35,16.2,25,11.6,49,22.7,34,15.7,7,3.2
11B1C,11,Lichtenberg,1C,B,1C,O,1,86,0,86,1,85,8,9.4,9,10.6,7,8.2,18,21.2,7,8.2,1,1.2
11B1D,11,Lichtenberg,1D,B,1D,O,1,86,0,185,2,183,20,10.9,25,13.7,16,8.7,48,26.2,24,13.1,7,3.8
11B1E,11,Lichtenberg,1E,B,1E,O,1,86,0,209,1,208,29,13.9,30,14.4,20,9.6,58,27.9,36,17.3,5,2.4
11B1F,11,Lichtenberg,1F,B,1F,O,1,86,0,151,2,149,20,13.4,22,14.8,18,12.1,43,28.9,25,16.8,4,2.7
11B1G,11,Lichtenberg,1G,B,1G,O,1,86,0,150,1,149,19,12.8,22,14.8,14,9.4,40,26.8,26,17.4,4,2.7
11B1H,11,Lichtenberg,1H,B,1H,O,1,86,0,154,2,152,22,14.5,19,12.5,15,9.9,44,28.9,28,18.4,3,2
11B1K,11,Lichtenberg,1K,B,1K,O,1,86,0,155,2,153,20,13.1,20,13.1,12,7.8,48,31.4,30,19.6,4,2.6
11B1L,11,Lichtenberg,1L,B,1L,O,1,86,0,165,2,163,22,13.5,22,13.5,14,8.6,51,31.3,31,19,5,3.1
11B1M,11,Lichtenberg,1M,B,1M,O,1,86,0,127,2,125,19,15.2,13,10.4,14,11.2,36,28.8,24,19.2,2,1.6
11B1N,11,Lichtenberg,1N,B,1N,O,1,86,0,170,0,170,21,12.4,23,13.5,19,11.2,46,27.1,20,11.8,5,2.9
11B1P,11,Lichtenberg,1P,B,1P,O,1,86,0,131,1,130,19,14.6,16,12.3,13,10,43,33.1,27,20.8,3,2.3
11B1R,11,Lichtenberg,1R,B,1R,O,1,86,0,183,0,183,23,12.6,27,14.8,17,9.3,62,33.9,29,15.8,6,3.3
11B1S,11,Lichtenberg,1S,B,1S,O,1,86,0,151,1,150,24,16,18,12,12,8,48,32,27,18,2,1.3
11B1T,11,Lichtenberg,1T,B,1T,O,1,86,0,143,1,142,23,16.2,18,12.7,14,9.9,46,32.4,24,16.9,2,1.4
11B1U,11,Lichtenberg,1U,B,1U,O,1,86,0,170,3,167,25,15,20,12,18,10.8,50,29.9,26,15.6,4,2.4
11B1W,11,Lichtenberg,1W,B,1W,O,1,86,0,169,0,169,28,16.6,24,14.2,16,9.5,46,27.2,30,17.8,8,4.7
11B1X,11,Lichtenberg,1X,B,1X,O,1,86,0,220,0,220,35,15.9,30,13.6,20,9.1,58,26.4,38,17.3,10,4.5
11B2A,11,Lichtenberg,2A,B,2A,O,2,86,0,231,1,230,27,11.7,28,12.2,12,5.2,71,30.9,37,16.1,8,3.5
11B2B,11,Lichtenberg,2B,B,2B,O,2,86,0,225,1,224,30,13.4,23,10.3,8,3.6,67,29.9,38,17,9,4
11B2C,11,Lichtenberg,2C,B,2C,O,2,86,0,216,2,214,24,11.2,34,15.9,18,8.4,62,29,34,15.9,3,1.4
11B2D,11,Lichtenberg,2D,B,2D,O,2,86,0,171,1,170,17,10,18,10.6,9,5.3,50,29.4,31,18.2,1,0.6
11B2E,11,Lichtenberg,2E,B,2E,O,2,86,0,362,4,358,41,11.5,75,20.9,46,12.8,93,26,43,12,9,2.5
11B2F,11,Lichtenberg,2F,B,2F,O,2,86,0,381,4,377,33,8.8,33,8.8,43,11.4,127,33.7,61,16.2,19,5
