constituency_association,eligible_voters,voters,voter_turnout,valid_votes,party_spd,party_cdu,party_grüne,party_die_linke,party_piraten,party_npd,party_fdp,others
1,33423,20026.0,59.9,19715.0,29.5,11.6,16.2,20.9,11.0,3.4,0.8,6.7
2,36555,21018.0,57.5,20658.0,31.5,13.2,8.4,24.4,9.3,5.0,1.0,7.2
3,33728,19415.0,57.6,19064.0,30.4,18.6,7.8,20.8,8.9,4.6,1.4,7.5
4,32943,20144.0,61.1,19750.0,27.7,17.1,10.4,22.6,9.3,4.4,1.4,7.2
5,30131,18669.0,62.0,18233.0,28.2,17.6,8.7,24.2,8.5,4.7,1.2,7.0
6,33050,22475.0,68.0,21916.0,26.3,17.6,12.6,24.7,8.9,2.9,1.2,5.9
