feature,1990,1995,1999,2001,2006,2011,2016,2021,2023
Wahlberechtigte,x,-1.8,-2.6,0.1,0.3,1.8,0.6,-1.5,-2.2
Wählende,x,-16.7,-6.9,4,-14.5,5.7,11.8,10.9,-8
Briefwählende,x,31,27.6,-8.2,18.3,19.7,18.2,77.7,40
Wahllokalwählende,x,-21.6,-12.8,7,-21.5,1.1,9.3,-16.6,-27.8
