district,total,foreigners,foreigners_percentage,foreigners_from_eu_percentage,germans_total,germans_below_6,germans_below_6_percentage,germans_between_6_and_18,germans_between_6_and_18_percentage,germans_between_18_and_65,germans_between_18_and_65_percentage,germans_above_65,germans_above_65_percentage
1,46599,11644.0,25.0,10.2,34955.0,2011.0,5.8,3153.0,9.0,21769.0,62.3,8022.0,22.9
2,45230,9240.0,20.4,8.7,35990.0,1580.0,4.4,3444.0,9.6,19553.0,54.3,11413.0,31.7
3,48077,11507.0,23.9,10.2,36570.0,2152.0,5.9,3519.0,9.6,23142.0,63.3,7757.0,21.2
4,51951,14774.0,28.4,12.1,37177.0,1973.0,5.3,3195.0,8.6,23235.0,62.5,8774.0,23.6
5,44733,9472.0,21.2,9.0,35261.0,1736.0,4.9,3163.0,9.0,19866.0,56.3,10496.0,29.8
6,47908,11293.0,23.6,10.3,36615.0,1790.0,4.9,3157.0,8.6,22192.0,60.6,9476.0,25.9
7,45970,7940.0,17.3,6.9,38030.0,1810.0,4.8,3659.0,9.6,21914.0,57.6,10647.0,28.0
