id,district_id,district_name,electoral_district_id,electoral_district_type,electoral_district_berlin_election_id,electoral_district_federal_election_id,eligible_voters,voters,invalid_votes,valid_votes,party_spd,party_spd_percentage,party_cdu,party_cdu_percentage,party_grüne,party_grüne_percentage,party_die_linke,party_die_linke_percentage,party_piraten,party_piraten_percentage,party_npd,party_npd_percentage,party_fdp,party_fdp_percentage,party_afd,party_afd_percentage,others,others_percentage
ID,"Bezirks-
nummer",Bezirksname,Wahlbezirk,Wahl-bezirksart,"Abgeordneten-
hauswahlkreis","Bundestags-
wahlkreis",Wahlberechtigte insgesamt,Wähler,Ungültige Stimmen,Gültige Stimmen,SPD,SPD in Prozent,CDU,CDU in Prozent,GRÜNE,GRÜNE in Prozent,DIE LINKE,DIE LINKE in Prozent,PIRATEN,PIRATEN in Prozent,NPD,NPD in Prozent,FDP,FDP in Prozent,AfD,AfD in Prozent,Sonstige,Sonstige in Prozent
11427,11,Lichtenberg,427,W,4,86,1340,650,11,639,119,18.622848200312987,110,17.214397496087635,32,5.007824726134586,258,40.375586854460096,33,5.164319248826291,20,3.1298904538341157,12,1.8779342723004695,35,5.477308294209703,20,3.1298904538341157
11428,11,Lichtenberg,428,W,4,86,1135,583,11,572,117,20.454545454545457,105,18.356643356643357,33,5.769230769230769,204,35.66433566433567,33,5.769230769230769,18,3.146853146853147,11,1.9230769230769231,32,5.594405594405594,19,3.3216783216783217
114A,11,Lichtenberg,4A,B,4,86,0,727,7,720,153,21.25,153,21.25,35,4.861111111111112,286,39.72222222222222,22,3.0555555555555554,15,2.083333333333333,13,1.8055555555555554,29,4.027777777777778,14,1.9444444444444444
114B,11,Lichtenberg,4B,B,4,86,0,702,7,695,161,23.16546762589928,142,20.431654676258994,43,6.18705035971223,258,37.12230215827338,25,3.597122302158273,12,1.7266187050359711,15,2.158273381294964,29,4.172661870503598,10,1.4388489208633095
114C,11,Lichtenberg,4C,B,4,86,0,751,8,743,180,24.226110363391655,149,20.053835800807537,44,5.921938088829071,271,36.47375504710632,27,3.6339165545087484,12,1.6150740242261103,16,2.1534320323014806,33,4.441453566621804,11,1.4804845222072678
114D,11,Lichtenberg,4D,B,4,86,0,723,9,714,160,22.408963585434176,151,21.1484593837535,76,10.644257703081232,229,32.07282913165266,30,4.201680672268908,6,0.8403361344537815,17,2.380952380952381,22,3.081232492997199,23,3.221288515406162
114E,11,Lichtenberg,4E,B,4,86,0,501,6,495,112,22.626262626262626,105,21.21212121212121,53,10.707070707070706,160,32.323232323232325,21,4.242424242424243,4,0.8080808080808081,12,2.4242424242424243,15,3.0303030303030303,13,2.6262626262626263
114F,11,Lichtenberg,4F,B,4,86,0,614,6,608,132,21.710526315789476,117,19.24342105263158,44,7.236842105263158,224,36.84210526315789,29,4.769736842105264,9,1.4802631578947367,14,2.302631578947368,20,3.289473684210526,19,3.125
114G,11,Lichtenberg,4G,B,4,86,0,593,5,588,126,21.428571428571427,122,20.74829931972789,48,8.16326530612245,205,34.863945578231295,29,4.931972789115646,8,1.3605442176870748,14,2.380952380952381,19,3.231292517006803,17,2.891156462585034
114H,11,Lichtenberg,4H,B,4,86,0,609,6,603,127,21.06135986733002,99,16.417910447761194,42,6.965174129353234,239,39.63515754560531,30,4.975124378109453,8,1.3266998341625207,13,2.155887230514096,21,3.482587064676617,24,3.9800995024875623
114I,11,Lichtenberg,4I,B,4,86,0,490,7,483,109,22.56728778467909,113,23.395445134575567,28,5.797101449275362,192,39.75155279503105,10,2.070393374741201,6,1.2422360248447204,6,1.2422360248447204,10,2.070393374741201,9,1.8633540372670807
114J,11,Lichtenberg,4J,B,4,86,0,613,7,606,131,21.61716171617162,115,18.976897689768975,37,6.105610561056106,247,40.759075907590756,22,3.6303630363036308,7,1.155115511551155,10,1.65016501650165,18,2.9702970297029703,19,3.1353135313531353
11501,11,Lichtenberg,501,W,5,86,1363,582,22,560,89,15.892857142857142,142,25.357142857142854,17,3.0357142857142856,214,38.21428571428571,24,4.285714285714286,25,4.464285714285714,8,1.4285714285714286,25,4.464285714285714,16,2.857142857142857
11502,11,Lichtenberg,502,W,5,86,1634,779,13,766,147,19.19060052219321,161,21.01827676240209,21,2.741514360313316,287,37.467362924281986,28,3.6553524804177546,29,3.7859007832898173,10,1.3054830287206265,53,6.919060052219321,30,3.91644908616188
11503,11,Lichtenberg,503,W,5,86,1360,654,13,641,135,21.060842433697346,155,24.180967238689547,17,2.65210608424337,216,33.697347893915754,24,3.74414976599064,27,4.212168486739469,10,1.5600624024960998,41,6.3962558502340086,16,2.49609984399376
11504,11,Lichtenberg,504,W,5,86,1011,466,9,457,84,18.38074398249453,90,19.693654266958426,30,6.564551422319474,154,33.69803063457331,28,6.12691466083151,18,3.938730853391685,8,1.75054704595186,26,5.689277899343545,19,4.157549234135667
