district,total,foreigners,foreigners_percentage,foreigners_from_eu_percentage,germans_total,germans_below_6,germans_below_6_percentage,germans_between_6_and_18,germans_between_6_and_18_percentage,germans_between_18_and_65,germans_between_18_and_65_percentage,germans_above_65,germans_above_65_percentage
1,56796,16451.0,29.0,10.4,40345.0,2366.0,5.9,4225.0,10.5,26535.0,65.8,7219.0,17.9
2,49997,11139.0,22.3,9.1,38858.0,2621.0,6.7,3739.0,9.6,26701.0,68.7,5797.0,14.9
3,47802,6801.0,14.2,6.3,41001.0,2418.0,5.9,4532.0,11.1,25693.0,62.7,8358.0,20.4
4,49282,9433.0,19.1,7.1,39849.0,2465.0,6.2,4052.0,10.2,24891.0,62.5,8441.0,21.2
5,48223,8179.0,17.0,6.6,40044.0,2262.0,5.6,3485.0,8.7,23635.0,59.0,10662.0,26.6
6,45415,5613.0,12.4,4.6,39802.0,2101.0,5.3,4243.0,10.7,21406.0,53.8,12052.0,30.3
7,43646,3873.0,8.9,3.4,39773.0,1936.0,4.9,4393.0,11.0,22025.0,55.4,11419.0,28.7
