feature,year_1990,year_1995,year_1999,year_2001,year_2006,year_2011,year_2016,year_2021,year_2023
Wahlberechtigte,100,100.8,100.4,102.1,105.5,107.8,108.2,107,106.5
Wählende,100,84.8,82.4,86.3,74.5,81.8,94.6,106.3,88.1
Briefwählende,100,223.8,339.5,309.3,407.4,522.1,641.6,1234.5,957.2
Wahllokalwählende,100,79,71.8,77.1,60.7,63.6,71.9,59.5,52.1
