id,eligible_voters,eligible_voters_a1,eligible_voters_a2,eligible_voters_a3,voters,voters_b1,valid_votes,invalid_votes,party_spd,party_cdu,party_grüne,party_die_linke,party_afd,party_fdp,party_die_partei,party_tierschutzpartei,party_piraten,party_graue_panther,party_npd,party_gesundheitsforschung,party_lkr,party_dkp,party_sgp,party_büso,party_menschliche_welt,party_b,party_ödp,party_die_basis,party_bildet_berlin,party_dl,party_deutsche_konservative,party_die_grauen,party_neue_demokraten,party_rep,party_du,party_bündnis21,party_die_frauen,party_freie_wähler,party_klimaliste_berlin,party_ld,party_mieterpartei,party_die_humanisten,party_team_todenhöfer,party_volt,voter_turnout,invalid_votes_percentage,valid_votes_percentage,party_spd_percentage,party_cdu_percentage,party_grüne_percentage,party_die_linke_percentage,party_afd_percentage,party_fdp_percentage,party_die_partei_percentage,party_tierschutzpartei_percentage,party_piraten_percentage,party_graue_panther_percentage,party_npd_percentage,party_gesundheitsforschung_percentage,party_lkr_percentage,party_dkp_percentage,party_sgp_percentage,party_büso_percentage,party_menschliche_welt_percentage,party_b_percentage,party_ödp_percentage,party_die_basis_percentage,party_bildet_berlin_percentage,party_dl_percentage,party_deutsche_konservative_percentage,party_die_grauen_percentage,party_neue_demokraten_percentage,party_rep_percentage,party_du_percentage,party_bündnis21_percentage,party_die_frauen_percentage,party_freie_wähler_percentage,party_klimaliste_berlin_percentage,party_ld_percentage,party_mieterpartei_percentage,party_die_humanisten_percentage,party_team_todenhöfer_percentage,party_volt_percentage
0,2431776,1673223,758549,4,1529558,691833,1516860,11039,279017,428228,278964,185119,137871,70416,21570,36273,5145,6275,1591,3768,475,2517,801,409,163,1137,1674,8342,1790,0,16,6447,69,44,2993,786,0,3923,4103,0,3902,2659,6326,14047,62.89880317924019,0.721711762483018,99.16982553129728,18.39438049655209,28.231214482549476,18.390886436454252,12.20409266511082,9.089236976385427,4.642221431114275,1.4220165341560855,2.3913215458249275,0.33918753213876035,0.4136835304510634,0.10488772859723375,0.24840789525730783,0.03131468955605659,0.1659348918159883,0.052806455440844904,0.026963595849320305,0.010745882942394158,0.07495747794786597,0.11035955856176577,0.549951874266577,0.11800693537966588,0.0,0.0010548105955724325,0.42502274435346704,0.0045488706934061155,0.0029007291378241895,0.19731550703426817,0.05181757050749575,0.0,0.2586263729019158,0.2704929921021057,0.0,0.257241933995227,0.17529633585169363,0.4170457392244505,0.9260577772503725
