id,district_id,electoral_district_id,eligible_voters,eligible_voters_a1,eligible_voters_a2,eligible_voters_a3,voters,voters_b1,valid_votes,invalid_votes,party_spd,party_cdu,party_grüne,party_die_linke,party_afd,party_fdp,party_die_partei,party_tierschutzpartei,party_piraten,party_graue_panther,party_npd,party_gesundheitsforschung,party_lkr,party_dkp,party_sgp,party_büso,party_menschliche_welt,party_b,party_ödp,party_die_basis,party_bildet_berlin,party_dl,party_deutsche_konservative,party_die_grauen,party_neue_demokraten,party_rep,party_du,party_bündnis21,party_die_frauen,party_freie_wähler,party_klimaliste_berlin,party_ld,party_mieterpartei,party_die_humanisten,party_team_todenhöfer,party_volt,voter_turnout,invalid_votes_percentage,valid_votes_percentage
115N,11,5N,0,0,0,0,617,617,617,0,78,77,228,99,19,22,18,29,6,1,1,1,0,2,0,0,0,0,0,1,2,0,0,1,0,0,2,0,0,3,2,0,2,5,2,16,inf,0.0,100.0
115P,11,5P,0,0,0,0,474,474,470,4,90,76,83,100,37,16,17,20,3,4,1,0,1,0,0,1,0,0,1,3,0,0,0,2,0,0,1,0,0,0,0,0,6,0,1,7,inf,0.8438818565400843,99.15611814345992
115Q,11,5Q,0,0,0,0,567,567,566,1,97,137,37,141,55,28,13,15,2,2,0,3,0,4,0,0,0,0,1,2,4,0,0,6,0,0,1,1,0,8,0,0,2,0,1,6,inf,0.1763668430335097,99.82363315696648
115R,11,5R,0,0,0,0,463,463,459,4,86,104,37,112,50,11,12,12,4,6,0,3,2,3,1,0,0,0,0,1,4,0,0,3,0,0,1,0,0,3,0,0,1,1,0,2,inf,0.8639308855291578,99.13606911447084
115S,11,5S,0,0,0,0,443,443,433,10,86,106,44,74,48,15,13,16,2,2,1,5,0,1,2,0,0,2,0,1,2,0,0,4,0,0,3,0,0,3,1,0,0,1,0,1,inf,2.2573363431151243,97.74266365688487
11601,11,601,944,642,302,0,427,3,425,2,71,106,71,70,33,21,6,19,1,2,0,1,0,2,1,0,0,0,4,3,0,0,0,1,0,0,0,0,0,1,2,0,1,2,1,6,45.233050847457626,0.468384074941452,99.53161592505855
11602,11,602,945,614,331,0,379,3,376,3,64,61,111,58,23,18,8,5,1,2,0,1,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,3,0,2,1,3,10,40.10582010582011,0.79155672823219,99.2084432717678
11603,11,603,839,573,266,0,465,7,460,5,75,122,155,34,17,21,8,3,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,1,0,16,55.423122765196666,1.0752688172043012,98.9247311827957
11604,11,604,919,588,331,0,266,0,261,4,37,49,19,62,51,10,2,14,0,1,2,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,3,0,3,1,28.944504896626768,1.5037593984962405,98.1203007518797
11605,11,605,975,635,340,0,332,2,324,4,69,66,26,71,58,7,6,7,2,3,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,2,34.05128205128205,1.2048192771084338,97.59036144578313
11606,11,606,1052,788,264,0,340,4,336,4,75,62,26,60,61,7,13,10,1,2,0,0,0,3,0,0,0,0,1,0,0,0,0,3,0,0,3,1,0,1,1,0,0,0,2,4,32.31939163498099,1.1764705882352942,98.82352941176471
11607,11,607,1472,1072,400,0,463,7,458,5,66,86,66,99,80,10,5,23,0,2,1,2,0,1,5,0,0,1,0,0,0,0,0,5,0,0,0,0,0,2,0,0,1,0,1,2,31.453804347826086,1.079913606911447,98.92008639308855
11608,11,608,864,628,236,0,294,3,289,5,48,69,22,71,51,5,3,8,1,0,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,34.02777777777778,1.7006802721088436,98.29931972789116
11609,11,609,958,588,370,0,313,3,310,2,69,88,6,67,39,6,6,8,1,1,0,0,0,3,2,0,0,0,1,4,1,0,0,2,0,0,1,0,0,3,1,0,1,0,0,0,32.67223382045929,0.6389776357827476,99.04153354632588
11610,11,610,950,653,297,0,269,1,267,2,44,53,27,56,50,12,6,4,1,2,0,1,0,2,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,28.315789473684212,0.7434944237918215,99.25650557620817
11611,11,611,917,624,293,0,265,4,265,0,51,82,20,39,42,7,5,10,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,2,0,0,0,0,1,0,28.898582333696837,0.0,100.0
11612,11,612,797,544,253,0,297,3,294,3,40,69,36,48,52,7,10,19,2,2,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,37.26474278544542,1.0101010101010102,98.98989898989899
11613,11,613,1006,668,338,0,376,8,374,1,40,75,57,62,72,21,9,20,0,1,0,2,0,0,0,0,0,2,1,1,1,0,0,3,0,0,2,0,0,3,0,0,0,0,0,2,37.37574552683897,0.26595744680851063,99.46808510638297
