id,district_id,eligible_voters,voters,invalid_votes,valid_votes,vote_yes,vote_no,voter_turnout,invalid_votes_percentage,valid_votes_percentage,vote_yes_percentage,vote_no_percentage
88,01,193529,47042,117,46925,21059,25866,24.30746813139116,0.24871391522469283,99.7512860847753,44.76637898048552,54.98490710428978
194,02,168825,44202,92,44110,11386,32724,26.18214127054642,0.2081353784896611,99.79186462151034,25.759015429166098,74.03284919234424
525,03,279669,78108,131,77977,22383,55594,27.928730034433563,0.1677164951093358,99.83228350489067,28.656475649101242,71.17580785578942
624,04,216524,74270,107,74163,44782,29381,34.30104745894219,0.1440689376598896,99.8559310623401,60.296216507338094,39.55971455500202
595,05,161008,45251,69,45182,31297,13885,28.10481466759416,0.1524828180592694,99.84751718194073,69.16311241740513,30.68440476453559
1002,06,214859,88934,159,88775,58969,29806,41.391796480482554,0.17878426698450536,99.82121573301549,66.3064744642094,33.514741268806084
910,07,230507,77367,124,77243,47146,30097,33.56383970985697,0.16027505267103545,99.83972494732896,60.938126074424495,38.90159887290447
752,08,195143,51673,136,51537,31928,19609,26.479556017894566,0.26319354401718503,99.73680645598282,61.78855495132854,37.948251504654266
1035,09,198357,54960,114,54846,14334,40512,27.707618082548137,0.20742358078602618,99.79257641921397,26.080786026200876,73.7117903930131
820,10,202373,43767,95,43672,9960,33712,21.62689686865343,0.21705851440583088,99.78294148559416,22.756871615600797,77.02606986999338
1023,11,202966,47143,87,47056,10052,37004,23.227042953006908,0.18454489531849902,99.8154551046815,21.322359629213246,78.49309547546825
2112,12,181939,60378,139,60239,41708,18531,33.185848004001336,0.2302163039517705,99.76978369604824,69.07814104475139,30.69164265129683
