id,eligible_voters,eligible_voters_a1,eligible_voters_a2,eligible_voters_a3,voters,voters_with_voting_license,valid_votes,invalid_votes,party_grüne,party_cdu,party_spd,party_die_linke,party_afd,party_die_partei,party_fdp,party_tierschutzpartei,party_mera25,party_volt,party_piraten,party_familie,party_ödp,party_freie_wäher,party_tierschutz_hier,party_big,party_verjüngungsforschung,party_pdh,party_heimat,party_dkp,party_menschliche_welt,party_bündnis_c,party_mlpd,party_sgp,party_abg,party_die_basis,party_bündnis_deutschand,party_bsw,party_dawa,party_klimaliste,party_letzte_generation,party_pdv,party_pdf,party_v_partei3,aufn,voter_turnout,invalid_votes_percentage,valid_votes_percentage
0,2495665.0,1758357.0,737308.0,0.0,1553432.0,683088.0,1545129.0,8303.0,302225.0,271716.0,204568.0,112825.0,179303.0,51804.0,67107.0,32035.0,21631.0,74273.0,8039.0,7335.0,5820.0,7897.0,8209.0,1951.0,1028.0,3686.0,1138.0,1427.0,2222.0,1209.0,690.0,446.0,808.0,2894.0,5232.0,134113.0,9095.0,2653.0,10005.0,1056.0,8491.0,2198.0,0.0,62.24521319968825,0.5344939463072732,99.46550605369274
