id,eligible_voters,eligible_voters_a1,eligible_voters_a2,eligible_voters_a3,voters,voters_b1,valid_votes,invalid_votes,voter_turnout,invalid_votes_percentage,valid_votes_percentage,party_spd,party_cdu,party_grüne,party_die_linke,party_afd,party_fdp,party_die_partei,party_tierschutzpartei,party_piraten,party_npd,party_lkr,party_b,party_ödp,party_die_basis,party_die_grauen,party_freie_wähler,party_klimaliste_berlin,party_ld,party_mieterpartei,party_die_humanisten,party_volt,voters_alliance_wsb_f_k,voters_alliance_die_waehlbaren.de,voters_alliance_olf,voters_alliance_bärlä,voters_alliance_wsb_spandau,voters_alliance_tkbb,voters_alliance_wsb,voters_alliance_wiss,party_spd_percentage,party_cdu_percentage,party_grüne_percentage,party_die_linke_percentage,party_afd_percentage,party_fdp_percentage,party_die_partei_percentage,party_tierschutzpartei_percentage,party_piraten_percentage,party_npd_percentage,party_lkr_percentage,party_b_percentage,party_ödp_percentage,party_die_basis_percentage,party_die_grauen_percentage,party_freie_wähler_percentage,party_klimaliste_berlin_percentage,party_ld_percentage,party_mieterpartei_percentage,party_die_humanisten_percentage,party_volt_percentage,voters_alliance_wsb_f_k_percentage,voters_alliance_die_waehlbaren.de_percentage,voters_alliance_olf_percentage,voters_alliance_bärlä_percentage,voters_alliance_wsb_spandau_percentage,voters_alliance_tkbb_percentage,voters_alliance_wsb_percentage,voters_alliance_wiss_percentage
0,2725844,1946664,779176,4,1584916,707409,1573407,11509,58.14404639443783,0.7261583579192841,99.27384164208071,293567,435305,306766,198871,142003,65852,27848,46183,3198,1096,452,611,1879,11289,3624,6008,7442,77,1529,2457,14453,220,47,143,152,673,749,270,336,18.658045883868574,27.666395281068407,19.496926097316205,12.639514124444599,9.025191828941907,4.185312509732066,1.7699171288801945,2.935222736393063,0.20325319513641418,0.06965775543136644,0.028727468480819016,0.03883292752606286,0.11942237450322771,0.7174875922123138,0.2303281986161241,0.3818465279485855,0.47298632839436966,0.004893838657130672,0.09717765333445191,0.156157942604806,0.9185798715780468,0.013982396163230493,0.002987148271235605,0.00908855750609982,0.009660564621868342,0.04277342099024601,0.04760370330118018,0.017160213473055606,0.02135493232202475
