id,district_id,eligible_voters,voters,invalid_votes,valid_votes,vote_yes,vote_no,voter_turnout,invalid_votes_percentage,valid_votes_percentage,vote_yes_percentage,vote_no_percentage
282,01,203749,69825,231,69594,46901,22693,34.270106847150174,0.33082706766917297,99.66917293233082,67.16935195130685,32.499820981023994
634,02,167107,67732,228,67504,51978,15526,40.53211415440406,0.33662079962203983,99.66337920037796,76.74068387172976,22.922695328648203
993,03,280437,113460,309,113151,65448,47703,40.458284748446175,0.2723426758328927,99.72765732416711,57.68376520359598,42.04389212057112
1444,04,214001,79974,316,79658,43162,36496,37.37085340722707,0.395128416735439,99.60487158326457,53.97004026308551,45.63483132017906
1270,05,156901,44995,143,44852,16090,28762,28.677318818873047,0.3178130903433715,99.68218690965664,35.75952883653739,63.92265807311923
2112,06,214038,87447,363,87084,40228,46856,40.85582933871555,0.4151085800542043,99.58489141994579,46.0027216485414,53.582169771404395
2324,07,228135,87498,386,87112,45500,41612,38.35360641725295,0.44115294063864313,99.55884705936136,52.001188598596535,47.55765846076482
2768,08,192951,65133,247,64886,34825,30061,33.75623863053314,0.3792240492530668,99.62077595074693,53.4675203046075,46.15325564613944
3168,09,205651,74462,231,74231,32311,41920,36.20794452737891,0.31022534984287287,99.68977465015712,43.39260293841154,56.297171711745584
2800,10,196856,57379,115,57264,16260,41004,29.147701873450643,0.2004217570888304,99.79957824291117,28.33789365447289,71.46168458843827
3454,11,197156,63309,177,63132,29169,33963,32.111120128223334,0.2795811022129555,99.72041889778704,46.074017912145194,53.646400985641854
2916,12,173091,57356,202,57154,20156,36998,33.13632713428197,0.3521863449333984,99.6478136550666,35.14192063602762,64.50589301903898
