id,eligible_voters,eligible_voters_a1,eligible_voters_a2,eligible_voters_a3,voters,voters_b1,invalid_votes,valid_votes,party_spd,party_cdu,party_grüne,party_die_linke,party_afd,party_piraten,party_fdp,party_tierschutzpartei,party_die_partei,party_npd,party_familie,party_volksabstimmung,party_ödp,party_freie_wähler,party_dkp,party_mlpd,party_sgp,party_bp,party_tierschutz_hier,party_tierschutzallianz,party_bündnis_c,party_big,party_die_direkte,party_diem25,party_III_weg,party_die_grauen,party_die_rechte,party_die_violetten,party_liebe,party_die_frauen,party_graue_panther,party_lkr,party_menschliche_welt,party_nl,party_ökolinx,party_partei_für_die_tiere,party_gesundheitsforschung,party_volt,voter_turnout,invalid_votes_percentage,valid_votes_percentage,party_spd_percentage,party_cdu_percentage,party_grüne_percentage,party_die_linke_percentage,party_afd_percentage,party_piraten_percentage,party_fdp_percentage,party_tierschutzpartei_percentage,party_die_partei_percentage,party_npd_percentage,party_familie_percentage,party_volksabstimmung_percentage,party_ödp_percentage,party_freie_wähler_percentage,party_dkp_percentage,party_mlpd_percentage,party_sgp_percentage,party_bp_percentage,party_tierschutz_hier_percentage,party_tierschutzallianz_percentage,party_bündnis_c_percentage,party_big_percentage,party_die_direkte_percentage,party_diem25_percentage,party_III_weg_percentage,party_die_grauen_percentage,party_die_rechte_percentage,party_die_violetten_percentage,party_liebe_percentage,party_die_frauen_percentage,party_graue_panther_percentage,party_lkr_percentage,party_menschliche_welt_percentage,party_nl_percentage,party_ökolinx_percentage,party_partei_für_die_tiere_percentage,party_gesundheitsforschung_percentage,party_volt_percentage
0,2508435,2002740,505684,11,1520678,476942,13321,1507357,211717,229352,419377,179943,149177,12422,71576,29702,72846,3183,9743,2202,8893,8109,2439,1016,431,1049,4902,3130,1462,4303,2837,1194,18675,511,6870,664,1385,1613,2632,6617,1713,1939,928,4380,3410,3326,60.622579417046886,0.8759908409275337,99.12400915907247,14.045577789468586,15.215506346539009,27.822008986590436,11.93764980691369,9.896593839415612,0.824091439519636,4.748443799312306,1.970468840493659,4.832697230981115,0.2111643094502497,0.6463631375977954,0.1460835090824536,0.5899730455359945,0.5379614782695804,0.16180639357497925,0.06740274533504671,0.02859309373957198,0.06959200773274016,0.32520497798464465,0.20764822135698444,0.09699095834629752,0.28546654840226965,0.18821022491685777,0.0792114940256356,1.2389234932401547,0.03390039652185912,0.4557646264289083,0.04405061309298328,0.09188267941834614,0.10700849234786451,0.17461026153724699,0.4389802813799253,0.11364262082572345,0.1286357511856846,0.06156471227453085,0.29057482733022105,0.22622378109498942,0.22065111317358796
