id,district_id,district_name,constituency_district,constituency_district_type,constituency_district_berlin_elections,constituency_district_federal_election,eligible_voters,voters,invalid_votes,valid_votes,party_spd,party_spd_percentage,party_cdu,party_cdu_percentage,party_grüne,party_grüne_percentage,party_die_linke,party_die_linke_percentage,party_piraten,party_piraten_percentage,party_npd,party_npd_percentage,party_fdp,party_fdp_percentage,others,others_percentage
01202,1,Mitte,202,W,2,75,1079,459,6,453,140,30.90507726269316,103,22.737306843267106,40,8.830022075055188,89,19.646799116997794,44,9.713024282560706,6,1.3245033112582782,11,2.4282560706401766,20,4.415011037527594
01203,1,Mitte,203,W,2,75,1194,547,8,539,137,25.41743970315399,82,15.213358070500927,44,8.16326530612245,181,33.58070500927644,47,8.719851576994433,7,1.2987012987012987,12,2.2263450834879404,29,5.380333951762523
01204,1,Mitte,204,W,2,75,1138,460,9,451,132,29.268292682926827,84,18.625277161862527,47,10.42128603104213,111,24.6119733924612,36,7.982261640798225,8,1.7738359201773837,8,1.7738359201773837,25,5.543237250554324
01205,1,Mitte,205,W,2,75,1090,430,6,424,119,28.066037735849058,43,10.141509433962264,54,12.735849056603774,121,28.537735849056606,35,8.254716981132075,11,2.5943396226415096,6,1.4150943396226416,35,8.254716981132075
01206,1,Mitte,206,W,2,75,1398,549,7,542,165,30.44280442804428,90,16.605166051660518,66,12.177121771217712,125,23.062730627306273,57,10.516605166051662,4,0.7380073800738007,5,0.9225092250922509,30,5.535055350553505
01207,1,Mitte,207,W,2,75,1243,526,15,511,153,29.9412915851272,68,13.307240704500977,48,9.393346379647749,158,30.919765166340508,41,8.023483365949119,1,0.19569471624266144,7,1.36986301369863,35,6.8493150684931505
01208,1,Mitte,208,W,2,75,927,383,2,381,85,22.30971128608924,60,15.748031496062993,129,33.85826771653544,38,9.973753280839896,44,11.548556430446194,0,0.0,14,3.674540682414698,11,2.8871391076115485
01209,1,Mitte,209,W,2,75,1313,612,9,603,139,23.0514096185738,89,14.759535655058043,213,35.32338308457712,59,9.78441127694859,66,10.945273631840797,6,0.9950248756218906,11,1.8242122719734661,20,3.316749585406302
01210,1,Mitte,210,W,2,75,1108,489,6,483,112,23.18840579710145,46,9.523809523809524,169,34.989648033126294,60,12.422360248447205,66,13.664596273291925,0,0.0,13,2.691511387163561,17,3.5196687370600417
01211,1,Mitte,211,W,2,75,915,359,4,355,90,25.352112676056336,34,9.577464788732394,88,24.788732394366196,82,23.098591549295776,40,11.267605633802818,3,0.8450704225352111,1,0.28169014084507044,17,4.788732394366197
01212,1,Mitte,212,W,2,75,946,412,8,404,94,23.26732673267327,44,10.891089108910892,120,29.7029702970297,52,12.871287128712872,65,16.08910891089109,4,0.9900990099009901,7,1.7326732673267329,18,4.455445544554455
01213,1,Mitte,213,W,2,75,687,262,0,262,69,26.33587786259542,32,12.213740458015266,58,22.137404580152673,49,18.702290076335878,33,12.595419847328243,1,0.38167938931297707,8,3.0534351145038165,12,4.580152671755725
01214,1,Mitte,214,W,2,75,608,221,1,220,52,23.636363636363637,31,14.09090909090909,18,8.181818181818182,76,34.54545454545455,21,9.545454545454547,4,1.8181818181818181,4,1.8181818181818181,14,6.363636363636363
01215,1,Mitte,215,W,2,75,1103,504,3,501,136,27.14570858283433,56,11.177644710578843,49,9.780439121756487,166,33.13373253493014,47,9.3812375249501,16,3.1936127744510974,2,0.39920159680638717,29,5.788423153692615
01216,1,Mitte,216,W,2,75,1022,476,9,467,140,29.978586723768736,60,12.84796573875803,33,7.066381156316917,160,34.26124197002141,40,8.565310492505352,13,2.7837259100642395,3,0.6423982869379015,18,3.854389721627409
01217,1,Mitte,217,W,2,75,1126,459,2,457,125,27.35229759299781,38,8.315098468271334,29,6.3457330415754925,189,41.35667396061269,39,8.533916849015318,11,2.4070021881838075,1,0.2188183807439825,25,5.470459518599562
01218,1,Mitte,218,W,2,75,1687,717,7,710,247,34.78873239436619,89,12.535211267605634,38,5.352112676056338,225,31.690140845070424,48,6.760563380281689,22,3.0985915492957745,4,0.5633802816901409,37,5.211267605633803
01219,1,Mitte,219,W,2,75,326,140,2,138,45,32.608695652173914,13,9.420289855072465,10,7.246376811594203,40,28.985507246376812,12,8.695652173913043,5,3.6231884057971016,2,1.4492753623188406,11,7.971014492753622
01220,1,Mitte,220,W,2,75,914,359,11,348,77,22.126436781609197,31,8.908045977011495,35,10.057471264367816,125,35.91954022988506,44,12.643678160919542,8,2.2988505747126435,2,0.5747126436781609,26,7.471264367816093
01221,1,Mitte,221,W,2,75,1250,515,13,502,141,28.087649402390436,83,16.533864541832667,97,19.322709163346612,72,14.342629482071715,57,11.354581673306772,7,1.394422310756972,23,4.581673306772909,22,4.382470119521913
01222,1,Mitte,222,W,2,75,922,372,7,365,100,27.397260273972602,41,11.232876712328768,25,6.8493150684931505,140,38.35616438356164,26,7.123287671232877,5,1.36986301369863,5,1.36986301369863,23,6.301369863013699
01223,1,Mitte,223,W,2,75,1271,618,7,611,205,33.55155482815057,66,10.801963993453354,23,3.764320785597381,230,37.64320785597381,35,5.728314238952537,8,1.309328968903437,5,0.8183306055646482,39,6.382978723404255
01224,1,Mitte,224,W,2,75,847,356,8,348,101,29.022988505747126,35,10.057471264367816,34,9.770114942528735,123,35.3448275862069,31,8.908045977011495,4,1.1494252873563218,2,0.5747126436781609,18,5.172413793103448
01225,1,Mitte,225,W,2,75,1376,630,12,618,203,32.847896440129446,75,12.135922330097088,44,7.119741100323624,182,29.449838187702266,54,8.737864077669903,16,2.5889967637540456,5,0.8090614886731391,39,6.310679611650485
01226,1,Mitte,226,W,2,75,824,364,7,357,107,29.971988795518207,35,9.803921568627452,27,7.563025210084033,130,36.41456582633053,28,7.8431372549019605,9,2.5210084033613445,3,0.8403361344537815,18,5.042016806722689
01227,1,Mitte,227,W,2,75,1092,510,10,500,143,28.599999999999998,53,10.6,93,18.6,101,20.200000000000003,68,13.600000000000001,12,2.4,3,0.6,27,5.4
01228,1,Mitte,228,W,2,75,1848,800,14,786,245,31.170483460559794,125,15.903307888040713,163,20.737913486005088,115,14.631043256997456,62,7.888040712468193,9,1.1450381679389312,24,3.0534351145038165,43,5.470737913486006
012A,1,Mitte,2A,B,2,75,0,939,12,927,255,27.508090614886733,195,21.035598705501616,85,9.169363538295578,293,31.607335490830636,27,2.912621359223301,6,0.6472491909385114,30,3.2362459546925564,36,3.8834951456310676
012B,1,Mitte,2B,B,2,75,0,1251,8,1243,334,26.870474658085275,182,14.641995172968624,260,20.91713596138375,331,26.629123089300084,58,4.666130329847144,11,0.8849557522123894,23,1.850362027353178,44,3.5398230088495577
012C,1,Mitte,2C,B,2,75,0,1063,6,1057,288,27.246925260170297,158,14.947965941343424,247,23.36802270577105,245,23.178807947019866,52,4.919583727530748,7,0.6622516556291391,21,1.9867549668874174,39,3.6896877956480605
012D,1,Mitte,2D,B,2,75,0,1084,5,1079,325,30.120481927710845,131,12.140871177015756,75,6.950880444856349,438,40.593141797961074,32,2.9657089898053752,11,1.0194624652455977,10,0.9267840593141797,57,5.282669138090825
012E,1,Mitte,2E,B,2,75,0,912,9,903,245,27.131782945736433,116,12.846068660022148,115,12.73532668881506,331,36.65559246954596,31,3.433001107419712,10,1.1074197120708749,17,1.8826135105204873,38,4.208194905869324
012F,1,Mitte,2F,B,2,75,0,939,14,925,286,30.91891891891892,135,14.594594594594595,136,14.702702702702702,275,29.72972972972973,34,3.6756756756756754,5,0.5405405405405406,10,1.0810810810810811,44,4.756756756756757
01300,1,Mitte,300,W,3,75,1226,441,7,434,144,33.17972350230415,61,14.055299539170507,93,21.428571428571427,23,5.299539170506913,75,17.28110599078341,2,0.4608294930875576,7,1.6129032258064515,29,6.682027649769585
01301,1,Mitte,301,W,3,75,869,363,2,361,97,26.869806094182824,43,11.911357340720222,101,27.977839335180054,26,7.202216066481995,60,16.62049861495845,4,1.10803324099723,9,2.4930747922437675,21,5.8171745152354575
01302,1,Mitte,302,W,3,75,1110,417,6,411,109,26.520681265206814,70,17.0316301703163,96,23.357664233576642,29,7.0559610705596105,57,13.86861313868613,7,1.70316301703163,7,1.70316301703163,36,8.75912408759124
01303,1,Mitte,303,W,3,75,824,333,9,324,102,31.48148148148148,41,12.654320987654321,81,25.0,25,7.716049382716049,37,11.419753086419753,7,2.1604938271604937,2,0.6172839506172839,29,8.950617283950617
01304,1,Mitte,304,W,3,75,863,403,9,394,104,26.39593908629442,78,19.796954314720814,127,32.233502538071065,19,4.822335025380711,38,9.644670050761421,5,1.2690355329949239,5,1.2690355329949239,18,4.568527918781726
01305,1,Mitte,305,W,3,75,1085,535,11,524,149,28.435114503816795,95,18.12977099236641,155,29.580152671755727,39,7.442748091603053,51,9.732824427480915,6,1.1450381679389312,4,0.7633587786259541,25,4.770992366412214
01306,1,Mitte,306,W,3,75,1299,596,4,592,173,29.222972972972972,73,12.33108108108108,214,36.14864864864865,30,5.0675675675675675,63,10.641891891891891,3,0.5067567567567568,10,1.6891891891891893,26,4.391891891891892
01307,1,Mitte,307,W,3,75,1177,536,6,530,154,29.056603773584904,128,24.150943396226417,138,26.037735849056602,30,5.660377358490567,42,7.9245283018867925,7,1.3207547169811322,9,1.6981132075471699,22,4.150943396226415
01308,1,Mitte,308,W,3,75,1113,583,8,575,163,28.347826086956523,85,14.782608695652174,208,36.173913043478265,30,5.217391304347826,51,8.869565217391303,4,0.6956521739130435,11,1.9130434782608694,23,4.0
01309,1,Mitte,309,W,3,75,1229,662,12,650,163,25.076923076923073,105,16.153846153846153,228,35.07692307692308,43,6.615384615384616,64,9.846153846153847,5,0.7692307692307693,12,1.8461538461538463,30,4.615384615384616
01310,1,Mitte,310,W,3,75,925,460,9,451,128,28.38137472283814,84,18.625277161862527,141,31.263858093126384,22,4.878048780487805,50,11.086474501108649,1,0.22172949002217296,4,0.8869179600886918,21,4.656319290465632
01311,1,Mitte,311,W,3,75,1068,501,9,492,139,28.252032520325205,99,20.121951219512198,174,35.36585365853659,22,4.471544715447155,31,6.300813008130081,3,0.6097560975609756,11,2.2357723577235773,13,2.642276422764228
01312,1,Mitte,312,W,3,75,774,327,5,322,89,27.639751552795033,40,12.422360248447205,103,31.987577639751553,24,7.453416149068323,39,12.111801242236025,3,0.9316770186335404,5,1.5527950310559007,19,5.900621118012422
01313,1,Mitte,313,W,3,75,858,385,4,381,121,31.758530183727036,80,20.99737532808399,108,28.346456692913385,17,4.4619422572178475,30,7.874015748031496,5,1.3123359580052494,9,2.3622047244094486,11,2.8871391076115485
01314,1,Mitte,314,W,3,75,1142,480,11,469,151,32.19616204690831,117,24.946695095948826,94,20.042643923240938,20,4.264392324093817,55,11.727078891257996,4,0.8528784648187633,10,2.1321961620469083,18,3.8379530916844353
01315,1,Mitte,315,W,3,75,844,360,8,352,97,27.556818181818183,74,21.022727272727273,94,26.704545454545453,20,5.681818181818182,45,12.784090909090908,1,0.2840909090909091,6,1.7045454545454544,15,4.261363636363636
01316,1,Mitte,316,W,3,75,1159,547,15,532,167,31.390977443609025,147,27.631578947368425,72,13.533834586466165,38,7.142857142857142,48,9.022556390977442,6,1.1278195488721803,8,1.5037593984962405,46,8.646616541353383
01317,1,Mitte,317,W,3,75,769,335,4,331,92,27.794561933534744,47,14.19939577039275,105,31.722054380664655,16,4.833836858006042,44,13.293051359516618,3,0.906344410876133,8,2.416918429003021,16,4.833836858006042
01318,1,Mitte,318,W,3,75,1146,504,11,493,165,33.46855983772819,132,26.774847870182555,93,18.864097363083165,37,7.505070993914807,36,7.302231237322515,5,1.0141987829614605,8,1.6227180527383367,17,3.4482758620689653
01319,1,Mitte,319,W,3,75,1063,475,10,465,105,22.58064516129032,118,25.376344086021508,144,30.967741935483872,36,7.741935483870968,31,6.666666666666667,2,0.43010752688172044,11,2.3655913978494625,18,3.870967741935484
01320,1,Mitte,320,W,3,75,618,326,3,323,77,23.8390092879257,87,26.93498452012384,116,35.91331269349845,8,2.476780185758514,24,7.430340557275541,1,0.30959752321981426,6,1.8575851393188854,4,1.238390092879257
01321,1,Mitte,321,W,3,75,1075,466,7,459,145,31.590413943355124,127,27.66884531590414,109,23.74727668845316,19,4.139433551198257,28,6.1002178649237475,3,0.6535947712418301,13,2.832244008714597,15,3.2679738562091507
01322,1,Mitte,322,W,3,75,1241,410,10,400,125,31.25,119,29.75,78,19.5,14,3.5000000000000004,31,7.75,5,1.25,11,2.75,17,4.25
01323,1,Mitte,323,W,3,75,1192,520,9,511,144,28.180039138943247,162,31.702544031311152,69,13.50293542074364,34,6.653620352250488,60,11.741682974559687,5,0.9784735812133072,15,2.935420743639922,22,4.305283757338552
01324,1,Mitte,324,W,3,75,1408,497,3,494,152,30.76923076923077,114,23.076923076923077,105,21.25506072874494,27,5.465587044534413,49,9.919028340080972,5,1.0121457489878543,16,3.2388663967611335,26,5.263157894736842
01325,1,Mitte,325,W,3,75,1088,377,8,369,100,27.100271002710024,83,22.493224932249323,85,23.035230352303522,26,7.046070460704606,43,11.653116531165312,2,0.5420054200542005,8,2.168021680216802,22,5.9620596205962055
01326,1,Mitte,326,W,3,75,1096,468,7,461,133,28.850325379609544,76,16.48590021691974,126,27.331887201735356,37,8.026030368763557,49,10.629067245119305,2,0.43383947939262474,9,1.9522776572668112,29,6.29067245119306
01327,1,Mitte,327,W,3,75,1191,460,6,454,124,27.312775330396477,43,9.47136563876652,133,29.295154185022028,37,8.149779735682818,78,17.180616740088105,1,0.22026431718061676,6,1.3215859030837005,32,7.048458149779736
013A,1,Mitte,3A,B,3,75,0,767,15,752,228,30.319148936170215,143,19.01595744680851,250,33.244680851063826,35,4.654255319148936,48,6.382978723404255,4,0.5319148936170213,6,0.7978723404255319,38,5.053191489361701
013B,1,Mitte,3B,B,3,75,0,1187,11,1176,317,26.95578231292517,265,22.534013605442176,384,32.6530612244898,69,5.86734693877551,66,5.612244897959184,8,0.6802721088435374,22,1.870748299319728,45,3.826530612244898
013C,1,Mitte,3C,B,3,75,0,864,9,855,219,25.6140350877193,201,23.50877192982456,266,31.11111111111111,52,6.081871345029239,48,5.614035087719298,8,0.9356725146198831,24,2.807017543859649,37,4.3274853801169595
013D,1,Mitte,3D,B,3,75,0,960,10,950,234,24.63157894736842,300,31.57894736842105,234,24.63157894736842,53,5.578947368421053,45,4.736842105263158,7,0.7368421052631579,24,2.526315789473684,53,5.578947368421053
013E,1,Mitte,3E,B,3,75,0,970,13,957,258,26.959247648902824,255,26.64576802507837,254,26.541274817136884,52,5.433646812957157,58,6.0606060606060606,6,0.6269592476489028,23,2.4033437826541273,51,5.329153605015674
013F,1,Mitte,3F,B,3,75,0,576,7,569,157,27.592267135325134,145,25.48330404217926,148,26.01054481546573,29,5.0966608084358525,36,6.32688927943761,2,0.35149384885764495,17,2.987697715289982,35,6.151142355008787
01400,1,Mitte,400,W,4,75,1268,439,8,431,122,28.306264501160094,60,13.921113689095128,90,20.88167053364269,28,6.496519721577726,71,16.473317865429234,17,3.944315545243619,1,0.23201856148491878,42,9.744779582366588
01401,1,Mitte,401,W,4,75,856,330,10,320,87,27.187499999999996,38,11.875,78,24.375,17,5.3125,55,17.1875,5,1.5625,6,1.875,34,10.625
01402,1,Mitte,402,W,4,75,1206,451,12,439,133,30.296127562642365,43,9.79498861047836,87,19.81776765375854,45,10.250569476082005,71,16.173120728929387,10,2.277904328018223,7,1.5945330296127564,43,9.79498861047836
01403,1,Mitte,403,W,4,75,930,430,3,427,114,26.697892271662766,59,13.817330210772832,104,24.355971896955502,36,8.430913348946136,78,18.26697892271663,9,2.107728337236534,4,0.936768149882904,23,5.386416861826698
01404,1,Mitte,404,W,4,75,746,279,3,276,74,26.811594202898554,54,19.565217391304348,55,19.92753623188406,23,8.333333333333332,47,17.02898550724638,5,1.8115942028985508,1,0.36231884057971014,17,6.159420289855073
01405,1,Mitte,405,W,4,75,745,284,6,278,88,31.654676258992804,47,16.906474820143885,65,23.381294964028775,21,7.553956834532374,31,11.151079136690647,7,2.5179856115107913,3,1.079136690647482,16,5.755395683453238
01406,1,Mitte,406,W,4,75,852,381,6,375,109,29.06666666666667,54,14.399999999999999,92,24.53333333333333,27,7.199999999999999,63,16.8,2,0.5333333333333333,4,1.0666666666666667,24,6.4
01407,1,Mitte,407,W,4,75,1162,533,12,521,140,26.87140115163148,98,18.809980806142036,123,23.608445297504797,34,6.525911708253358,80,15.355086372360843,6,1.1516314779270633,11,2.111324376199616,29,5.566218809980806
01408,1,Mitte,408,W,4,75,982,469,9,460,125,27.173913043478258,58,12.608695652173912,142,30.869565217391305,33,7.173913043478261,64,13.91304347826087,5,1.0869565217391304,10,2.1739130434782608,23,5.0
01409,1,Mitte,409,W,4,75,979,455,15,440,107,24.31818181818182,55,12.5,118,26.81818181818182,48,10.909090909090908,67,15.227272727272728,5,1.1363636363636365,7,1.5909090909090908,33,7.5
01410,1,Mitte,410,W,4,75,1206,545,9,536,125,23.32089552238806,87,16.23134328358209,151,28.171641791044777,46,8.582089552238806,79,14.738805970149254,6,1.1194029850746268,7,1.3059701492537312,35,6.529850746268656
01411,1,Mitte,411,W,4,75,992,424,7,417,116,27.81774580335731,60,14.388489208633093,111,26.618705035971225,23,5.515587529976019,65,15.587529976019185,3,0.7194244604316548,10,2.3980815347721824,29,6.954436450839328
01412,1,Mitte,412,W,4,75,909,407,9,398,118,29.64824120603015,70,17.587939698492463,101,25.376884422110553,25,6.281407035175879,50,12.562814070351758,6,1.507537688442211,5,1.256281407035176,23,5.778894472361809
01413,1,Mitte,413,W,4,75,799,347,2,345,86,24.92753623188406,49,14.202898550724639,92,26.666666666666668,26,7.536231884057972,43,12.46376811594203,6,1.7391304347826086,2,0.5797101449275363,41,11.884057971014492
01414,1,Mitte,414,W,4,75,833,339,3,336,83,24.702380952380953,33,9.821428571428571,94,27.976190476190478,33,9.821428571428571,51,15.178571428571427,6,1.7857142857142856,5,1.488095238095238,31,9.226190476190476
01415,1,Mitte,415,W,4,75,751,320,6,314,91,28.980891719745223,53,16.878980891719745,86,27.388535031847134,13,4.140127388535031,51,16.24203821656051,4,1.2738853503184715,1,0.3184713375796179,15,4.777070063694268
01416,1,Mitte,416,W,4,75,1015,422,7,415,107,25.783132530120483,92,22.16867469879518,86,20.722891566265062,20,4.819277108433735,68,16.3855421686747,4,0.9638554216867471,11,2.6506024096385543,27,6.506024096385541
01417,1,Mitte,417,W,4,75,1035,409,6,403,124,30.76923076923077,48,11.910669975186105,113,28.03970223325062,20,4.962779156327544,55,13.647642679900745,4,0.9925558312655087,7,1.7369727047146404,32,7.94044665012407
01418,1,Mitte,418,W,4,75,1138,382,7,375,105,28.000000000000004,72,19.2,96,25.6,21,5.6000000000000005,48,12.8,5,1.3333333333333335,3,0.8,25,6.666666666666667
01419,1,Mitte,419,W,4,75,1272,518,5,513,154,30.01949317738791,63,12.280701754385964,133,25.925925925925924,41,7.992202729044834,78,15.204678362573098,8,1.5594541910331383,4,0.7797270955165692,32,6.237816764132553
01420,1,Mitte,420,W,4,75,974,423,9,414,120,28.985507246376812,61,14.734299516908212,116,28.019323671497588,17,4.1062801932367154,57,13.768115942028986,6,1.4492753623188406,10,2.4154589371980677,27,6.521739130434782
01421,1,Mitte,421,W,4,75,802,368,14,354,100,28.24858757062147,80,22.598870056497177,67,18.926553672316384,25,7.062146892655368,41,11.581920903954803,7,1.977401129943503,3,0.847457627118644,31,8.757062146892656
01422,1,Mitte,422,W,4,75,904,349,7,342,60,17.543859649122805,56,16.374269005847953,83,24.269005847953213,18,5.263157894736842,61,17.83625730994152,2,0.5847953216374269,4,1.1695906432748537,58,16.95906432748538
01423,1,Mitte,423,W,4,75,838,330,2,328,118,35.97560975609756,55,16.76829268292683,58,17.682926829268293,25,7.621951219512195,45,13.719512195121952,5,1.524390243902439,3,0.9146341463414633,19,5.7926829268292686
01424,1,Mitte,424,W,4,75,1193,471,11,460,129,28.043478260869563,69,15.0,111,24.130434782608695,39,8.478260869565217,57,12.391304347826088,8,1.7391304347826086,8,1.7391304347826086,39,8.478260869565217
01425,1,Mitte,425,W,4,75,1200,520,14,506,126,24.90118577075099,66,13.043478260869565,135,26.679841897233203,41,8.102766798418973,92,18.181818181818183,5,0.9881422924901186,7,1.383399209486166,34,6.719367588932807
01426,1,Mitte,426,W,4,75,1288,466,14,452,122,26.991150442477874,61,13.495575221238937,110,24.336283185840706,31,6.8584070796460175,75,16.5929203539823,6,1.3274336283185841,8,1.7699115044247788,39,8.628318584070795
01427,1,Mitte,427,W,4,75,862,348,10,338,116,34.319526627218934,62,18.34319526627219,67,19.82248520710059,18,5.325443786982249,38,11.242603550295858,8,2.366863905325444,5,1.4792899408284024,24,7.100591715976331
