id,district_id,electoral_district_id,eligible_voters,voters,invalid_votes,valid_votes,vote_yes,vote_no,voter_turnout,invalid_votes_percentage,valid_votes_percentage,vote_yes_percentage,vote_no_percentage
011A ,01,1A ,0,521,1,520,293,227,inf,0.0019193857965451055,0.9980806142034548,0.5623800383877159,0.43570057581573896
011B ,01,1B ,0,541,1,540,333,207,inf,0.0018484288354898336,0.9981515711645101,0.6155268022181146,0.3826247689463956
011C ,01,1C ,0,539,2,537,310,227,inf,0.0037105751391465678,0.9962894248608535,0.575139146567718,0.42115027829313545
011D ,01,1D ,0,544,2,542,306,236,inf,0.003676470588235294,0.9963235294117647,0.5625,0.4338235294117647
011E ,01,1E ,0,544,2,542,353,189,inf,0.003676470588235294,0.9963235294117647,0.6488970588235294,0.3474264705882353
011F ,01,1F ,0,1097,1,1096,676,420,inf,0.0009115770282588879,0.9990884229717412,0.6162260711030082,0.3828623518687329
011G ,01,1G ,0,1053,0,1053,632,421,inf,0.0,1.0,0.6001899335232669,0.3998100664767331
011H ,01,1H ,0,1091,1,1090,664,426,inf,0.0009165902841429881,0.999083409715857,0.608615948670944,0.3904674610449129
011J ,01,1J ,0,1101,1,1100,669,431,inf,0.0009082652134423251,0.9990917347865577,0.6076294277929155,0.39146230699364215
011K ,01,1K ,0,1095,1,1094,711,383,inf,0.0009132420091324201,0.9990867579908675,0.6493150684931507,0.3497716894977169
011L ,01,1L ,0,1082,4,1078,663,415,inf,0.0036968576709796672,0.9963031423290203,0.6127541589648798,0.3835489833641405
011M ,01,1M ,0,1067,1,1066,657,409,inf,0.0009372071227741331,0.9990627928772259,0.6157450796626054,0.38331771321462044
011N ,01,1N ,0,1093,1,1092,677,415,inf,0.0009149130832570906,0.9990850869167429,0.6193961573650503,0.3796889295516926
011O ,01,1O ,0,1080,2,1078,674,404,inf,0.001851851851851852,0.9981481481481481,0.6240740740740741,0.37407407407407406
011P ,01,1P ,0,1072,1,1071,677,394,inf,0.0009328358208955224,0.9990671641791045,0.6315298507462687,0.3675373134328358
011Q ,01,1Q ,0,543,1,542,353,189,inf,0.001841620626151013,0.998158379373849,0.6500920810313076,0.34806629834254144
011R ,01,1R ,0,544,1,543,306,237,inf,0.001838235294117647,0.9981617647058824,0.5625,0.43566176470588236
011S ,01,1S ,0,539,1,538,310,228,inf,0.0018552875695732839,0.9981447124304267,0.575139146567718,0.4230055658627087
011T ,01,1T ,0,541,0,541,333,208,inf,0.0,1.0,0.6155268022181146,0.3844731977818854
011U ,01,1U ,0,521,0,521,293,228,inf,0.0,1.0,0.5623800383877159,0.43761996161228406
01100,01,100,3071,594,2,592,291,301,0.19342233800065126,0.003367003367003367,0.9966329966329966,0.4898989898989899,0.5067340067340067
