id,district_id,electoral_district_id,eligible_voters,voters,invalid_votes,valid_votes,vote_yes,vote_no,voter_turnout,invalid_votes_percentage,valid_votes_percentage,vote_yes_percentage,vote_no_percentage
011A,01,1A,0,521,1,520,293,227,inf,0.19193857965451055,99.80806142034548,56.23800383877159,43.5700575815739
011B,01,1B,0,541,1,540,333,207,inf,0.18484288354898337,99.81515711645102,61.552680221811464,38.262476894639555
011C,01,1C,0,539,2,537,310,227,inf,0.3710575139146568,99.62894248608535,57.5139146567718,42.11502782931355
011D,01,1D,0,544,2,542,306,236,inf,0.3676470588235294,99.63235294117648,56.25,43.38235294117647
011E,01,1E,0,544,2,542,353,189,inf,0.3676470588235294,99.63235294117648,64.88970588235294,34.74264705882353
011F,01,1F,0,1097,1,1096,676,420,inf,0.09115770282588878,99.90884229717412,61.62260711030082,38.28623518687329
011G,01,1G,0,1053,0,1053,632,421,inf,0.0,100.0,60.01899335232669,39.98100664767331
011H,01,1H,0,1091,1,1090,664,426,inf,0.09165902841429881,99.9083409715857,60.861594867094404,39.04674610449129
011J,01,1J,0,1101,1,1100,669,431,inf,0.09082652134423251,99.90917347865576,60.76294277929155,39.14623069936422
011K,01,1K,0,1095,1,1094,711,383,inf,0.091324200913242,99.90867579908675,64.93150684931507,34.977168949771695
011L,01,1L,0,1082,4,1078,663,415,inf,0.36968576709796674,99.63031423290202,61.275415896487985,38.35489833641405
011M,01,1M,0,1067,1,1066,657,409,inf,0.09372071227741331,99.90627928772258,61.57450796626054,38.33177132146204
011N,01,1N,0,1093,1,1092,677,415,inf,0.09149130832570906,99.90850869167429,61.939615736505026,37.96889295516926
011O,01,1O,0,1080,2,1078,674,404,inf,0.1851851851851852,99.81481481481481,62.40740740740741,37.407407407407405
011P,01,1P,0,1072,1,1071,677,394,inf,0.09328358208955223,99.90671641791045,63.15298507462687,36.75373134328358
011Q,01,1Q,0,543,1,542,353,189,inf,0.1841620626151013,99.8158379373849,65.00920810313076,34.806629834254146
011R,01,1R,0,544,1,543,306,237,inf,0.1838235294117647,99.81617647058823,56.25,43.56617647058824
011S,01,1S,0,539,1,538,310,228,inf,0.1855287569573284,99.81447124304268,57.5139146567718,42.30055658627087
011T,01,1T,0,541,0,541,333,208,inf,0.0,100.0,61.552680221811464,38.447319778188536
011U,01,1U,0,521,0,521,293,228,inf,0.0,100.0,56.23800383877159,43.7619961612284
01100,01,100,3071,594,2,592,291,301,19.342233800065127,0.33670033670033667,99.66329966329967,48.98989898989899,50.67340067340067
01101,01,101,2429,533,3,530,281,249,21.943186496500616,0.5628517823639775,99.43714821763602,52.72045028142589,46.71669793621013
01105,01,105,3960,882,2,880,410,470,22.272727272727273,0.22675736961451248,99.77324263038548,46.48526077097506,53.28798185941043
01107,01,107,3531,744,1,743,274,469,21.07051826677995,0.13440860215053765,99.86559139784946,36.82795698924731,63.03763440860215
01111,01,111,2213,540,2,538,183,355,24.401265250790782,0.3703703703703704,99.62962962962963,33.88888888888889,65.74074074074075
01112,01,112,2396,558,1,557,198,359,23.28881469115192,0.17921146953405018,99.82078853046595,35.483870967741936,64.33691756272401
01115,01,115,3153,632,2,630,244,386,20.04440215667618,0.31645569620253167,99.68354430379746,38.607594936708864,61.07594936708861
01118,01,118,2499,532,0,532,247,285,21.288515406162464,0.0,100.0,46.42857142857143,53.57142857142857
01120,01,120,3512,817,4,813,615,198,23.263097949886106,0.4895960832313341,99.51040391676867,75.27539779681763,24.23500611995104
01121,01,121,2958,589,3,586,283,303,19.91210277214334,0.5093378607809848,99.49066213921901,48.04753820033956,51.44312393887945
01129,01,129,3031,566,2,564,398,166,18.673705047838997,0.35335689045936397,99.64664310954063,70.31802120141343,29.328621908127207
01200,01,200,2117,537,1,536,261,275,25.36608408124705,0.186219739292365,99.81378026070763,48.60335195530726,51.21042830540037
01202,01,202,3393,737,0,737,313,424,21.721190686707928,0.0,100.0,42.469470827679785,57.53052917232022
01205,01,205,2979,637,2,635,236,399,21.38301443437395,0.3139717425431711,99.68602825745683,37.04866562009419,62.637362637362635
01207,01,207,3147,556,1,555,231,324,17.667619955513185,0.1798561151079137,99.82014388489209,41.54676258992806,58.27338129496403
01209,01,209,3996,723,7,716,292,424,18.093093093093092,0.9681881051175657,99.03181189488244,40.387275242047025,58.64453665283541
01212,01,212,3477,676,1,675,186,489,19.44204774230659,0.14792899408284024,99.85207100591717,27.514792899408285,72.33727810650888
01214,01,214,3099,609,1,608,189,419,19.651500484027107,0.16420361247947454,99.83579638752053,31.03448275862069,68.80131362889983
01217,01,217,2240,471,2,469,176,293,21.026785714285715,0.42462845010615713,99.57537154989384,37.367303609341825,62.20806794055201
01219,01,219,3303,859,2,857,301,556,26.00666061156524,0.23282887077997672,99.76717112922002,35.0407450523865,64.72642607683353
01221,01,221,3930,876,3,873,246,627,22.290076335877863,0.3424657534246575,99.65753424657534,28.08219178082192,71.57534246575342
01300,01,300,3173,904,1,903,604,299,28.49038764576111,0.11061946902654868,99.88938053097345,66.8141592920354,33.07522123893805
