id,district_id,electoral_district_id,eligible_voters,eligible_voters_a1,eligible_voters_a2,eligible_voters_a3,voters,voters_b1,valid_votes,invalid_votes,party_spd,party_grüne,party_cdu,party_die_linke,party_afd,party_fdp,party_tierschutzpartei,party_die_partei,party_team_todenhöfer,party_freie_wähler,party_volt,party_mlpd,party_büso,party_sgp,party_bündnis_deutschland,party_bsw,party_mera25,party_pdf,voter_turnout,invalid_votes_percentage,valid_votes_percentage,party_spd_percentage,party_grüne_percentage,party_cdu_percentage,party_die_linke_percentage,party_afd_percentage,party_fdp_percentage,party_tierschutzpartei_percentage,party_die_partei_percentage,party_team_todenhöfer_percentage,party_freie_wähler_percentage,party_volt_percentage,party_mlpd_percentage,party_büso_percentage,party_sgp_percentage,party_bündnis_deutschland_percentage,party_bsw_percentage,party_mera25_percentage,party_pdf_percentage
01120,01,120,1051,631,420,0,541,16,541,0,63,150,69,132,65,24,0,5,0,0,9,0,0,2,0,22,0,0,51.47478591817317,0.0,100.0,11.645101663585953,27.726432532347506,12.754158964879853,24.399260628465804,12.014787430683919,4.436229205175601,0.0,0.9242144177449169,0.0,0.0,1.6635859519408502,0.0,0.0,0.36968576709796674,0.0,4.066543438077634,0.0,0.0
01121,01,121,1161,716,445,0,586,13,584,2,80,131,91,148,43,28,8,7,0,2,8,0,0,0,1,35,1,1,50.47372954349698,0.3412969283276451,99.65870307167235,13.698630136986301,22.43150684931507,15.582191780821919,25.34246575342466,7.363013698630137,4.794520547945205,1.36986301369863,1.1986301369863013,0.0,0.3424657534246575,1.36986301369863,0.0,0.0,0.0,0.17123287671232876,5.993150684931506,0.17123287671232876,0.17123287671232876
01122,01,122,1162,712,450,0,598,18,596,2,82,173,81,159,32,25,3,4,1,0,6,0,0,0,1,28,1,0,51.46299483648882,0.33444816053511706,99.66555183946488,13.758389261744966,29.026845637583893,13.590604026845638,26.677852348993287,5.369127516778524,4.194630872483222,0.5033557046979865,0.6711409395973155,0.16778523489932887,0.0,1.006711409395973,0.0,0.0,0.0,0.16778523489932887,4.697986577181208,0.16778523489932887,0.0
01123,01,123,1227,711,516,0,586,17,585,1,71,176,69,139,42,35,1,5,0,0,12,0,0,0,0,32,3,0,47.75876120619397,0.17064846416382254,99.82935153583618,12.136752136752136,30.085470085470085,11.794871794871794,23.760683760683758,7.179487179487179,5.982905982905983,0.17094017094017094,0.8547008547008548,0.0,0.0,2.051282051282051,0.0,0.0,0.0,0.0,5.47008547008547,0.5128205128205128,0.0
01124,01,124,779,449,330,0,385,9,384,1,41,118,59,102,15,25,1,0,0,0,7,0,0,0,0,13,3,0,49.42233632862644,0.2597402597402597,99.74025974025975,10.677083333333332,30.729166666666668,15.364583333333334,26.5625,3.90625,6.510416666666667,0.26041666666666663,0.0,0.0,0.0,1.8229166666666667,0.0,0.0,0.0,0.0,3.3854166666666665,0.78125,0.0
01125,01,125,873,509,364,0,422,18,421,1,52,129,76,95,23,23,0,3,0,0,3,0,0,0,0,16,1,0,48.33906071019473,0.23696682464454977,99.76303317535546,12.351543942992874,30.641330166270787,18.052256532066508,22.565320665083135,5.463182897862233,5.463182897862233,0.0,0.7125890736342043,0.0,0.0,0.7125890736342043,0.0,0.0,0.0,0.0,3.800475059382423,0.23752969121140144,0.0
01126,01,126,1192,673,519,0,553,16,551,2,57,145,82,113,62,36,2,2,1,1,10,0,0,1,1,38,0,0,46.39261744966443,0.3616636528028933,99.63833634719711,10.344827586206897,26.31578947368421,14.882032667876588,20.508166969147005,11.252268602540836,6.533575317604355,0.3629764065335753,0.3629764065335753,0.18148820326678766,0.18148820326678766,1.8148820326678767,0.0,0.0,0.18148820326678766,0.18148820326678766,6.896551724137931,0.0,0.0
01127,01,127,1211,724,487,0,607,18,606,1,76,164,85,161,52,24,3,3,0,1,7,0,0,0,0,30,0,0,50.12386457473163,0.16474464579901155,99.835255354201,12.541254125412541,27.062706270627064,14.026402640264028,26.567656765676567,8.58085808580858,3.9603960396039604,0.49504950495049505,0.49504950495049505,0.0,0.16501650165016502,1.155115511551155,0.0,0.0,0.0,0.0,4.9504950495049505,0.0,0.0
01128,01,128,1226,778,448,0,654,25,650,4,76,139,94,134,90,37,13,4,0,4,7,0,0,0,0,49,2,1,53.344208809135395,0.6116207951070336,99.38837920489296,11.692307692307692,21.384615384615387,14.461538461538462,20.615384615384617,13.846153846153847,5.6923076923076925,2.0,0.6153846153846154,0.0,0.6153846153846154,1.0769230769230769,0.0,0.0,0.0,0.0,7.538461538461538,0.3076923076923077,0.15384615384615385
01129,01,129,1086,593,493,0,449,11,448,1,61,92,93,80,37,46,1,2,0,0,9,0,0,0,0,25,2,0,41.34438305709024,0.22271714922048996,99.77728285077951,13.616071428571427,20.535714285714285,20.758928571428573,17.857142857142858,8.258928571428571,10.267857142857142,0.2232142857142857,0.4464285714285714,0.0,0.0,2.0089285714285716,0.0,0.0,0.0,0.0,5.580357142857143,0.4464285714285714,0.0
011A,01,1A,0,0,0,0,548,548,548,0,71,132,99,120,35,33,7,8,4,1,11,0,0,0,0,25,1,1,inf,0.0,100.0,12.956204379562045,24.087591240875913,18.065693430656935,21.897810218978105,6.386861313868613,6.021897810218978,1.2773722627737227,1.4598540145985401,0.7299270072992701,0.18248175182481752,2.0072992700729926,0.0,0.0,0.0,0.0,4.562043795620438,0.18248175182481752,0.18248175182481752
011B,01,1B,0,0,0,0,876,876,876,0,117,256,217,101,36,85,4,3,3,0,29,0,0,0,1,22,0,2,inf,0.0,100.0,13.356164383561644,29.22374429223744,24.771689497716896,11.529680365296803,4.10958904109589,9.703196347031962,0.45662100456621,0.3424657534246575,0.3424657534246575,0.0,3.3105022831050226,0.0,0.0,0.0,0.1141552511415525,2.5114155251141552,0.0,0.228310502283105
011C,01,1C,0,0,0,0,759,759,757,2,122,197,162,115,34,68,3,2,0,0,8,0,0,0,1,44,1,0,inf,0.2635046113306983,99.7364953886693,16.116248348745046,26.023778071334213,21.400264200792602,15.191545574636725,4.491413474240423,8.982826948480845,0.3963011889035667,0.26420079260237783,0.0,0.0,1.0568031704095113,0.0,0.0,0.0,0.13210039630118892,5.812417437252312,0.13210039630118892,0.0
011D,01,1D,0,0,0,0,771,771,770,1,76,246,171,120,28,69,3,2,2,0,21,0,0,0,0,30,0,2,inf,0.12970168612191957,99.87029831387808,9.87012987012987,31.948051948051948,22.207792207792206,15.584415584415584,3.6363636363636362,8.96103896103896,0.38961038961038963,0.2597402597402597,0.2597402597402597,0.0,2.727272727272727,0.0,0.0,0.0,0.0,3.896103896103896,0.0,0.2597402597402597
011E,01,1E,0,0,0,0,824,824,824,0,117,266,174,143,18,54,5,4,1,2,15,0,0,0,1,24,0,0,inf,0.0,100.0,14.199029126213592,32.28155339805826,21.11650485436893,17.354368932038835,2.1844660194174756,6.553398058252427,0.6067961165048543,0.48543689320388345,0.12135922330097086,0.24271844660194172,1.820388349514563,0.0,0.0,0.0,0.12135922330097086,2.912621359223301,0.0,0.0
011F,01,1F,0,0,0,0,959,959,958,1,123,241,250,147,61,74,8,5,0,0,19,0,0,0,1,27,0,2,inf,0.10427528675703858,99.89572471324296,12.839248434237996,25.156576200417536,26.096033402922757,15.34446764091858,6.367432150313153,7.724425887265135,0.8350730688935281,0.5219206680584552,0.0,0.0,1.9832985386221296,0.0,0.0,0.0,0.10438413361169101,2.8183716075156577,0.0,0.20876826722338201
011G,01,1G,0,0,0,0,890,890,889,1,110,278,173,161,36,65,5,2,0,0,13,0,0,1,3,35,5,2,inf,0.11235955056179776,99.8876404494382,12.373453318335208,31.2710911136108,19.460067491563553,18.11023622047244,4.049493813273341,7.311586051743532,0.562429696287964,0.22497187851518563,0.0,0.0,1.4623172103487065,0.0,0.0,0.11248593925759282,0.3374578177727784,3.937007874015748,0.562429696287964,0.22497187851518563
011H,01,1H,0,0,0,0,532,532,531,1,100,108,120,95,34,31,9,2,1,0,8,0,0,0,2,20,1,0,inf,0.18796992481203006,99.81203007518798,18.832391713747647,20.33898305084746,22.598870056497177,17.890772128060263,6.4030131826742,5.83804143126177,1.694915254237288,0.3766478342749529,0.18832391713747645,0.0,1.5065913370998116,0.0,0.0,0.0,0.3766478342749529,3.766478342749529,0.18832391713747645,0.0
011I,01,1I,0,0,0,0,713,713,713,0,96,267,104,124,26,42,3,3,1,0,14,0,0,0,1,29,3,0,inf,0.0,100.0,13.464235624123422,37.447405329593266,14.586255259467041,17.391304347826086,3.6465638148667603,5.890603085553997,0.42075736325385693,0.42075736325385693,0.1402524544179523,0.0,1.9635343618513323,0.0,0.0,0.0,0.1402524544179523,4.067321178120617,0.42075736325385693,0.0
011J,01,1J,0,0,0,0,799,799,799,0,124,211,154,174,35,49,1,4,1,1,9,0,0,0,1,30,2,3,inf,0.0,100.0,15.519399249061328,26.408010012515643,19.27409261576971,21.777221526908637,4.380475594493117,6.132665832290362,0.1251564455569462,0.5006257822277848,0.1251564455569462,0.1251564455569462,1.1264080100125156,0.0,0.0,0.0,0.1251564455569462,3.754693366708386,0.2503128911138924,0.37546933667083854
011K,01,1K,0,0,0,0,841,841,840,1,105,252,167,150,42,59,3,7,1,1,13,0,0,0,1,37,1,1,inf,0.11890606420927466,99.88109393579072,12.5,30.0,19.88095238095238,17.857142857142858,5.0,7.023809523809524,0.35714285714285715,0.8333333333333334,0.11904761904761905,0.11904761904761905,1.5476190476190477,0.0,0.0,0.0,0.11904761904761905,4.404761904761905,0.11904761904761905,0.11904761904761905
011L,01,1L,0,0,0,0,873,873,873,0,118,283,156,184,39,41,4,1,1,1,12,0,0,0,0,32,1,0,inf,0.0,100.0,13.516609392898053,32.416953035509735,17.869415807560138,21.076746849942726,4.4673539518900345,4.696449026345934,0.45819014891179843,0.11454753722794961,0.11454753722794961,0.11454753722794961,1.3745704467353952,0.0,0.0,0.0,0.0,3.6655211912943875,0.11454753722794961,0.0
011M,01,1M,0,0,0,0,904,904,904,0,109,339,124,189,26,48,2,5,0,0,21,0,0,0,1,39,0,1,inf,0.0,100.0,12.057522123893804,37.5,13.716814159292035,20.9070796460177,2.8761061946902653,5.3097345132743365,0.22123893805309736,0.5530973451327433,0.0,0.0,2.3230088495575223,0.0,0.0,0.0,0.11061946902654868,4.314159292035398,0.0,0.11061946902654868
011N,01,1N,0,0,0,0,723,723,722,1,85,262,113,134,34,45,5,3,0,1,13,0,0,0,0,25,2,0,inf,0.13831258644536654,99.86168741355463,11.772853185595569,36.288088642659275,15.650969529085874,18.559556786703602,4.7091412742382275,6.232686980609419,0.6925207756232686,0.41551246537396125,0.0,0.13850415512465375,1.8005540166204987,0.0,0.0,0.0,0.0,3.4626038781163437,0.2770083102493075,0.0
011P,01,1P,0,0,0,0,610,610,610,0,60,233,124,100,22,35,2,3,0,1,9,0,0,0,0,14,3,4,inf,0.0,100.0,9.836065573770492,38.196721311475414,20.327868852459016,16.39344262295082,3.606557377049181,5.737704918032787,0.32786885245901637,0.49180327868852464,0.0,0.16393442622950818,1.4754098360655739,0.0,0.0,0.0,0.0,2.2950819672131146,0.49180327868852464,0.6557377049180327
01200,01,200,830,582,248,0,446,14,444,2,61,43,75,93,83,45,2,3,1,1,2,0,0,0,1,34,0,0,53.73493975903615,0.4484304932735426,99.55156950672645,13.73873873873874,9.684684684684685,16.89189189189189,20.945945945945947,18.693693693693696,10.135135135135135,0.45045045045045046,0.6756756756756757,0.22522522522522523,0.22522522522522523,0.45045045045045046,0.0,0.0,0.0,0.22522522522522523,7.657657657657657,0.0,0.0
01201,01,201,1090,649,441,0,479,14,476,3,45,61,79,93,89,50,3,1,1,0,6,0,0,0,0,46,2,0,43.944954128440365,0.6263048016701461,99.37369519832986,9.453781512605042,12.815126050420167,16.596638655462183,19.537815126050422,18.69747899159664,10.504201680672269,0.6302521008403361,0.21008403361344538,0.21008403361344538,0.0,1.2605042016806722,0.0,0.0,0.0,0.0,9.663865546218489,0.42016806722689076,0.0
01202,01,202,1144,698,446,0,495,13,492,3,74,50,89,108,75,29,2,5,2,2,3,0,0,0,0,53,0,0,43.269230769230774,0.6060606060606061,99.39393939393939,15.040650406504067,10.16260162601626,18.089430894308943,21.951219512195124,15.24390243902439,5.894308943089431,0.40650406504065045,1.0162601626016259,0.40650406504065045,0.40650406504065045,0.6097560975609756,0.0,0.0,0.0,0.0,10.772357723577237,0.0,0.0
01203,01,203,1184,695,489,0,516,16,511,5,59,59,89,108,88,53,1,4,1,1,5,0,0,1,0,40,1,1,43.58108108108108,0.9689922480620154,99.03100775193798,11.545988258317024,11.545988258317024,17.416829745596868,21.135029354207436,17.22113502935421,10.371819960861057,0.19569471624266144,0.7827788649706457,0.19569471624266144,0.19569471624266144,0.9784735812133072,0.0,0.0,0.19569471624266144,0.0,7.8277886497064575,0.19569471624266144,0.19569471624266144
01204,01,204,1193,763,430,0,542,10,539,3,83,71,62,157,81,14,5,2,1,0,5,0,0,0,1,57,0,0,45.43168482816429,0.5535055350553505,99.44649446494465,15.398886827458256,13.172541743970315,11.50278293135436,29.12801484230056,15.0278293135436,2.5974025974025974,0.927643784786642,0.3710575139146568,0.1855287569573284,0.0,0.927643784786642,0.0,0.0,0.0,0.1855287569573284,10.575139146567718,0.0,0.0
01205,01,205,1152,740,412,0,522,10,519,3,65,62,60,155,87,11,6,5,3,0,3,2,0,0,1,55,3,1,45.3125,0.5747126436781609,99.42528735632183,12.524084778420038,11.946050096339114,11.560693641618498,29.865125240847785,16.76300578034682,2.119460500963391,1.1560693641618496,0.9633911368015413,0.5780346820809248,0.0,0.5780346820809248,0.3853564547206166,0.0,0.0,0.1926782273603083,10.597302504816955,0.5780346820809248,0.1926782273603083
01206,01,206,1062,680,382,0,529,18,528,1,103,59,72,123,87,26,3,1,2,0,4,0,0,0,0,47,1,0,49.81167608286252,0.1890359168241966,99.8109640831758,19.507575757575758,11.174242424242424,13.636363636363635,23.295454545454543,16.477272727272727,4.924242424242424,0.5681818181818182,0.1893939393939394,0.3787878787878788,0.0,0.7575757575757576,0.0,0.0,0.0,0.0,8.901515151515152,0.1893939393939394,0.0
01207,01,207,949,523,426,0,455,19,454,1,64,140,59,102,25,32,1,1,0,1,5,0,0,0,0,24,0,0,47.94520547945205,0.21978021978021978,99.78021978021978,14.096916299559473,30.837004405286343,12.995594713656388,22.46696035242291,5.506607929515418,7.048458149779736,0.22026431718061676,0.22026431718061676,0.0,0.22026431718061676,1.1013215859030838,0.0,0.0,0.0,0.0,5.286343612334802,0.0,0.0
01208,01,208,1211,723,488,0,619,27,617,2,75,173,74,160,40,46,5,5,2,1,3,0,0,0,0,33,0,0,51.11478117258464,0.32310177705977383,99.67689822294022,12.155591572123177,28.038897893030796,11.9935170178282,25.93192868719611,6.482982171799027,7.455429497568882,0.8103727714748784,0.8103727714748784,0.3241491085899514,0.1620745542949757,0.48622366288492713,0.0,0.0,0.0,0.0,5.348460291734198,0.0,0.0
01209,01,209,980,589,391,0,476,17,473,3,55,131,53,106,51,31,2,8,2,0,7,0,0,1,2,21,3,0,48.57142857142857,0.6302521008403361,99.36974789915966,11.627906976744185,27.695560253699792,11.20507399577167,22.41014799154334,10.782241014799155,6.553911205073996,0.42283298097251587,1.6913319238900635,0.42283298097251587,0.0,1.4799154334038054,0.0,0.0,0.21141649048625794,0.42283298097251587,4.439746300211417,0.6342494714587738,0.0
01210,01,210,898,525,373,0,438,17,436,2,40,110,69,110,40,22,3,6,1,0,6,0,0,0,1,27,0,1,48.775055679287306,0.45662100456621,99.54337899543378,9.174311926605505,25.229357798165136,15.825688073394495,25.229357798165136,9.174311926605505,5.045871559633028,0.6880733944954129,1.3761467889908259,0.22935779816513763,0.0,1.3761467889908259,0.0,0.0,0.0,0.22935779816513763,6.192660550458716,0.0,0.22935779816513763
01211,01,211,1039,679,360,0,538,16,536,2,74,100,63,146,67,32,6,3,1,1,3,1,1,1,1,31,3,2,51.78055822906641,0.37174721189591076,99.62825278810409,13.805970149253731,18.65671641791045,11.753731343283583,27.238805970149254,12.5,5.970149253731343,1.1194029850746268,0.5597014925373134,0.18656716417910446,0.18656716417910446,0.5597014925373134,0.18656716417910446,0.18656716417910446,0.18656716417910446,0.18656716417910446,5.7835820895522385,0.5597014925373134,0.3731343283582089
01212,01,212,1070,638,432,0,449,16,445,4,57,83,56,118,52,26,3,2,1,0,5,0,0,0,1,38,1,2,41.96261682242991,0.8908685968819599,99.10913140311804,12.808988764044942,18.651685393258425,12.584269662921349,26.516853932584272,11.685393258426966,5.842696629213483,0.6741573033707865,0.44943820224719105,0.22471910112359553,0.0,1.1235955056179776,0.0,0.0,0.0,0.22471910112359553,8.539325842696629,0.22471910112359553,0.44943820224719105
01213,01,213,1064,689,375,0,543,19,537,6,86,56,74,145,99,20,2,1,1,0,4,0,0,0,1,48,0,0,51.03383458646616,1.1049723756906076,98.89502762430939,16.01489757914339,10.42830540037244,13.780260707635009,27.001862197392924,18.435754189944134,3.7243947858473,0.37243947858473,0.186219739292365,0.186219739292365,0.0,0.74487895716946,0.0,0.0,0.0,0.186219739292365,8.938547486033519,0.0,0.0
01214,01,214,1040,629,411,0,480,22,477,3,77,61,94,97,49,32,1,2,0,0,5,2,0,0,0,55,1,1,46.15384615384615,0.625,99.375,16.142557651991616,12.78825995807128,19.70649895178197,20.335429769392032,10.272536687631026,6.708595387840671,0.20964360587002098,0.41928721174004197,0.0,0.0,1.0482180293501049,0.41928721174004197,0.0,0.0,0.0,11.530398322851152,0.20964360587002098,0.20964360587002098
01215,01,215,1193,642,551,0,500,19,500,0,71,89,116,66,67,43,4,1,0,3,6,0,0,0,0,33,0,1,41.91114836546521,0.0,100.0,14.2,17.8,23.200000000000003,13.200000000000001,13.4,8.6,0.8,0.2,0.0,0.6,1.2,0.0,0.0,0.0,0.0,6.6000000000000005,0.0,0.2
01216,01,216,1137,675,462,0,539,16,538,1,90,108,109,81,54,54,5,4,3,0,8,0,0,0,0,20,2,0,47.405452946350046,0.1855287569573284,99.81447124304268,16.728624535315987,20.074349442379184,20.260223048327138,15.055762081784389,10.037174721189592,10.037174721189592,0.929368029739777,0.7434944237918215,0.5576208178438662,0.0,1.486988847583643,0.0,0.0,0.0,0.0,3.717472118959108,0.37174721189591076,0.0
01217,01,217,1145,696,449,0,605,15,599,6,85,113,87,157,84,14,4,3,0,1,8,0,0,1,1,41,0,0,52.838427947598255,0.9917355371900827,99.00826446280992,14.190317195325541,18.864774624373958,14.524207011686144,26.21035058430718,14.023372287145241,2.337228714524207,0.667779632721202,0.5008347245409015,0.0,0.1669449081803005,1.335559265442404,0.0,0.0,0.1669449081803005,0.1669449081803005,6.844741235392321,0.0,0.0
