id,district_id,electoral_district_id,eligible_voters,eligible_voters_a1,eligible_voters_a2,eligible_voters_a3,voters,voters_b1,valid_votes,invalid_votes,party_spd,party_grüne,party_cdu,party_die_linke,party_afd,party_fdp,party_tierschutzpartei,party_die_partei,party_team_todenhöfer,party_freie_wähler,party_volt,party_mlpd,party_büso,party_sgp,party_bündnis_deutschland,party_bsw,party_mera25,party_pdf,voter_turnout,invalid_votes_percentage,valid_votes_percentage,party_spd_percentage,party_grüne_percentage,party_cdu_percentage,party_die_linke_percentage,party_afd_percentage,party_fdp_percentage,party_tierschutzpartei_percentage,party_die_partei_percentage,party_team_todenhöfer_percentage,party_freie_wähler_percentage,party_volt_percentage,party_mlpd_percentage,party_büso_percentage,party_sgp_percentage,party_bündnis_deutschland_percentage,party_bsw_percentage,party_mera25_percentage,party_pdf_percentage
01100,01,100,819,534,285,0,418,21,418,0,71,101,56,97,25,18,4,1,5,2,3,2,0,0,2,27,2,2,51.037851037851034,0.0,100.0,16.985645933014354,24.16267942583732,13.397129186602871,23.205741626794257,5.980861244019139,4.30622009569378,0.9569377990430622,0.23923444976076555,1.1961722488038278,0.4784688995215311,0.7177033492822966,0.4784688995215311,0.0,0.0,0.4784688995215311,6.4593301435406705,0.4784688995215311,0.4784688995215311
01101,01,101,1227,869,358,0,536,11,528,8,87,72,68,140,76,17,7,4,6,3,3,0,0,0,0,41,1,3,43.6837815810921,1.4925373134328357,98.50746268656717,16.477272727272727,13.636363636363635,12.878787878787879,26.515151515151516,14.393939393939394,3.2196969696969697,1.3257575757575757,0.7575757575757576,1.1363636363636365,0.5681818181818182,0.5681818181818182,0.0,0.0,0.0,0.0,7.765151515151516,0.1893939393939394,0.5681818181818182
01102,01,102,1019,499,520,0,384,9,384,0,64,101,78,33,26,42,0,2,0,0,9,0,0,0,1,27,1,0,37.68400392541707,0.0,100.0,16.666666666666664,26.302083333333332,20.3125,8.59375,6.770833333333333,10.9375,0.0,0.5208333333333333,0.0,0.0,2.34375,0.0,0.0,0.0,0.26041666666666663,7.03125,0.26041666666666663,0.0
01103,01,103,984,550,434,0,473,22,469,4,50,137,81,76,36,42,3,2,2,2,9,0,0,0,0,24,1,4,48.06910569105691,0.8456659619450317,99.15433403805497,10.660980810234541,29.21108742004264,17.270788912579956,16.204690831556505,7.675906183368871,8.955223880597014,0.6396588486140725,0.42643923240938164,0.42643923240938164,0.42643923240938164,1.9189765458422177,0.0,0.0,0.0,0.0,5.11727078891258,0.21321961620469082,0.8528784648187633
01104,01,104,1128,623,505,0,512,14,506,6,74,124,97,95,45,26,3,1,0,0,7,1,0,1,3,27,0,2,45.39007092198582,1.171875,98.828125,14.624505928853754,24.50592885375494,19.1699604743083,18.774703557312254,8.893280632411066,5.138339920948617,0.592885375494071,0.1976284584980237,0.0,0.0,1.383399209486166,0.1976284584980237,0.0,0.1976284584980237,0.592885375494071,5.33596837944664,0.0,0.3952569169960474
01105,01,105,941,536,405,0,429,11,425,4,61,115,64,94,32,26,2,3,0,0,6,0,0,0,0,19,3,0,45.58979808714134,0.9324009324009324,99.06759906759906,14.352941176470587,27.058823529411764,15.058823529411763,22.11764705882353,7.529411764705881,6.11764705882353,0.4705882352941176,0.7058823529411765,0.0,0.0,1.411764705882353,0.0,0.0,0.0,0.0,4.470588235294118,0.7058823529411765,0.0
01106,01,106,1022,578,444,0,491,18,490,1,62,141,98,77,38,45,3,0,0,0,8,1,0,0,0,16,1,0,48.043052837573384,0.20366598778004072,99.79633401221996,12.653061224489795,28.775510204081634,20.0,15.714285714285714,7.755102040816326,9.183673469387756,0.6122448979591837,0.0,0.0,0.0,1.6326530612244898,0.20408163265306123,0.0,0.0,0.0,3.2653061224489797,0.20408163265306123,0.0
01107,01,107,782,442,340,0,334,16,332,2,47,74,55,77,38,18,3,1,0,0,0,0,0,0,0,19,0,0,42.710997442455245,0.5988023952095809,99.40119760479041,14.156626506024098,22.289156626506024,16.566265060240966,23.19277108433735,11.44578313253012,5.421686746987952,0.9036144578313252,0.30120481927710846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.72289156626506,0.0,0.0
01108,01,108,1150,564,586,0,485,21,484,1,66,121,91,90,34,44,2,1,0,0,6,2,0,0,0,24,2,1,42.173913043478265,0.2061855670103093,99.79381443298969,13.636363636363635,25.0,18.801652892561986,18.59504132231405,7.024793388429752,9.090909090909092,0.4132231404958678,0.2066115702479339,0.0,0.0,1.2396694214876034,0.4132231404958678,0.0,0.0,0.0,4.958677685950414,0.4132231404958678,0.2066115702479339
01109,01,109,1125,579,546,0,498,21,497,1,61,140,85,104,36,31,2,4,0,0,10,0,1,0,0,23,0,0,44.266666666666666,0.2008032128514056,99.79919678714859,12.273641851106639,28.169014084507044,17.102615694164992,20.92555331991952,7.2434607645875255,6.237424547283702,0.4024144869215292,0.8048289738430584,0.0,0.0,2.0120724346076457,0.0,0.2012072434607646,0.0,0.0,4.627766599597585,0.0,0.0
01110,01,110,971,585,386,0,518,18,517,1,75,160,79,83,28,55,0,1,2,0,3,0,0,0,1,30,0,0,53.3470648815654,0.19305019305019305,99.8069498069498,14.506769825918761,30.947775628626694,15.28046421663443,16.054158607350097,5.415860735009671,10.638297872340425,0.0,0.19342359767891684,0.3868471953578337,0.0,0.5802707930367506,0.0,0.0,0.0,0.19342359767891684,5.802707930367505,0.0,0.0
01111,01,111,1091,796,295,0,513,4,504,9,88,56,106,112,87,9,12,4,0,0,1,0,1,0,1,23,4,0,47.02108157653529,1.7543859649122806,98.24561403508771,17.46031746031746,11.11111111111111,21.03174603174603,22.22222222222222,17.261904761904763,1.7857142857142856,2.380952380952381,0.7936507936507936,0.0,0.0,0.1984126984126984,0.0,0.1984126984126984,0.0,0.1984126984126984,4.563492063492063,0.7936507936507936,0.0
01112,01,112,704,418,286,0,365,7,364,1,50,117,46,78,26,21,3,1,0,1,5,0,0,0,0,14,2,0,51.84659090909091,0.273972602739726,99.72602739726028,13.736263736263737,32.142857142857146,12.637362637362637,21.428571428571427,7.142857142857142,5.769230769230769,0.8241758241758242,0.27472527472527475,0.0,0.27472527472527475,1.3736263736263736,0.0,0.0,0.0,0.0,3.8461538461538463,0.5494505494505495,0.0
01113,01,113,954,559,395,0,503,17,502,1,56,179,61,118,32,23,1,4,1,0,5,0,0,0,0,20,1,1,52.725366876310275,0.19880715705765406,99.80119284294234,11.155378486055776,35.657370517928285,12.151394422310757,23.50597609561753,6.374501992031872,4.581673306772909,0.199203187250996,0.796812749003984,0.199203187250996,0.0,0.9960159362549801,0.0,0.0,0.0,0.0,3.9840637450199203,0.199203187250996,0.199203187250996
01114,01,114,950,547,403,0,479,19,479,0,63,165,58,126,33,13,1,0,2,0,4,0,0,0,0,13,1,0,50.421052631578945,0.0,100.0,13.152400835073069,34.44676409185804,12.10855949895616,26.304801670146137,6.8893528183716075,2.7139874739039667,0.20876826722338201,0.0,0.41753653444676403,0.0,0.8350730688935281,0.0,0.0,0.0,0.0,2.7139874739039667,0.20876826722338201,0.0
01115,01,115,1223,703,520,0,624,19,623,1,78,197,92,142,32,31,4,3,0,2,10,0,0,0,2,27,2,1,51.02207686017989,0.16025641025641024,99.83974358974359,12.520064205457466,31.621187800963078,14.767255216693421,22.792937399678973,5.136436597110754,4.975922953451043,0.6420545746388443,0.4815409309791332,0.0,0.32102728731942215,1.6051364365971106,0.0,0.0,0.0,0.32102728731942215,4.333868378812198,0.32102728731942215,0.16051364365971107
01116,01,116,1256,657,599,0,569,26,566,3,65,191,64,149,19,35,2,1,1,0,10,0,0,0,1,26,1,1,45.302547770700635,0.5272407732864675,99.47275922671353,11.484098939929329,33.745583038869256,11.307420494699647,26.325088339222614,3.356890459363958,6.18374558303887,0.35335689045936397,0.17667844522968199,0.17667844522968199,0.0,1.76678445229682,0.0,0.0,0.0,0.17667844522968199,4.593639575971731,0.17667844522968199,0.17667844522968199
01117,01,117,1195,673,522,0,613,35,612,1,80,190,90,141,41,34,3,3,0,0,8,0,0,0,3,19,0,0,51.29707112970712,0.1631321370309951,99.836867862969,13.071895424836603,31.045751633986928,14.705882352941178,23.03921568627451,6.699346405228758,5.555555555555555,0.49019607843137253,0.49019607843137253,0.0,0.0,1.3071895424836601,0.0,0.0,0.0,0.49019607843137253,3.104575163398693,0.0,0.0
01118,01,118,752,429,323,0,398,18,398,0,51,134,58,99,18,16,3,0,0,1,2,0,0,0,0,14,1,1,52.92553191489362,0.0,100.0,12.814070351758794,33.66834170854271,14.572864321608039,24.87437185929648,4.522613065326634,4.0201005025125625,0.7537688442211055,0.0,0.0,0.25125628140703515,0.5025125628140703,0.0,0.0,0.0,0.0,3.5175879396984926,0.25125628140703515,0.25125628140703515
01119,01,119,1054,598,456,0,525,21,522,3,67,146,75,113,43,29,3,6,0,0,6,1,0,0,1,31,0,1,49.81024667931689,0.5714285714285714,99.42857142857143,12.835249042145595,27.969348659003828,14.367816091954023,21.64750957854406,8.237547892720306,5.555555555555555,0.5747126436781609,1.1494252873563218,0.0,0.0,1.1494252873563218,0.19157088122605362,0.0,0.0,0.19157088122605362,5.938697318007663,0.0,0.19157088122605362
