id,eligible_voters,eligible_voters_a1,eligible_voters_a2,eligible_voters_a3,voters,voters_b1,valid_votes,invalid_votes,party_spd,party_grüne,party_cdu,party_die_linke,party_afd,party_fdp,party_tierschutzpartei,party_die_partei,party_team_todenhöfer,party_freie_wähler,party_volt,party_mlpd,party_büso,party_sgp,party_bündnis_deutschland,party_bsw,party_mera25,party_pdf,party_pape,party_wendt,party_thomas,party_heider,voter_turnout,invalid_votes_percentage,valid_votes_percentage,party_spd_percentage,party_grüne_percentage,party_cdu_percentage,party_die_linke_percentage,party_afd_percentage,party_fdp_percentage,party_tierschutzpartei_percentage,party_die_partei_percentage,party_team_todenhöfer_percentage,party_freie_wähler_percentage,party_volt_percentage,party_mlpd_percentage,party_büso_percentage,party_sgp_percentage,party_bündnis_deutschland_percentage,party_bsw_percentage,party_mera25_percentage,party_pdf_percentage,party_pape_percentage,party_wendt_percentage,party_thomas_percentage,party_heider_percentage
0,2442042,1598279,843752,11,1961177,795222,1942638,18539,326663,338231,413893,423549,294546,52575,15740,8425,4694,9141,0,1244,1295,73,7464,41787,658,0,128,1000,819,713,80.30889722617384,0.9452996848321188,99.05470031516788,16.815433446684356,17.41091237791086,21.30571933628396,21.802775401284233,15.162166085498175,2.7063714392491036,0.810238448954463,0.4336886234079638,0.24163019564118482,0.470545721848332,0.0,0.06403663472041626,0.06666193083837545,0.0037577767962945234,0.3842198083224975,2.1510440957090307,0.03387146756112049,0.0,0.006588978492132862,0.051476394469787995,0.04215916707075636,0.036702669256958836
