id,district_id,electoral_district_id,eligible_voters,eligible_voters_a1,eligible_voters_a2,eligible_voters_a3,voters,voters_b1,valid_votes,invalid_votes,voter_turnout,invalid_votes_percentage,valid_votes_percentage,party_cdu,party_die_linke,party_spd,party_grüne,party_afd,party_fdp,party_die_partei,party_tierschutzpartei,party_piraten,party_die_grauen,party_freie_wähler,party_verjüngungsforschung,party_ödp,party_du,party_v_partei3,party_dkp,party_mlpd,party_büso,party_sgp,party_wir_bürger,party_heimat,party_die_humanisten,party_team_todenhöfer,party_volt,party_cdu_percentage,party_die_linke_percentage,party_spd_percentage,party_grüne_percentage,party_afd_percentage,party_fdp_percentage,party_die_partei_percentage,party_tierschutzpartei_percentage,party_piraten_percentage,party_die_grauen_percentage,party_freie_wähler_percentage,party_verjüngungsforschung_percentage,party_ödp_percentage,party_du_percentage,party_v_partei3_percentage,party_dkp_percentage,party_mlpd_percentage,party_büso_percentage,party_sgp_percentage,party_wir_bürger_percentage,party_heimat_percentage,party_die_humanisten_percentage,party_team_todenhöfer_percentage,party_volt_percentage
01100,01,100,1639,1112,527,0,287,2,284,3,17.510677242220865,1.0452961672473868,98.95470383275261,40,21,54,95,25,25,7,5,0,0,2,0,0,0,0,2,0,0,0,0,0,0,6,2,14.084507042253522,7.394366197183098,19.014084507042252,33.45070422535211,8.80281690140845,8.80281690140845,2.464788732394366,1.7605633802816902,0.0,0.0,0.7042253521126761,0.0,0.0,0.0,0.0,0.7042253521126761,0.0,0.0,0.0,0.0,0.0,0.0,2.112676056338028,0.7042253521126761
01101,01,101,971,623,348,0,270,8,266,4,27.80638516992791,1.4814814814814816,98.51851851851852,54,20,30,105,19,22,1,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,6,20.30075187969925,7.518796992481203,11.278195488721805,39.473684210526315,7.142857142857142,8.270676691729323,0.37593984962406013,1.8796992481203008,0.37593984962406013,0.37593984962406013,0.37593984962406013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37593984962406013,2.2556390977443606
01102,01,102,1223,826,397,0,279,1,278,1,22.812755519215045,0.35842293906810035,99.6415770609319,46,41,43,70,33,17,4,9,3,1,3,0,0,1,0,1,0,0,0,0,0,1,1,4,16.546762589928058,14.748201438848922,15.467625899280577,25.179856115107913,11.870503597122301,6.115107913669065,1.4388489208633095,3.237410071942446,1.079136690647482,0.3597122302158274,1.079136690647482,0.0,0.0,0.3597122302158274,0.0,0.3597122302158274,0.0,0.0,0.0,0.0,0.0,0.3597122302158274,0.3597122302158274,1.4388489208633095
01103,01,103,1048,449,599,0,330,10,329,1,31.48854961832061,0.30303030303030304,99.69696969696969,36,19,59,112,15,64,3,4,4,0,1,0,0,1,0,0,0,0,0,0,0,1,3,7,10.94224924012158,5.775075987841945,17.933130699088146,34.04255319148936,4.5592705167173255,19.45288753799392,0.911854103343465,1.21580547112462,1.21580547112462,0.0,0.303951367781155,0.0,0.0,0.303951367781155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.303951367781155,0.911854103343465,2.127659574468085
01104,01,104,1321,642,679,0,525,17,520,5,39.74261922785768,0.9523809523809524,99.04761904761905,54,54,96,203,20,66,4,4,2,0,4,3,1,0,0,0,0,0,0,0,0,0,2,7,10.384615384615385,10.384615384615385,18.461538461538463,39.03846153846154,3.8461538461538463,12.692307692307692,0.7692307692307693,0.7692307692307693,0.38461538461538464,0.0,0.7692307692307693,0.576923076923077,0.19230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38461538461538464,1.3461538461538463
01105,01,105,1045,579,466,0,436,11,429,7,41.72248803827751,1.6055045871559634,98.39449541284404,51,63,95,136,24,40,5,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,6,11.888111888111888,14.685314685314685,22.144522144522146,31.7016317016317,5.594405594405594,9.324009324009324,1.1655011655011656,0.4662004662004662,0.6993006993006993,0.0,0.6993006993006993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2331002331002331,1.3986013986013985
01106,01,106,1455,962,493,0,393,11,390,3,27.010309278350515,0.7633587786259541,99.23664122137404,87,63,65,104,27,26,5,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,2,4,22.30769230769231,16.153846153846153,16.666666666666664,26.666666666666668,6.923076923076923,6.666666666666667,1.282051282051282,0.7692307692307693,0.2564102564102564,0.0,0.2564102564102564,0.0,0.0,0.2564102564102564,0.0,0.0,0.0,0.0,0.0,0.2564102564102564,0.0,0.0,0.5128205128205128,1.0256410256410255
01107,01,107,1086,790,296,0,309,17,307,2,28.45303867403315,0.6472491909385114,99.35275080906149,44,37,44,110,34,26,4,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,2,14.332247557003258,12.052117263843648,14.332247557003258,35.83061889250814,11.074918566775244,8.469055374592834,1.3029315960912053,0.32573289902280134,0.32573289902280134,0.32573289902280134,0.32573289902280134,0.0,0.0,0.0,0.0,0.0,0.6514657980456027,0.0,0.0,0.0,0.0,0.0,0.0,0.6514657980456027
01108,01,108,1075,724,351,0,233,4,231,2,21.674418604651162,0.8583690987124464,99.14163090128756,52,36,28,56,28,17,2,5,1,0,1,0,0,0,0,3,0,0,0,0,0,0,1,1,22.51082251082251,15.584415584415584,12.121212121212121,24.242424242424242,12.121212121212121,7.35930735930736,0.8658008658008658,2.1645021645021645,0.4329004329004329,0.0,0.4329004329004329,0.0,0.0,0.0,0.0,1.2987012987012987,0.0,0.0,0.0,0.0,0.0,0.0,0.4329004329004329,0.4329004329004329
01109,01,109,1090,859,231,0,206,3,203,3,18.89908256880734,1.4563106796116505,98.54368932038835,43,25,33,35,37,8,4,9,3,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,21.182266009852217,12.31527093596059,16.25615763546798,17.24137931034483,18.226600985221676,3.9408866995073892,1.9704433497536946,4.433497536945813,1.477832512315271,0.49261083743842365,0.49261083743842365,0.0,0.49261083743842365,0.49261083743842365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49261083743842365,0.0,0.49261083743842365
