id,eligible_voters,eligible_voters_a1,eligible_voters_a2,eligible_voters_a3,voters,voters_b1,invalid_votes,valid_votes,party_spd,party_cdu,party_grüne,party_die_linke,party_piraten,party_npd,party_fdp,party_tierschutzpartei,party_pro_deutschland,party_die_partei,party_big,party_dkp,party_ödp,party_psg,party_büso,party_b,party_dl,party_alfa,party_tierschutzallianz,party_afd,party_die_einheit,party_die_violetten,party_graue_panther,party_menschliche_welt,party_mieterpartei,party_gesundheitsforschung,individual_applicant_1,individual_applicant_2,individual_applicant_3,individual_applicant_4,individual_applicant_5,individual_applicant_6,individual_applicant_7,individual_applicant_8,individual_applicant_9,individual_applicant_10,individual_applicant_11,individual_applicant_12,individual_applicant_13,individual_applicant_14,individual_applicant_15,individual_applicant_16,individual_applicant_17,individual_applicant_18,voter_turnout,invalid_votes_percentage,valid_votes_percentage,party_spd_percentage,party_cdu_percentage,party_grüne_percentage,party_die_linke_percentage,party_piraten_percentage,party_npd_percentage,party_fdp_percentage,party_tierschutzpartei_percentage,party_pro_deutschland_percentage,party_die_partei_percentage,party_big_percentage,party_dkp_percentage,party_ödp_percentage,party_psg_percentage,party_büso_percentage,party_b_percentage,party_dl_percentage,party_alfa_percentage,party_tierschutzallianz_percentage,party_afd_percentage,party_die_einheit_percentage,party_die_violetten_percentage,party_graue_panther_percentage,party_menschliche_welt_percentage,party_mieterpartei_percentage,party_gesundheitsforschung_percentage,individual_applicant_1_percentage,individual_applicant_2_percentage,individual_applicant_3_percentage,individual_applicant_4_percentage,individual_applicant_5_percentage,individual_applicant_6_percentage,individual_applicant_7_percentage,individual_applicant_8_percentage,individual_applicant_9_percentage,individual_applicant_10_percentage,individual_applicant_11_percentage,individual_applicant_12_percentage,individual_applicant_13_percentage,individual_applicant_14_percentage,individual_applicant_15_percentage,individual_applicant_16_percentage,individual_applicant_17_percentage,individual_applicant_18_percentage
0,2485379,1959913,525451,15,1662476,492212,27968,1631119,404350,323354,257046,251736,32325,5243,90719,0,6833,19825,137,141,111,604,62,774,68,229,277,230331,239,971,0,378,941,0,87,260,332,55,287,278,277,417,127,66,310,48,329,358,360,486,151,197,66.89024088479061,1.6823100002646654,98.11383743284114,24.789730240405515,19.824059434044973,15.758874735687586,15.433331351054091,1.9817683443084166,0.321435775072205,5.561764653590571,0.0,0.4189148676460761,1.2154232769037698,0.008399141938754929,0.008644372360324415,0.006805144198553263,0.03702979365699253,0.0038010715343270475,0.04745208657369573,0.0041689171666812784,0.01403944163485313,0.016982206693686972,14.121042057630376,0.014652517688776845,0.059529684835992955,0.0,0.02317427483831652,0.05769045667422181,0.0,0.005333761669136341,0.015939977402016654,0.020354124990267418,0.0033719182965804453,0.01759528274761069,0.017043514299079344,0.016982206693686972,0.025565271448619014,0.007786065884831211,0.004046301955896535,0.019005357671635238,0.0029427650588338436,0.020170202174090303,0.02194812273046908,0.022070737941253825,0.029795496220692667,0.009257448414248132,0.012077598262297233
