id,district_id,electoral_district_id,eligible_voters,voters,question_1_invalid_votes,question_1_valid_votes,question_1_vote_yes,question_1_vote_no,question_2_invalid_votes,question_2_valid_votes,question_2_vote_yes,question_2_vote_no,voter_turnout,question_1_invalid_votes_percentage,question_1_valid_votes_percentage,question_1_vote_yes_percentage,question_1_vote_no_percentage,question_2_invalid_votes_percentage,question_2_valid_votes_percentage,question_2_vote_yes_percentage,question_2_vote_no_percentage
02409,02,409,4,1879,0,851,6,55,796,590,206,71,469.75,0.0,0.45290047897817987,0.0031931878658861094,0.02927088877062267,0.4236295902075572,0.3139968068121341,0.1096327833954231,0.03778605641298563
02410,02,410,4,1863,0,701,1,27,674,491,183,35,465.75,0.0,0.3762748255501879,0.0005367686527106817,0.014492753623188406,0.36178207192699946,0.2635534084809447,0.09822866344605476,0.01878690284487386
02411,02,411,4,1882,0,682,1,59,623,430,193,73,470.5,0.0,0.36238044633368754,0.0005313496280552603,0.03134962805526036,0.33103081827842723,0.22848034006376194,0.10255047821466524,0.038788522848034
02412,02,412,4,1711,0,615,1,54,561,331,230,60,427.75,0.0,0.35943892460549387,0.0005844535359438924,0.031560490940970194,0.3278784336645237,0.1934541203974284,0.13442431326709525,0.03506721215663355
02413,02,413,4,1565,0,583,1,31,552,364,188,56,391.25,0.0,0.37252396166134183,0.0006389776357827476,0.019808306709265176,0.3527156549520767,0.23258785942492013,0.12012779552715655,0.03578274760383387
02414,02,414,4,1255,0,401,3,20,381,252,129,19,313.75,0.0,0.3195219123505976,0.002390438247011952,0.01593625498007968,0.3035856573705179,0.200796812749004,0.10278884462151394,0.015139442231075698
02415,02,415,4,735,0,304,4,7,297,221,76,14,183.75,0.0,0.41360544217687073,0.005442176870748299,0.009523809523809525,0.40408163265306124,0.3006802721088435,0.10340136054421768,0.01904761904761905
024A,02,4A,4,0,0,466,466,41,425,252,173,30,0.0,0.0,inf,inf,inf,inf,inf,inf,inf
024B,02,4B,4,0,0,566,566,42,524,325,199,39,0.0,0.0,inf,inf,inf,inf,inf,inf,inf
024C,02,4C,4,0,0,554,554,14,540,386,154,25,0.0,0.0,inf,inf,inf,inf,inf,inf,inf
024D,02,4D,4,0,0,553,553,23,530,375,155,26,0.0,0.0,inf,inf,inf,inf,inf,inf,inf
024E,02,4E,4,0,0,331,331,33,298,189,109,23,0.0,0.0,inf,inf,inf,inf,inf,inf,inf
024F,02,4F,4,0,0,427,427,34,393,285,108,39,0.0,0.0,inf,inf,inf,inf,inf,inf,inf
024G,02,4G,4,0,0,517,517,39,478,289,189,54,0.0,0.0,inf,inf,inf,inf,inf,inf,inf
024H,02,4H,4,0,0,479,479,49,430,262,168,41,0.0,0.0,inf,inf,inf,inf,inf,inf,inf
02501,02,501,5,1511,0,717,2,20,697,573,124,33,302.2,0.0,0.4745201853077432,0.0013236267372600927,0.013236267372600927,0.4612839179351423,0.37921906022501656,0.08206485771012574,0.02183984116479153
02502,02,502,5,1605,0,796,12,10,786,625,161,35,321.0,0.0,0.49595015576323986,0.007476635514018692,0.006230529595015576,0.4897196261682243,0.3894080996884735,0.10031152647975078,0.021806853582554516
02503,02,503,5,1735,0,896,3,33,863,708,155,46,347.0,0.0,0.5164265129682997,0.001729106628242075,0.019020172910662825,0.4974063400576369,0.4080691642651297,0.0893371757925072,0.026512968299711816
02504,02,504,5,1585,0,745,5,17,728,582,146,38,317.0,0.0,0.47003154574132494,0.0031545741324921135,0.010725552050473186,0.45930599369085173,0.36719242902208205,0.09211356466876972,0.023974763406940065
02505,02,505,5,1107,0,636,3,10,626,516,110,36,221.4,0.0,0.5745257452574526,0.0027100271002710027,0.009033423667570008,0.5654923215898826,0.46612466124661245,0.0993676603432701,0.032520325203252036
02506,02,506,5,1374,0,717,6,16,701,558,143,30,274.8,0.0,0.5218340611353712,0.004366812227074236,0.011644832605531296,0.5101892285298398,0.40611353711790393,0.10407569141193596,0.021834061135371178
02507,02,507,5,1459,0,750,4,15,735,580,155,43,291.8,0.0,0.5140507196710076,0.0027416038382453737,0.01028101439342015,0.5037697052775874,0.3975325565455792,0.10623714873200822,0.029472241261137764
02508,02,508,5,1248,0,652,2,14,638,502,136,40,249.6,0.0,0.5224358974358975,0.0016025641025641025,0.011217948717948718,0.5112179487179487,0.40224358974358976,0.10897435897435898,0.03205128205128205
02509,02,509,5,1508,0,714,4,17,697,539,158,29,301.6,0.0,0.473474801061008,0.002652519893899204,0.011273209549071617,0.46220159151193635,0.3574270557029178,0.10477453580901856,0.019230769230769232
02510,02,510,5,1557,0,761,7,11,750,609,141,28,311.4,0.0,0.48876043673731534,0.00449582530507386,0.007064868336544637,0.4816955684007707,0.3911368015414258,0.0905587668593449,0.01798330122029544
02511,02,511,5,1880,0,1043,4,26,1017,798,219,52,376.0,0.0,0.5547872340425531,0.002127659574468085,0.013829787234042552,0.5409574468085107,0.42446808510638295,0.11648936170212766,0.027659574468085105
02512,02,512,5,1643,0,808,4,15,793,654,139,30,328.6,0.0,0.4917833231892879,0.002434570906877663,0.009129640900791236,0.48265368228849664,0.39805234327449784,0.08460133901399879,0.018259281801582473
02513,02,513,5,1620,0,746,3,19,727,580,147,39,324.0,0.0,0.4604938271604938,0.001851851851851852,0.011728395061728396,0.4487654320987654,0.35802469135802467,0.09074074074074075,0.024074074074074074
02514,02,514,5,1530,0,767,3,13,754,604,150,30,306.0,0.0,0.5013071895424837,0.00196078431372549,0.00849673202614379,0.4928104575163399,0.39477124183006534,0.09803921568627451,0.0196078431372549
02515,02,515,5,1739,0,863,5,21,842,658,184,45,347.8,0.0,0.496262219666475,0.002875215641173088,0.012075905692926969,0.484186313973548,0.3783783783783784,0.10580793559516964,0.025876940770557792
02516,02,516,5,1589,0,754,2,12,742,597,145,41,317.8,0.0,0.47451227186910006,0.0012586532410320957,0.007551919446192574,0.4669603524229075,0.37570799244808056,0.09125235997482693,0.025802391441157962
025A,02,5A,5,0,0,478,478,10,468,368,100,18,0.0,0.0,inf,inf,inf,inf,inf,inf,inf
025B,02,5B,5,0,0,472,472,18,454,352,102,19,0.0,0.0,inf,inf,inf,inf,inf,inf,inf
025C,02,5C,5,0,0,433,433,11,422,331,91,32,0.0,0.0,inf,inf,inf,inf,inf,inf,inf
025D,02,5D,5,0,0,476,476,7,469,372,97,18,0.0,0.0,inf,inf,inf,inf,inf,inf,inf
025E,02,5E,5,0,0,478,478,10,468,358,110,14,0.0,0.0,inf,inf,inf,inf,inf,inf,inf
025F,02,5F,5,0,0,538,538,12,526,402,124,26,0.0,0.0,inf,inf,inf,inf,inf,inf,inf
025G,02,5G,5,0,0,459,459,8,451,359,92,20,0.0,0.0,inf,inf,inf,inf,inf,inf,inf
025H,02,5H,5,0,0,507,507,15,492,396,96,22,0.0,0.0,inf,inf,inf,inf,inf,inf,inf
02601,02,601,6,1659,0,760,4,41,719,508,211,51,276.5,0.0,0.45810729355033153,0.0024110910186859553,0.02471368294153104,0.4333936106088005,0.30620855937311636,0.12718505123568416,0.03074141048824593
02602,02,602,6,1686,0,794,3,35,759,576,183,50,281.0,0.0,0.4709371293001186,0.0017793594306049821,0.020759193357058125,0.4501779359430605,0.3416370106761566,0.10854092526690391,0.02965599051008304
02603,02,603,6,1776,0,933,5,25,908,667,241,30,296.0,0.0,0.5253378378378378,0.002815315315315315,0.014076576576576577,0.5112612612612613,0.3755630630630631,0.1356981981981982,0.016891891891891893
02604,02,604,6,1832,0,899,6,15,884,699,185,44,305.3333333333333,0.0,0.49072052401746724,0.0032751091703056767,0.008187772925764192,0.48253275109170307,0.38155021834061137,0.1009825327510917,0.024017467248908297
02605,02,605,6,1789,0,864,7,14,850,673,177,52,298.1666666666667,0.0,0.4829513694801565,0.003912800447177194,0.007825600894354388,0.47512576858580213,0.3761878144214645,0.09893795416433762,0.029066517607602014
02606,02,606,6,1582,0,849,13,20,829,658,171,41,263.6666666666667,0.0,0.5366624525916561,0.008217446270543615,0.012642225031605562,0.5240202275600506,0.415929203539823,0.10809102402022756,0.025916561314791402
02607,02,607,6,1695,0,928,5,21,907,734,173,18,282.5,0.0,0.5474926253687316,0.0029498525073746312,0.012389380530973451,0.5351032448377581,0.4330383480825959,0.10206489675516224,0.010619469026548672
02608,02,608,6,1761,0,972,9,22,950,773,177,47,293.5,0.0,0.5519591141396933,0.005110732538330494,0.01249290176036343,0.5394662123793299,0.4389551391254969,0.10051107325383304,0.02668938103350369
02609,02,609,6,1496,0,696,4,19,677,550,127,50,249.33333333333334,0.0,0.46524064171123,0.00267379679144385,0.01270053475935829,0.45254010695187163,0.36764705882352944,0.08489304812834225,0.03342245989304813
02610,02,610,6,1772,0,973,14,15,958,800,158,33,295.3333333333333,0.0,0.5490970654627539,0.007900677200902935,0.008465011286681716,0.5406320541760722,0.45146726862302483,0.08916478555304741,0.018623024830699775
02611,02,611,6,1909,0,1064,11,28,1036,818,218,88,318.1666666666667,0.0,0.5573598742797276,0.005762179151388162,0.014667365112624411,0.5426925091671032,0.428496595075956,0.1141959140911472,0.04609743321110529
02612,02,612,6,1217,0,595,7,17,578,449,129,30,202.83333333333334,0.0,0.48890714872637636,0.005751848808545604,0.013968775677896467,0.47493837304847986,0.3689400164338537,0.10599835661462613,0.024650780608052588
02613,02,613,6,1690,0,642,4,16,626,492,134,39,281.6666666666667,0.0,0.37988165680473374,0.002366863905325444,0.009467455621301775,0.37041420118343193,0.2911242603550296,0.07928994082840236,0.023076923076923078
02614,02,614,6,1227,0,558,3,9,549,437,112,27,204.5,0.0,0.4547677261613692,0.0024449877750611247,0.007334963325183374,0.4474327628361858,0.3561532192339038,0.09127954360228199,0.022004889975550123
02615,02,615,6,890,0,394,0,8,386,263,123,18,148.33333333333334,0.0,0.44269662921348313,0.0,0.008988764044943821,0.4337078651685393,0.2955056179775281,0.13820224719101123,0.020224719101123594
02616,02,616,6,1150,0,605,4,33,572,341,231,43,191.66666666666666,0.0,0.5260869565217391,0.0034782608695652175,0.028695652173913042,0.4973913043478261,0.2965217391304348,0.2008695652173913,0.03739130434782609
026A,02,6A,6,0,0,535,535,28,507,331,176,26,0.0,0.0,inf,inf,inf,inf,inf,inf,inf
026B,02,6B,6,0,0,556,556,42,514,385,129,55,0.0,0.0,inf,inf,inf,inf,inf,inf,inf
026C,02,6C,6,0,0,420,420,19,401,309,92,38,0.0,0.0,inf,inf,inf,inf,inf,inf,inf
026D,02,6D,6,0,0,588,588,11,577,466,111,25,0.0,0.0,inf,inf,inf,inf,inf,inf,inf
026E,02,6E,6,0,0,561,561,9,552,437,115,27,0.0,0.0,inf,inf,inf,inf,inf,inf,inf
026F,02,6F,6,0,0,503,503,8,495,380,115,22,0.0,0.0,inf,inf,inf,inf,inf,inf,inf
026G,02,6G,6,0,0,527,527,19,508,390,118,33,0.0,0.0,inf,inf,inf,inf,inf,inf,inf
026H,02,6H,6,0,0,463,463,18,445,304,141,24,0.0,0.0,inf,inf,inf,inf,inf,inf,inf
03101,03,101,1,1565,0,573,1,44,529,340,189,49,1565.0,0.0,0.3661341853035144,0.0006389776357827476,0.028115015974440896,0.3380191693290735,0.21725239616613418,0.1207667731629393,0.031309904153354634
03102,03,102,1,1641,0,471,3,34,437,270,167,48,1641.0,0.0,0.2870201096892139,0.0018281535648994515,0.020719073735527116,0.26630103595368676,0.16453382084095064,0.10176721511273613,0.029250457038391225
03103,03,103,1,1740,0,462,0,54,408,282,126,62,1740.0,0.0,0.2655172413793103,0.0,0.03103448275862069,0.23448275862068965,0.16206896551724137,0.07241379310344828,0.035632183908045977
03104,03,104,1,1422,0,523,1,64,459,288,171,55,1422.0,0.0,0.36779184247538677,0.0007032348804500703,0.0450070323488045,0.3227848101265823,0.20253164556962025,0.12025316455696203,0.03867791842475387
03105,03,105,1,1869,0,394,2,35,359,256,103,43,1869.0,0.0,0.2108079186730872,0.001070090957731407,0.018726591760299626,0.1920813269127876,0.1369716425896201,0.05510968432316747,0.023006955591225255
03106,03,106,1,1680,0,530,2,60,470,313,157,85,1680.0,0.0,0.31547619047619047,0.0011904761904761906,0.03571428571428571,0.27976190476190477,0.1863095238095238,0.09345238095238095,0.050595238095238096
03107,03,107,1,1455,0,366,0,30,336,212,124,29,1455.0,0.0,0.2515463917525773,0.0,0.020618556701030927,0.2309278350515464,0.1457044673539519,0.0852233676975945,0.01993127147766323
03108,03,108,1,1414,0,470,2,43,427,228,199,36,1414.0,0.0,0.3323903818953324,0.0014144271570014145,0.03041018387553041,0.30198019801980197,0.16124469589816123,0.14073550212164074,0.02545968882602546
03109,03,109,1,1474,0,394,2,32,362,209,153,34,1474.0,0.0,0.2672998643147897,0.0013568521031207597,0.021709633649932156,0.24559023066485752,0.1417910447761194,0.10379918588873813,0.023066485753052916
03110,03,110,1,1081,0,375,0,27,348,172,176,16,1081.0,0.0,0.34690101757631825,0.0,0.02497687326549491,0.32192414431082333,0.15911193339500462,0.16281221091581868,0.014801110083256245
03111,03,111,1,1011,0,457,3,36,421,219,202,47,1011.0,0.0,0.4520276953511375,0.002967359050445104,0.03560830860534125,0.41641938674579626,0.2166172106824926,0.19980217606330367,0.04648862512363996
03112,03,112,1,1427,0,666,2,36,630,336,294,42,1427.0,0.0,0.4667133847231955,0.001401541695865452,0.025227750525578137,0.4414856341976174,0.23545900490539592,0.20602662929222143,0.02943237561317449
03113,03,113,1,1577,0,689,2,38,651,359,292,47,1577.0,0.0,0.4369055168040583,0.0012682308180088776,0.024096385542168676,0.4128091312618897,0.22764743183259353,0.18516169942929614,0.029803424223208624
03114,03,114,1,1269,0,537,2,42,495,288,207,48,1269.0,0.0,0.4231678486997636,0.0015760441292356187,0.03309692671394799,0.3900709219858156,0.22695035460992907,0.16312056737588654,0.037825059101654845
03115,03,115,1,1609,0,564,2,35,529,309,220,34,1609.0,0.0,0.3505282784338098,0.001243008079552517,0.02175264139216905,0.32877563704164076,0.1920447482908639,0.13673088875077688,0.02113113735239279
03116,03,116,1,1251,0,427,0,34,393,242,151,39,1251.0,0.0,0.3413269384492406,0.0,0.02717825739408473,0.31414868105515587,0.19344524380495604,0.12070343725019984,0.03117505995203837
03117,03,117,1,1603,0,528,2,60,468,300,168,44,1603.0,0.0,0.32938240798502805,0.0012476606363069245,0.037429819089207735,0.2919525888958203,0.18714909544603867,0.10480349344978165,0.02744853399875234
03118,03,118,1,1308,0,417,1,23,394,223,171,33,1308.0,0.0,0.31880733944954126,0.0007645259938837921,0.017584097859327217,0.3012232415902141,0.1704892966360856,0.13073394495412843,0.02522935779816514
03119,03,119,1,1477,0,507,0,45,462,290,172,48,1477.0,0.0,0.34326337169939064,0.0,0.03046716316858497,0.3127962085308057,0.1963439404197698,0.11645226811103589,0.03249830737982397
03120,03,120,1,969,0,298,0,18,280,177,103,25,969.0,0.0,0.3075335397316821,0.0,0.018575851393188854,0.2889576883384933,0.1826625386996904,0.10629514963880289,0.025799793601651185
03121,03,121,1,1546,0,569,2,43,526,275,251,46,1546.0,0.0,0.3680465717981889,0.00129366106080207,0.0278137128072445,0.34023285899094435,0.17787839586028462,0.16235446313065977,0.029754204398447608
031A,03,1A,1,0,0,757,757,59,698,404,294,59,0.0,0.0,inf,inf,inf,inf,inf,inf,inf
031B,03,1B,1,0,0,480,480,41,439,272,167,30,0.0,0.0,inf,inf,inf,inf,inf,inf,inf
031C,03,1C,1,0,0,462,462,39,423,234,189,28,0.0,0.0,inf,inf,inf,inf,inf,inf,inf
031D,03,1D,1,0,0,926,926,75,851,461,390,53,0.0,0.0,inf,inf,inf,inf,inf,inf,inf
031E,03,1E,1,0,0,651,651,35,616,334,282,43,0.0,0.0,inf,inf,inf,inf,inf,inf,inf
03201,03,201,2,596,0,208,0,28,180,123,57,24,298.0,0.0,0.348993288590604,0.0,0.04697986577181208,0.30201342281879195,0.2063758389261745,0.09563758389261745,0.040268456375838924
03202,03,202,2,761,0,246,3,27,219,148,71,37,380.5,0.0,0.3232588699080158,0.003942181340341655,0.035479632063074903,0.28777923784494086,0.19448094612352168,0.09329829172141918,0.04862023653088042
03203,03,203,2,1703,0,520,3,47,473,274,199,40,851.5,0.0,0.3053435114503817,0.0017615971814445098,0.02759835584263065,0.27774515560775104,0.1608925425719319,0.11685261303581915,0.023487962419260128
03204,03,204,2,1705,0,495,1,37,458,260,198,40,852.5,0.0,0.2903225806451613,0.0005865102639296188,0.021700879765395895,0.2686217008797654,0.15249266862170088,0.11612903225806452,0.02346041055718475
03205,03,205,2,1590,0,437,1,29,408,249,159,42,795.0,0.0,0.2748427672955975,0.0006289308176100629,0.018238993710691823,0.25660377358490566,0.15660377358490565,0.1,0.026415094339622643
03206,03,206,2,1503,0,610,2,42,568,297,271,46,751.5,0.0,0.40585495675316036,0.0013306719893546241,0.027944111776447105,0.37791084497671323,0.19760479041916168,0.18030605455755155,0.030605455755156354
03207,03,207,2,1578,0,501,0,40,461,282,179,50,789.0,0.0,0.31749049429657794,0.0,0.025348542458808618,0.2921419518377693,0.17870722433460076,0.11343472750316856,0.031685678073510776
03208,03,208,2,1385,0,505,0,38,467,291,176,47,692.5,0.0,0.36462093862815886,0.0,0.027436823104693142,0.3371841155234657,0.21010830324909746,0.12707581227436823,0.03393501805054152
03209,03,209,2,1455,0,542,4,42,500,306,194,44,727.5,0.0,0.3725085910652921,0.0027491408934707906,0.0288659793814433,0.3436426116838488,0.21030927835051547,0.13333333333333333,0.030240549828178694
03210,03,210,2,1659,0,691,4,35,656,411,245,43,829.5,0.0,0.4165159734779988,0.0024110910186859553,0.02109704641350211,0.39541892706449666,0.24773960216998192,0.14767932489451477,0.02591922845087402
03211,03,211,2,1482,0,686,0,33,653,361,292,43,741.0,0.0,0.46288798920377866,0.0,0.022267206477732792,0.4406207827260459,0.24358974358974358,0.1970310391363023,0.029014844804318488
03212,03,212,2,1249,0,519,3,36,483,298,185,35,624.5,0.0,0.4155324259407526,0.0024019215372297837,0.028823058446757407,0.3867093674939952,0.23859087269815854,0.14811849479583666,0.02802241793434748
03213,03,213,2,1424,0,642,4,26,616,392,224,52,712.0,0.0,0.4508426966292135,0.0028089887640449437,0.018258426966292134,0.43258426966292135,0.2752808988764045,0.15730337078651685,0.03651685393258427
03214,03,214,2,1636,0,732,1,40,692,414,278,45,818.0,0.0,0.4474327628361858,0.0006112469437652812,0.02444987775061125,0.4229828850855746,0.2530562347188264,0.16992665036674817,0.02750611246943765
03215,03,215,2,1639,0,644,3,40,604,346,258,46,819.5,0.0,0.39292251372788284,0.0018303843807199512,0.024405125076266018,0.3685173886516168,0.21110433190970104,0.1574130567419158,0.028065893837705917
03216,03,216,2,1474,0,597,0,34,563,352,211,46,737.0,0.0,0.4050203527815468,0.0,0.023066485753052916,0.3819538670284939,0.23880597014925373,0.14314789687924015,0.031207598371777476
03217,03,217,2,1530,0,587,0,31,556,317,239,35,765.0,0.0,0.3836601307189543,0.0,0.020261437908496733,0.3633986928104575,0.20718954248366014,0.15620915032679739,0.02287581699346405
03218,03,218,2,1643,0,446,1,6,440,270,170,6,821.5,0.0,0.2714546561168594,0.0006086427267194157,0.0036518563603164943,0.2678027997565429,0.16433353621424224,0.10346926354230067,0.0036518563603164943
03219,03,219,2,1215,0,473,2,27,446,267,179,51,607.5,0.0,0.3893004115226337,0.0016460905349794238,0.022222222222222223,0.36707818930041153,0.21975308641975308,0.14732510288065845,0.04197530864197531
