electoral_district_id,eligible_voters,voters,voter_turnout,valid_votes,party_spd,party_cdu,party_grüne,party_die_linke,party_afd,party_fdp,others
1,33657,22587,67.1,22235,19.6,9.7,15.6,25.6,14.8,3,11.7
2,37359,24110,64.5,23714,20.9,11.4,8.3,23.6,20.3,3.3,12.3
3,34339,22781,66.3,22365,20,15.6,6.8,18.6,24.1,3.9,10.9
4,34088,23682,69.5,23247,20.2,14.2,7.8,21.7,21.2,4.9,10
5,29732,20475,68.9,20126,21.3,12.4,5.9,22.4,24.2,4.4,9.5
6,33253,24279,73,23888,20.8,14.1,9.8,23.7,18.6,4.7,8.3
