electoral_district_id,eligible_voters,voters,voter_turnout,valid_votes,party_spd,party_cdu,party_grüne,party_die_linke,party_afd,party_fdp,others
1,33619,22956.0,68.3,22704.0,25.2,12.8,26.0,13.7,7.8,7.9,6.5
2,32441,22810.0,70.3,22522.0,24.7,11.4,28.6,14.4,7.0,5.7,8.3
3,34015,25568.0,75.2,25252.0,26.3,15.6,25.4,10.7,7.9,7.6,6.5
4,33191,22559.0,68.0,22166.0,25.6,17.6,19.1,10.6,11.2,6.6,9.3
5,33988,21501.0,63.3,21044.0,25.7,23.8,10.8,7.5,15.4,7.9,8.9
6,33313,22305.0,67.0,21844.0,24.2,29.5,9.2,5.4,15.7,9.3,6.6
7,33307,23455.0,70.4,23050.0,22.3,29.7,10.2,5.1,15.5,10.1,7.1
