electoral_district_id,eligible_voters,voters,voter_turnout,valid_votes,party_spd,party_cdu,party_grüne,party_die_linke,party_afd,party_fdp,others
1,34618,25511.0,73.7,25239.0,21.7,19.7,10.3,13.7,14.0,7.0,13.6
2,32983,25492.0,77.3,25281.0,21.4,18.8,15.1,13.4,11.0,7.5,12.8
3,33133,26329.0,79.5,26119.0,19.3,11.9,23.5,19.3,7.5,5.6,12.9
4,28808,21699.0,75.3,21497.0,22.1,17.0,13.3,16.4,11.8,6.1,13.3
5,30220,23233.0,76.9,22996.0,19.6,11.6,20.6,20.4,8.4,4.9,14.5
6,30621,25637.0,83.7,25516.0,13.0,6.9,37.7,21.9,2.8,5.7,12.1
7,29859,23654.0,79.2,23481.0,16.3,9.1,27.4,21.4,6.4,5.6,13.8
8,28830,24156.0,83.8,24024.0,13.3,8.7,35.2,20.5,3.2,7.2,11.8
9,33024,25349.0,76.8,25104.0,18.9,10.6,25.1,20.6,6.5,5.6,12.8
