vote_type,address,district_id,district_name,electoral_district_id,electoral_district_type,postal_voting_district_id,electoral_district_berlin_election_id,electoral_district_federal_election_id,berlin_east_west,eligible_voters,eligible_voters_a1,eligible_voters_a2,eligible_voters_a3,voters,voters_b1,valid_votes,invalid_votes,party_spd,party_cdu,party_grüne,party_die_linke,party_afd,party_fdp,party_die_partei,party_tierschutzpartei,party_piraten,party_graue_panther,party_npd,party_gesundheitsforschung,party_lkr,party_dkp,party_sgp,party_büso,party_menschliche_welt,party_b,party_ödp,party_die_basis,party_bildet_berlin,party_dl,party_deutsche_konservative,party_die_grauen,party_neue_demokraten,party_rep,party_du,party_bündnis21,party_die_frauen,party_freie_wähler,party_klimaliste_berlin,party_ld,party_mieterpartei,party_die_humanisten,party_team_todenhöfer,party_volt
Zweitstimme,01W326,01,Mitte,326,W,3L,3,75,W,1503,1086,417,0,569,9,560,6,113,105,157,76,35,35,13,2,2,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,2,1,1,10
Zweitstimme,01W327,01,Mitte,327,W,3K,3,75,W,1513,1082,431,0,568,21,565,3,99,95,174,98,18,32,8,9,2,0,1,0,0,1,0,0,0,0,0,3,2,0,0,1,0,0,0,2,0,0,4,0,0,0,1,15
Zweitstimme,01B3A,01,Mitte,3A,B,3A,3,75,W,0,0,0,0,495,495,492,3,73,84,166,90,11,20,10,13,1,2,0,0,1,0,0,0,0,2,1,2,1,0,0,1,0,0,2,0,0,1,1,0,2,0,1,7
Zweitstimme,01B3B,01,Mitte,3B,B,3B,3,75,W,0,0,0,0,562,562,560,2,90,100,190,82,14,32,9,13,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0,1,0,0,2,1,0,2,5,0,1,2,4,7
Zweitstimme,01B3C,01,Mitte,3C,B,3C,3,75,W,0,0,0,0,750,750,743,7,152,189,223,58,19,46,12,9,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,3,0,0,1,1,0,0,3,0,5,0,2,15
Zweitstimme,01B3D,01,Mitte,3D,B,3D,3,75,W,0,0,0,0,811,811,809,2,161,133,288,101,17,33,17,11,3,0,0,0,0,1,2,0,0,1,2,7,1,0,0,3,0,0,1,0,0,3,0,0,4,0,3,17
Zweitstimme,01B3E,01,Mitte,3E,B,3E,3,75,W,0,0,0,0,726,726,723,2,138,125,253,82,15,37,13,12,4,2,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,2,0,0,2,1,0,3,2,1,26
Zweitstimme,01B3F,01,Mitte,3F,B,3F,3,75,W,0,0,0,0,819,819,818,1,164,185,257,73,25,53,11,12,4,1,1,1,0,2,0,0,0,0,0,4,0,0,0,2,0,0,1,0,0,0,5,0,3,1,3,10
Zweitstimme,01B3G,01,Mitte,3G,B,3G,3,75,W,0,0,0,0,418,418,417,1,81,73,123,55,19,27,5,11,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,3,0,0,2,0,0,0,2,0,1,1,0,9
Zweitstimme,01B3H,01,Mitte,3H,B,3H,3,75,W,0,0,0,0,556,556,555,1,117,179,95,52,28,38,10,4,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,4,2,0,3,0,3,11
Zweitstimme,01B3I,01,Mitte,3I,B,3I,3,75,W,0,0,0,0,909,909,906,3,170,241,249,88,35,55,12,13,7,2,0,0,0,0,0,1,0,2,1,0,2,0,0,2,0,0,1,0,0,2,5,0,3,1,0,14
Zweitstimme,01B3J,01,Mitte,3J,B,3J,3,75,W,0,0,0,0,682,682,675,7,114,229,146,45,40,67,3,13,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,1,3,6
Zweitstimme,01B3K,01,Mitte,3K,B,3K,3,75,W,0,0,0,0,789,789,787,2,88,196,223,76,36,102,5,12,2,2,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,5,1,0,8,1,0,0,2,5,19
Zweitstimme,01B3L,01,Mitte,3L,B,3L,3,75,W,0,0,0,0,545,545,542,2,102,130,148,58,16,47,11,5,2,1,0,1,0,2,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,1,9
Zweitstimme,01W400,01,Mitte,400,W,4A,4,75,W,1208,930,278,0,380,8,375,4,42,71,111,60,29,13,7,5,5,1,2,0,0,0,0,0,0,1,1,4,0,0,0,1,0,0,2,0,0,0,2,0,3,2,8,5
Zweitstimme,01W401,01,Mitte,401,W,4A,4,75,W,911,699,212,0,353,3,345,8,40,44,112,65,25,10,11,11,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,1,0,0,3,0,1,1,2,7
Zweitstimme,01W402,01,Mitte,402,W,4B,4,75,W,1307,1050,257,0,445,15,438,7,66,53,136,78,33,18,9,13,0,1,2,0,0,0,0,0,0,0,2,2,1,0,0,1,0,0,2,1,0,0,1,0,1,2,7,9
Zweitstimme,01W403,01,Mitte,403,W,4C,4,75,W,930,680,250,0,357,4,355,2,58,45,144,61,13,11,7,5,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
Zweitstimme,01W404,01,Mitte,404,W,4C,4,75,W,713,525,188,0,245,5,243,2,34,46,69,55,10,11,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,2,4
Zweitstimme,01W405,01,Mitte,405,W,4B,4,75,W,866,660,206,0,302,4,301,1,61,39,87,52,19,19,8,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3
Zweitstimme,01W406,01,Mitte,406,W,4D,4,75,W,814,592,222,0,284,10,284,0,54,29,104,52,16,8,2,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,3,1
Zweitstimme,01W407,01,Mitte,407,W,4D,4,75,W,1140,855,285,0,429,7,423,6,58,86,150,56,21,11,8,12,0,1,0,1,0,0,0,0,0,1,0,3,0,0,0,1,0,0,1,0,0,2,4,0,1,0,2,4
Zweitstimme,01W408,01,Mitte,408,W,4E,4,75,W,963,685,278,0,389,9,387,1,75,49,139,61,12,16,4,7,1,2,0,0,0,0,0,0,0,1,0,5,0,0,0,3,0,0,2,0,0,1,4,0,0,0,2,3
Zweitstimme,01W409,01,Mitte,409,W,4C,4,75,W,952,704,248,0,387,7,378,7,65,64,109,73,22,7,6,8,2,1,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,4,0,0,1,4,6
Zweitstimme,01W410,01,Mitte,410,W,4E,4,75,W,1276,902,374,0,513,19,506,6,61,85,179,88,16,20,7,12,1,2,0,1,0,1,0,0,0,2,0,4,0,0,0,0,0,0,1,0,0,2,4,0,0,4,4,12
Zweitstimme,01W411,01,Mitte,411,W,4F,4,75,W,1093,826,267,0,403,6,401,2,53,66,134,68,14,25,3,10,3,0,0,1,0,0,0,0,0,0,1,2,1,0,0,1,0,0,0,1,0,0,3,0,1,1,4,9
Zweitstimme,01W412,01,Mitte,412,W,4F,4,75,W,868,609,259,0,345,6,339,6,71,47,110,61,21,5,4,4,0,1,0,0,0,0,0,0,0,0,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,6
Zweitstimme,01W413,01,Mitte,413,W,4F,4,75,W,802,613,189,0,267,2,264,2,39,51,72,57,9,5,4,4,0,1,0,0,0,2,1,0,0,1,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,3,7,2
Zweitstimme,01W414,01,Mitte,414,W,4G,4,75,W,821,605,216,0,322,5,321,1,47,45,114,55,14,11,5,6,4,2,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,2,4,7
Zweitstimme,01W415,01,Mitte,415,W,4H,4,75,W,835,650,185,0,357,7,355,0,47,46,138,63,18,12,7,7,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,2,0,0,1,1,0,2,0,2,4
Zweitstimme,01W416,01,Mitte,416,W,4I,4,75,W,990,738,252,0,369,4,365,4,66,67,104,59,11,17,3,11,3,0,0,0,0,1,1,1,0,0,0,6,2,0,0,1,0,0,1,0,0,1,1,0,1,2,4,2
Zweitstimme,01W417,01,Mitte,417,W,4I,4,75,W,1117,817,300,0,366,14,362,2,54,79,111,46,8,12,8,12,1,1,1,1,0,0,2,0,0,1,0,5,0,0,0,0,0,0,2,0,0,0,3,0,0,1,8,6
Zweitstimme,01W418,01,Mitte,418,W,4J,4,75,W,1129,825,304,0,356,5,351,3,66,63,92,59,22,13,4,1,1,2,0,0,2,0,0,0,0,0,1,3,1,0,0,0,0,0,2,0,0,0,2,0,1,1,7,8
Zweitstimme,01W419,01,Mitte,419,W,4H,4,75,W,1242,898,344,0,499,11,492,4,71,61,178,104,24,19,5,4,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,5,10
Zweitstimme,01W420,01,Mitte,420,W,4K,4,75,W,886,650,236,0,353,16,353,0,44,60,117,61,13,16,8,9,2,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,7,0,0,0,1,9
Zweitstimme,01W421,01,Mitte,421,W,4K,4,75,W,790,611,179,0,298,9,296,2,50,88,55,34,22,10,5,7,1,2,0,2,0,1,0,0,0,1,2,2,0,0,0,2,0,0,0,0,0,0,2,0,1,0,5,4
Zweitstimme,01W422,01,Mitte,422,W,4G,4,75,W,971,700,271,0,341,10,340,1,36,64,122,54,13,13,10,8,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1,0,0,1,7,4
Zweitstimme,01W423,01,Mitte,423,W,4J,4,75,W,932,738,194,0,313,8,309,3,66,85,54,33,32,11,2,11,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,2,0,1,0,4,1
Zweitstimme,01W424,01,Mitte,424,W,4L,4,75,W,1201,845,356,0,391,12,389,2,62,62,115,75,24,11,10,5,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,1,0,0,0,0,0,1,5,4,7
Zweitstimme,01W425,01,Mitte,425,W,4M,4,75,W,1267,910,357,0,479,8,473,5,65,53,146,112,30,16,11,12,0,2,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,1,1,0,2,3,0,0,3,3,8
Zweitstimme,01W426,01,Mitte,426,W,4M,4,75,W,1213,837,376,0,392,6,389,2,44,39,140,94,22,7,13,5,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,2,0,0,5,0,1,1,2,9
Zweitstimme,01W427,01,Mitte,427,W,4L,4,75,W,896,655,241,0,319,3,315,3,52,42,80,65,22,18,6,6,1,1,2,0,0,1,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,4,6
Zweitstimme,01W428,01,Mitte,428,W,4L,4,75,W,791,604,187,0,311,0,310,1,52,42,94,70,19,5,7,5,2,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5
Zweitstimme,01B4A,01,Mitte,4A,B,4A,4,75,W,0,0,0,0,421,421,419,2,54,48,163,59,19,17,9,13,4,2,0,0,0,0,1,0,0,2,0,2,1,0,0,3,0,0,1,1,0,0,3,0,5,4,1,7
Zweitstimme,01B4B,01,Mitte,4B,B,4B,4,75,W,0,0,0,0,394,394,393,1,56,40,160,65,11,21,11,10,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,8
Zweitstimme,01B4C,01,Mitte,4C,B,4C,4,75,W,0,0,0,0,594,594,592,2,81,102,209,94,16,25,12,6,2,1,0,2,0,2,0,0,0,2,1,3,1,0,0,2,0,0,1,0,0,1,9,0,2,1,8,9
Zweitstimme,01B4D,01,Mitte,4D,B,4D,4,75,W,0,0,0,0,457,457,450,2,50,74,205,54,11,17,6,12,1,1,0,1,0,0,0,0,0,0,1,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2,9
Zweitstimme,01B4E,01,Mitte,4E,B,4E,4,75,W,0,0,0,0,569,569,569,0,80,82,252,78,9,18,11,9,1,2,0,0,0,0,0,0,0,0,2,6,1,0,0,1,0,0,2,0,0,0,1,0,0,0,1,13
Zweitstimme,01B4F,01,Mitte,4F,B,4F,4,75,W,0,0,0,0,652,652,645,2,99,100,243,89,27,32,15,8,3,2,0,1,0,0,0,0,0,1,2,3,1,0,0,0,0,0,1,0,0,0,0,0,1,2,2,13
Zweitstimme,01B4G,01,Mitte,4G,B,4G,4,75,W,0,0,0,0,430,430,429,0,48,61,174,65,7,17,6,6,10,0,0,0,0,0,0,0,0,2,1,3,1,0,0,1,0,0,0,0,0,1,4,0,1,0,3,18
Zweitstimme,01B4H,01,Mitte,4H,B,4H,4,75,W,0,0,0,0,461,461,456,1,69,69,172,74,16,25,10,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,1,0
Zweitstimme,01B4I,01,Mitte,4I,B,4I,4,75,W,0,0,0,0,466,466,464,2,61,81,182,61,9,20,11,7,2,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,2,3,0,2,0,5,10
Zweitstimme,01B4J,01,Mitte,4J,B,4J,4,75,W,0,0,0,0,434,434,431,3,75,83,133,49,29,23,11,7,4,1,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,1,1,0,0,3,0,1,0,1,4
Zweitstimme,01B4K,01,Mitte,4K,B,4K,4,75,W,0,0,0,0,354,354,353,1,48,51,136,47,21,17,9,5,1,2,0,1,0,2,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6
Zweitstimme,01B4L,01,Mitte,4L,B,4L,4,75,W,0,0,0,0,720,720,718,2,105,118,240,130,26,25,15,18,2,2,1,1,0,1,2,0,0,1,2,3,0,0,0,0,0,0,3,0,0,0,4,0,3,1,1,14
Zweitstimme,01B4M,01,Mitte,4M,B,4M,4,75,W,0,0,0,0,677,677,674,3,84,83,268,130,21,23,8,18,3,1,0,1,0,1,0,0,0,1,1,3,1,0,0,1,0,0,4,1,0,0,5,0,4,1,1,10
Zweitstimme,01W500,01,Mitte,500,W,5A,5,75,W,955,661,294,0,273,2,267,3,56,77,25,26,32,19,3,7,4,4,0,3,0,0,0,0,0,0,0,2,1,0,0,5,0,0,0,0,0,0,1,0,0,0,1,1
Zweitstimme,01W501,01,Mitte,501,W,5A,5,75,W,772,561,211,0,270,3,267,3,68,82,27,22,28,15,3,7,2,1,0,1,0,2,0,0,0,0,1,2,0,0,0,2,0,0,2,0,0,0,1,0,1,0,0,0
Zweitstimme,01W502,01,Mitte,502,W,5A,5,75,W,476,371,105,0,142,0,138,4,38,44,12,16,19,2,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Zweitstimme,01W503,01,Mitte,503,W,5B,5,75,W,972,748,224,0,380,0,375,4,107,152,19,29,41,7,5,3,2,2,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1
Zweitstimme,01W504,01,Mitte,504,W,5B,5,75,W,649,494,155,0,179,0,176,3,32,47,21,21,20,7,7,10,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1
Zweitstimme,01W505,01,Mitte,505,W,5B,5,75,W,873,687,186,0,286,5,282,4,52,62,60,36,33,11,2,7,3,3,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,8,0
Zweitstimme,01W506,01,Mitte,506,W,5C,5,75,W,946,700,246,0,354,3,349,4,72,140,31,22,41,13,4,10,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,0,0,2,4,1
Zweitstimme,01W507,01,Mitte,507,W,5C,5,75,W,1342,913,429,0,373,2,371,2,72,96,63,44,47,20,6,6,4,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,1,2,3,1
Zweitstimme,01W508,01,Mitte,508,W,5D,5,75,W,1121,730,391,0,419,9,405,7,99,107,57,40,46,10,9,12,3,1,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0,3,1,0,1,2,0,2,1,4,1
Zweitstimme,01W509,01,Mitte,509,W,5D,5,75,W,1104,877,227,0,347,0,339,4,62,114,45,30,45,13,3,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,1,0,0,1,9,2
Zweitstimme,01W510,01,Mitte,510,W,5E,5,75,W,992,785,207,0,317,2,311,5,52,92,21,34,61,12,6,16,0,3,0,2,0,0,0,0,0,0,0,2,1,0,0,1,0,0,2,0,0,1,0,0,2,1,2,0
Zweitstimme,01W511,01,Mitte,511,W,5F,5,75,W,1054,817,237,0,300,0,295,4,60,90,18,17,67,10,3,13,1,2,1,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,7,0
Zweitstimme,01W512,01,Mitte,512,W,5G,5,75,W,1057,847,210,0,237,2,236,1,43,40,47,43,32,6,3,9,0,1,0,1,0,2,0,0,0,0,1,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,1
Zweitstimme,01W513,01,Mitte,513,W,5H,5,75,W,1284,971,313,0,420,6,417,2,70,52,110,98,28,14,5,14,5,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,0,0,0,2,2,4,5
Zweitstimme,01W514,01,Mitte,514,W,5H,5,75,W,963,735,228,0,321,1,319,2,40,80,63,64,29,3,6,9,0,2,0,1,0,2,0,0,0,1,0,3,0,0,0,2,0,0,1,0,0,0,4,0,1,1,3,4
Zweitstimme,01W515,01,Mitte,515,W,5I,5,75,W,1247,934,313,0,386,5,381,4,50,85,85,58,44,10,12,13,3,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,1,3,0,2,1,1,5
Zweitstimme,01W516,01,Mitte,516,W,5I,5,75,W,919,709,210,0,271,2,270,1,46,52,62,42,17,15,8,7,3,1,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,2,0,2,0,5,2
Zweitstimme,01W517,01,Mitte,517,W,5E,5,75,W,1286,955,331,0,389,2,387,2,81,63,92,61,43,13,6,10,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,2,0,0,1,0,0,0,2,0,1,1,2,4
Zweitstimme,01W518,01,Mitte,518,W,5J,5,75,W,1259,986,273,0,350,4,342,6,50,56,96,79,14,8,7,7,1,1,0,1,0,1,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,6,0,1,0,4,4
Zweitstimme,01W519,01,Mitte,519,W,5J,5,75,W,1362,1025,337,0,509,9,506,3,75,69,141,120,34,11,7,5,7,2,0,0,0,4,1,0,0,1,1,5,0,0,0,1,0,0,0,0,0,0,2,0,0,0,13,7
Zweitstimme,01W520,01,Mitte,520,W,5F,5,75,W,1330,889,441,0,387,6,386,1,53,48,119,90,14,5,11,12,2,1,0,1,0,0,0,0,0,2,1,2,1,0,0,2,0,0,0,0,0,1,5,0,1,1,8,6
Zweitstimme,01W521,01,Mitte,521,W,5G,5,75,W,1018,764,254,0,161,0,156,5,35,40,15,21,30,4,3,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
Zweitstimme,01W522,01,Mitte,522,W,5K,5,75,W,848,588,260,0,312,7,310,2,53,76,75,44,23,15,3,8,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,2,1,1
Zweitstimme,01W523,01,Mitte,523,W,5K,5,75,W,654,410,244,0,174,0,170,4,36,73,17,12,13,5,1,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
Zweitstimme,01W524,01,Mitte,524,W,5K,5,75,W,833,566,267,0,246,3,242,4,32,45,81,37,21,7,4,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8
Zweitstimme,01W525,01,Mitte,525,W,5L,5,75,W,786,575,211,0,268,4,264,3,37,20,82,67,14,12,5,4,3,2,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,5,0,0,1,3,3
Zweitstimme,01W526,01,Mitte,526,W,5L,5,75,W,1414,890,524,0,438,8,432,6,40,52,144,93,33,12,5,15,1,3,0,1,0,3,1,0,0,0,0,4,0,0,0,3,0,0,2,0,0,0,2,0,0,3,5,10
Zweitstimme,01B5A,01,Mitte,5A,B,5A,5,75,W,0,0,0,0,538,538,533,5,110,183,83,38,52,20,8,18,2,4,0,1,0,1,0,0,0,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,2,0,1,4
Zweitstimme,01B5B,01,Mitte,5B,B,5B,5,75,W,0,0,0,0,503,503,499,4,113,153,92,41,37,21,8,12,1,1,0,4,0,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,1,1,0,1,1,1,4
Zweitstimme,01B5C,01,Mitte,5C,B,5C,5,75,W,0,0,0,0,617,617,613,4,127,234,101,47,32,19,11,19,3,0,0,4,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,7
Zweitstimme,01B5D,01,Mitte,5D,B,5D,5,75,W,0,0,0,0,552,552,548,4,139,171,82,47,39,12,7,19,4,1,1,0,0,2,0,0,0,0,1,5,0,0,0,4,0,0,1,0,0,2,2,0,3,1,3,2
Zweitstimme,01B5E,01,Mitte,5E,B,5E,5,75,W,0,0,0,0,468,468,466,2,78,147,87,62,32,14,7,14,3,3,0,1,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,3,3,0,2,2,1,2
Zweitstimme,01B5F,01,Mitte,5F,B,5F,5,75,W,0,0,0,0,601,601,600,1,103,118,174,93,20,19,10,22,1,5,1,2,0,1,0,0,0,3,0,1,1,0,0,1,0,0,1,0,0,0,4,0,5,2,5,8
Zweitstimme,01B5G,01,Mitte,5G,B,5G,5,75,W,0,0,0,0,399,399,395,3,86,97,74,47,40,9,6,17,0,5,1,0,0,1,0,0,0,0,1,0,1,0,0,5,0,0,1,1,0,0,1,0,1,0,0,1
Zweitstimme,01B5H,01,Mitte,5H,B,5H,5,75,W,0,0,0,0,478,478,477,1,80,91,147,79,30,10,8,13,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,3,1,6
Zweitstimme,01B5I,01,Mitte,5I,B,5I,5,75,W,0,0,0,0,473,473,467,6,97,104,109,67,32,10,9,7,1,2,0,1,0,2,0,0,0,0,0,2,0,0,0,5,0,0,1,0,0,1,1,0,2,0,6,8
Zweitstimme,01B5J,01,Mitte,5J,B,5J,5,75,W,0,0,0,0,542,542,539,3,63,52,225,111,22,11,5,15,1,1,0,2,0,2,0,0,0,3,0,2,0,0,0,2,0,0,2,0,0,1,8,0,1,1,2,7
Zweitstimme,01B5K,01,Mitte,5K,B,5K,5,75,W,0,0,0,0,695,695,691,3,125,216,163,71,37,29,3,17,0,4,0,3,0,1,2,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,3,0,2,1,0,9
Zweitstimme,01B5L,01,Mitte,5L,B,5L,5,75,W,0,0,0,0,677,677,676,1,110,66,261,127,24,17,21,11,0,3,0,3,0,2,0,0,0,1,0,2,0,0,0,1,0,0,3,0,0,2,8,0,3,3,0,8
Zweitstimme,01W600,01,Mitte,600,W,6A,6,75,W,1326,1025,301,0,346,8,343,2,42,44,97,77,21,12,11,11,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,1,4,0,0,2,10,3
Zweitstimme,01W601,01,Mitte,601,W,6B,6,75,W,798,629,169,0,300,5,298,2,61,82,57,41,17,7,5,3,1,0,1,1,0,0,0,0,0,0,0,5,2,0,0,2,0,0,1,0,0,0,1,0,2,1,6,2
Zweitstimme,01W602,01,Mitte,602,W,6B,6,75,W,1110,812,298,0,479,13,474,4,80,53,134,95,44,14,8,17,2,2,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,2,4,0,1,2,3,6
Zweitstimme,01W603,01,Mitte,603,W,6A,6,75,W,838,660,178,0,290,4,287,3,46,27,89,72,12,8,11,6,1,1,1,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,4,1
Zweitstimme,01W604,01,Mitte,604,W,6C,6,75,W,836,700,136,0,217,3,216,1,45,42,40,37,24,2,2,5,0,0,1,1,0,1,0,0,0,0,1,4,0,0,0,1,0,0,2,0,0,0,1,0,0,0,7,0
Zweitstimme,01W605,01,Mitte,605,W,6D,6,75,W,998,780,218,0,298,5,294,4,39,59,69,62,25,8,4,5,2,0,1,0,0,2,0,0,0,1,0,2,0,0,0,2,0,0,2,1,0,1,1,0,1,0,5,2
Zweitstimme,01W606,01,Mitte,606,W,6D,6,75,W,764,568,196,0,254,3,239,8,30,38,60,33,31,4,2,13,3,0,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,4,1,0,1,4,0,1,2,2,4
Zweitstimme,01W607,01,Mitte,607,W,6E,6,75,W,790,651,139,0,191,5,188,2,22,21,56,54,14,2,5,3,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,2
Zweitstimme,01W608,01,Mitte,608,W,6C,6,75,W,990,792,198,0,292,3,286,6,33,38,78,76,13,5,7,10,0,1,0,1,0,2,0,0,0,1,0,2,1,0,0,1,0,0,5,0,0,0,3,0,0,0,5,4
Zweitstimme,01W609,01,Mitte,609,W,6F,6,75,W,1117,871,246,0,337,5,333,3,53,42,81,86,19,10,13,4,0,1,0,1,0,3,1,0,0,1,0,2,1,0,0,0,0,0,2,0,0,0,3,0,1,0,5,4
Zweitstimme,01W610,01,Mitte,610,W,6F,6,75,W,1142,897,245,0,309,5,308,1,45,40,77,81,16,11,5,6,0,2,0,1,0,0,1,0,0,2,0,2,1,0,0,2,0,0,3,0,0,0,3,0,0,0,7,3
Zweitstimme,01W611,01,Mitte,611,W,6G,6,75,W,1292,984,308,0,356,7,350,4,50,36,96,91,18,12,9,7,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,3,0,0,0,2,0,2,0,13,4
Zweitstimme,01W612,01,Mitte,612,W,6E,6,75,W,1000,784,216,0,248,2,242,5,41,24,68,68,6,8,7,6,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,1,0,3,3
Zweitstimme,01W613,01,Mitte,613,W,6H,6,75,W,1346,1000,346,0,392,2,387,5,41,61,137,82,14,9,8,15,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,2,2,5,4
Zweitstimme,01W614,01,Mitte,614,W,6H,6,75,W,1154,847,307,0,464,11,454,9,60,98,96,74,45,14,9,17,2,0,0,3,0,2,3,1,0,2,0,6,0,0,0,4,0,0,3,0,0,1,3,0,0,3,3,5
Zweitstimme,01W615,01,Mitte,615,W,6G,6,75,W,881,694,187,0,217,2,216,1,33,31,53,66,8,6,1,5,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2
Zweitstimme,01W616,01,Mitte,616,W,6I,6,75,W,1027,782,245,0,349,6,343,3,39,25,115,92,15,4,17,12,2,0,0,0,0,3,0,0,0,1,1,4,2,0,0,1,0,0,2,1,0,1,1,0,0,1,2,2
