reason,berlin_total,berlin_male_diverse,berlin_female,berlin_east_total,berlin_east_male_diverse,berlin_east_female,berlin_west_total,berlin_west_male_diverse,berlin_west_female
18 bis unter 25,0.5283184741222199,0.6314644959402295,0.4253989054867004,1.0409348945987504,1.3621693335904863,0.6714583548965254,0.23377373328735376,0.162658389358997,0.2991742274187262
25 bis unter 35,0.5007682968280135,0.55837091898741,0.44916253377396,0.3841278926539669,0.3805977402363883,0.3869995172316824,0.5763246049210167,0.6642055741895407,0.4925376799191506
