reason,berlin_total,berlin_male_diverse,berlin_female,berlin_east_total,berlin_east_male_diverse,berlin_east_female,berlin_west_total,berlin_west_male_diverse,berlin_west_female
18 bis unter 25,0.5283184741222199,0.6314644959402295,0.4253989054867004,1.0409348945987504,1.3621693335904863,0.6714583548965254,0.23377373328735376,0.162658389358997,0.2991742274187262
25 bis unter 35,0.5007682968280135,0.55837091898741,0.44916253377396,0.3841278926539669,0.3805977402363883,0.3869995172316824,0.5763246049210167,0.6642055741895407,0.4925376799191506
35 bis unter 45,0.6213047368173613,0.4659205113277793,0.7700913328965118,0.6867370718329392,0.5040705734343549,0.8625619788014788,0.5575893543229945,0.4285756758327504,0.680499350422474
45 bis unter 60,0.55567655100529,0.4767963000150709,0.633338978308136,0.4874387436699033,0.5730914693905567,0.39817375839623703,0.6124039513011935,0.39244113187954555,0.8189676611311374
60 bis unter 70,0.5044746196561197,0.5703541578375477,0.4430927576207648,0.4544846098976648,0.6801947449095448,0.2484093813558981,0.5399284927442853,0.4938412331280852,0.5834915222629833
70 und älter,1.335880591199259,1.0229371872701167,1.5741169866088216,1.4596015155158144,1.497243649754977,1.432000097887452,1.2644063704936424,0.757996126610408,1.6583322476509297
