electoral_district_id,eligible_voters,voters,voter_turnout,valid_votes,party_spd,party_cdu,party_grüne,party_die_linke,party_afd,party_fdp,others
1,31739,25950,81.8,25703,22.7,19.5,24.6,8.5,4.6,9.2,10.9
2,31032,24641,79.4,24359,24.4,20,21.3,8.1,5.6,9.2,11.4
3,33381,27890,83.6,27619,22.3,27.4,20.5,5.2,4.7,11.8,8.2
4,29051,22982,79.1,22786,24.4,28.3,16,5.1,6.3,10.1,9.7
5,29636,22444,75.7,22143,24.9,26,14.3,5.6,7.6,9.9,11.7
6,31274,26443,84.6,26278,20.5,27.6,20.8,6.3,4.3,12.2,8.3
7,29712,25619,86.2,25449,20.2,28.9,19.9,4.7,4.2,14.1,8.1
