electoral_district_id,eligible_voters,voters,voter_turnout,valid_votes,party_spd,party_cdu,party_grüne,party_die_linke,party_afd,party_fdp,others
1,33686,21630,64.2,21648,18.1,6.9,29.9,23.5,6.6,2.8,12.2
2,32457,20170,62.1,19962,17.9,6.5,28.7,24.7,6.7,2.6,12.9
3,33490,18272,54.6,17948,25,12.9,16,17.1,12.9,4.2,11.9
4,34599,21076,60.9,20674,27.7,24,6.7,6.1,19.6,7.8,8.1
5,34857,23660,67.9,23096,25.3,25.7,9.4,6.4,17.8,8,7.5
6,33364,23199,69.5,22118,25.7,28.8,7.5,5.3,18.4,8.5,5.7
