feature,year_1990,year_1995,year_1999,year_2001,year_2006,year_2011,year_2016,year_2021,year_2023
Wahlberechtigte,100,96.6,92.7,91.9,90.3,91.7,92.5,90.8,90.1
Wählende,100,82.5,74.8,77.5,65.9,67.9,74.1,81.5,67.6
Briefwählende,100,114.1,135.9,125.1,140.5,161.9,186.8,314.9,250.9
Wahllokalwählende,100,78.1,66.3,70.8,55.5,54.8,58.4,49,42.1
