age,2017_total,2017_male,2017_female,2013_total,2013_male,2013_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,21.9,21.2,22.6,16.4,15.9,16.9,5.5,5.3,5.7
25 bis unter 35,22.7,22.9,22.6,16.7,16.3,17,6,6.6,5.6
35 bis unter 45,19.7,20.1,19.4,16.4,16,16.7,3.3,4.1,2.7
45 bis unter 60,18.7,18,19.5,19.9,19.8,20,-1.2,-1.8,-0.5
60 bis unter 70,22.8,22.6,22.9,21.3,22.5,20.2,1.5,0.1,2.7
70 und älter,18.4,19,18,19.3,20.4,18.4,-0.9,-1.4,-0.4
Insgesamt,20.2,20.2,20.3,18.7,18.8,18.5,1.5,1.4,1.8
