age,2017_total,2017_male,2017_female,2013_total,2013_male,2013_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,20.4,19.3,21.4,16.4,16,16.8,4,3.3,4.6
25 bis unter 35,21.8,22.4,21.2,17.2,16.9,17.5,4.6,5.5,3.7
35 bis unter 45,17.9,19,16.8,16.1,15.9,16.3,1.8,3.1,0.5
45 bis unter 60,17.2,16.8,17.5,20.1,20,20.1,-2.9,-3.2,-2.6
60 bis unter 70,21.1,21.3,20.9,20.9,22.4,19.6,0.2,-1.1,1.3
70 und älter,17.1,17.7,16.8,18.2,19.4,17.3,-1.1,-1.7,-0.5
Insgesamt,18.8,19,18.6,18.5,18.8,18.2,0.3,0.2,0.4
