address,district_id,district_name,electoral_district_id,electoral_district_type,postal_voting_district_id,berlin_east_west,electoral_district_berlin_election_id,electoral_district_federal_election_id,eligible_voters,voters,invalid_votes,valid_votes,party_cdu,party_cdu_percentage,party_spd,party_spd_percentage,party_die_linke,party_die_linke_percentage,party_grüne,party_grüne_percentage,party_afd,party_afd_percentage,party_fdp,party_fdp_percentage,others,others_percentage
07B4E,07,Tempelhof-Schöneberg,4E,B,074E,W,4,81,0,885,15,870,321,36.9,230,26.4,64,7.4,111,12.8,35,4.0,42,4.8,67,7.7
07B4F,07,Tempelhof-Schöneberg,4F,B,074F,W,4,81,0,759,8,751,192,25.6,212,28.2,68,9.1,150,20.0,34,4.5,30,4.0,65,8.7
07B4G,07,Tempelhof-Schöneberg,4G,B,074G,W,4,81,0,983,11,972,301,31.0,284,29.2,71,7.3,169,17.4,52,5.3,51,5.2,44,4.5
07B4H,07,Tempelhof-Schöneberg,4H,B,074H,W,4,81,0,867,12,855,262,30.6,232,27.1,63,7.4,157,18.4,45,5.3,28,3.3,68,8.0
07B4I,07,Tempelhof-Schöneberg,4I,B,074I,W,4,81,0,472,8,464,173,37.3,127,27.4,31,6.7,63,13.6,22,4.7,10,2.2,38,8.2
07B5A,07,Tempelhof-Schöneberg,5A,B,075A,W,5,81,0,815,9,806,294,36.5,211,26.2,64,7.9,104,12.9,31,3.8,36,4.5,66,8.2
07B5B,07,Tempelhof-Schöneberg,5B,B,075B,W,5,81,0,685,6,679,259,38.1,182,26.8,56,8.2,77,11.3,26,3.8,29,4.3,50,7.4
07B5C,07,Tempelhof-Schöneberg,5C,B,075C,W,5,81,0,771,11,760,303,39.9,187,24.6,68,8.9,77,10.1,29,3.8,41,5.4,55,7.2
07B5D,07,Tempelhof-Schöneberg,5D,B,075D,W,5,81,0,876,11,865,348,40.2,224,25.9,52,6.0,90,10.4,31,3.6,54,6.2,66,7.6
07B5E,07,Tempelhof-Schöneberg,5E,B,075E,W,5,81,0,767,14,753,305,40.5,192,25.5,48,6.4,73,9.7,44,5.8,40,5.3,51,6.8
07B5F,07,Tempelhof-Schöneberg,5F,B,075F,W,5,81,0,793,17,776,330,42.5,172,22.2,60,7.7,82,10.6,32,4.1,42,5.4,58,7.5
07B5G,07,Tempelhof-Schöneberg,5G,B,075G,W,5,81,0,890,18,872,376,43.1,205,23.5,56,6.4,97,11.1,40,4.6,44,5.0,54,6.2
07B5H,07,Tempelhof-Schöneberg,5H,B,075H,W,5,81,0,1033,18,1015,479,47.2,237,23.3,42,4.1,89,8.8,50,4.9,65,6.4,53,5.2
07B5I,07,Tempelhof-Schöneberg,5I,B,075I,W,5,81,0,565,9,556,268,48.2,137,24.6,22,4.0,46,8.3,22,4.0,39,7.0,22,4.0
07B6A,07,Tempelhof-Schöneberg,6A,B,076A,W,6,81,0,879,14,865,403,46.6,210,24.3,47,5.4,87,10.1,31,3.6,49,5.7,38,4.4
07B6B,07,Tempelhof-Schöneberg,6B,B,076B,W,6,81,0,1106,15,1091,549,50.3,254,23.3,40,3.7,88,8.1,43,3.9,77,7.1,40,3.7
07B6C,07,Tempelhof-Schöneberg,6C,B,076C,W,6,81,0,824,9,815,388,47.6,202,24.8,36,4.4,62,7.6,33,4.0,62,7.6,32,3.9
07B6D,07,Tempelhof-Schöneberg,6D,B,076D,W,6,81,0,754,8,746,349,46.8,177,23.7,43,5.8,74,9.9,23,3.1,36,4.8,44,5.9
07B6E,07,Tempelhof-Schöneberg,6E,B,076E,W,6,81,0,852,7,845,401,47.5,203,24.0,49,5.8,68,8.0,31,3.7,38,4.5,55,6.5
07B6F,07,Tempelhof-Schöneberg,6F,B,076F,W,6,81,0,605,12,593,271,45.7,162,27.3,32,5.4,40,6.7,28,4.7,33,5.6,27,4.6
07B6G,07,Tempelhof-Schöneberg,6G,B,076G,W,6,81,0,796,9,787,341,43.3,213,27.1,44,5.6,62,7.9,38,4.8,40,5.1,49,6.2
07B6H,07,Tempelhof-Schöneberg,6H,B,076H,W,6,81,0,1000,16,984,462,47.0,235,23.9,40,4.1,92,9.3,36,3.7,63,6.4,56,5.7
07B6I,07,Tempelhof-Schöneberg,6I,B,076I,W,6,81,0,558,7,551,259,47.0,125,22.7,22,4.0,62,11.3,20,3.6,39,7.1,24,4.4
07B7A,07,Tempelhof-Schöneberg,7A,B,077A,W,7,81,0,1003,12,991,498,50.3,223,22.5,40,4.0,88,8.9,32,3.2,62,6.3,48,4.8
07B7B,07,Tempelhof-Schöneberg,7B,B,077B,W,7,81,0,1075,10,1065,550,51.6,229,21.5,43,4.0,97,9.1,42,3.9,62,5.8,42,3.9
07B7C,07,Tempelhof-Schöneberg,7C,B,077C,W,7,81,0,868,15,853,415,48.7,178,20.9,42,4.9,71,8.3,47,5.5,60,7.0,40,4.7
07B7D,07,Tempelhof-Schöneberg,7D,B,077D,W,7,81,0,813,21,792,374,47.2,194,24.5,40,5.1,66,8.3,39,4.9,48,6.1,31,3.9
07B7E,07,Tempelhof-Schöneberg,7E,B,077E,W,7,81,0,816,15,801,323,40.3,206,25.7,61,7.6,64,8.0,41,5.1,54,6.7,52,6.5
07B7F,07,Tempelhof-Schöneberg,7F,B,077F,W,7,81,0,749,13,736,369,50.1,157,21.3,32,4.3,65,8.8,26,3.5,42,5.7,45,6.1
07B7G,07,Tempelhof-Schöneberg,7G,B,077G,W,7,81,0,817,9,808,399,49.4,164,20.3,37,4.6,77,9.5,38,4.7,55,6.8,38,4.7
07B7H,07,Tempelhof-Schöneberg,7H,B,077H,W,7,81,0,898,16,882,445,50.5,160,18.1,41,4.6,90,10.2,30,3.4,69,7.8,47,5.3
07B7I,07,Tempelhof-Schöneberg,7I,B,077I,W,7,81,0,931,11,920,440,47.8,206,22.4,44,4.8,100,10.9,28,3.0,60,6.5,42,4.6
07W101,07,Tempelhof-Schöneberg,101,W,071A,W,1,81,1846,780,12,768,253,32.9,194,25.3,102,13.3,79,10.3,55,7.2,52,6.8,33,4.3
07W102,07,Tempelhof-Schöneberg,102,W,071A,W,1,81,1863,760,4,756,177,23.4,218,28.8,144,19.0,107,14.2,38,5.0,35,4.6,37,4.9
07W103,07,Tempelhof-Schöneberg,103,W,071B,W,1,81,1941,1018,34,984,176,17.9,304,30.9,156,15.9,189,19.2,36,3.7,31,3.2,92,9.3
07W104,07,Tempelhof-Schöneberg,104,W,071B,W,1,81,1821,876,18,858,147,17.1,285,33.2,134,15.6,173,20.2,25,2.9,22,2.6,72,8.4
07W105,07,Tempelhof-Schöneberg,105,W,071H,W,1,81,1966,974,27,947,293,30.9,257,27.1,99,10.5,121,12.8,43,4.5,76,8.0,58,6.1
07W106,07,Tempelhof-Schöneberg,106,W,071I,W,1,81,1696,844,7,837,154,18.4,277,33.1,102,12.2,179,21.4,41,4.9,38,4.5,46,5.5
07W107,07,Tempelhof-Schöneberg,107,W,071I,W,1,81,1769,944,6,938,187,19.9,261,27.8,133,14.2,228,24.3,41,4.4,34,3.6,54,5.8
07W108,07,Tempelhof-Schöneberg,108,W,071D,W,1,81,1738,889,11,878,148,16.9,293,33.4,131,14.9,199,22.7,19,2.2,29,3.3,59,6.7
07W109,07,Tempelhof-Schöneberg,109,W,071H,W,1,81,1910,1007,12,995,242,24.3,298,29.9,103,10.4,186,18.7,43,4.3,69,6.9,54,5.4
07W110,07,Tempelhof-Schöneberg,110,W,071G,W,1,81,2125,1165,20,1145,310,27.1,335,29.3,149,13.0,202,17.6,61,5.3,48,4.2,40,3.5
07W111,07,Tempelhof-Schöneberg,111,W,071F,W,1,81,1805,1009,8,1001,245,24.5,291,29.1,139,13.9,211,21.1,36,3.6,30,3.0,49,4.9
07W112,07,Tempelhof-Schöneberg,112,W,071E,W,1,81,1954,1020,12,1008,178,17.7,299,29.7,139,13.8,259,25.7,41,4.1,30,3.0,62,6.2
07W113,07,Tempelhof-Schöneberg,113,W,071D,W,1,81,1954,1107,18,1089,185,17.0,365,33.5,161,14.8,242,22.2,34,3.1,42,3.9,60,5.5
07W114,07,Tempelhof-Schöneberg,114,W,071C,W,1,81,1751,940,15,925,141,15.2,260,28.1,163,17.6,221,23.9,36,3.9,27,2.9,77,8.3
07W115,07,Tempelhof-Schöneberg,115,W,071C,W,1,81,1772,944,20,924,80,8.7,277,30.0,193,20.9,248,26.8,21,2.3,12,1.3,93,10.1
07W116,07,Tempelhof-Schöneberg,116,W,071G,W,1,81,2038,991,12,979,282,28.8,271,27.7,96,9.8,174,17.8,55,5.6,40,4.1,61,6.2
07W117,07,Tempelhof-Schöneberg,117,W,071F,W,1,81,1961,963,11,952,254,26.7,259,27.2,118,12.4,166,17.4,48,5.0,39,4.1,68,7.1
07W118,07,Tempelhof-Schöneberg,118,W,071E,W,1,81,1934,1032,13,1019,127,12.5,330,32.4,165,16.2,261,25.6,33,3.2,31,3.0,72,7.1
07W201,07,Tempelhof-Schöneberg,201,W,072A,W,2,81,1928,1032,13,1019,265,26.0,348,34.2,91,8.9,205,20.1,29,2.8,36,3.5,45,4.4
07W202,07,Tempelhof-Schöneberg,202,W,072B,W,2,81,1965,1018,15,1003,226,22.5,297,29.6,154,15.4,185,18.4,45,4.5,24,2.4,72,7.2
07W203,07,Tempelhof-Schöneberg,203,W,072A,W,2,81,2055,1160,9,1151,178,15.5,386,33.5,168,14.6,315,27.4,27,2.3,25,2.2,52,4.5
07W204,07,Tempelhof-Schöneberg,204,W,072C,W,2,81,2062,987,7,980,158,16.1,322,32.9,142,14.5,237,24.2,43,4.4,24,2.4,54,5.5
07W205,07,Tempelhof-Schöneberg,205,W,072H,W,2,81,1789,908,15,893,134,15.0,269,30.1,160,17.9,220,24.6,19,2.1,20,2.2,71,8.0
07W206,07,Tempelhof-Schöneberg,206,W,072H,W,2,81,2107,1081,12,1069,98,9.2,357,33.4,219,20.5,267,25.0,20,1.9,22,2.1,86,8.0
07W207,07,Tempelhof-Schöneberg,207,W,072I,W,2,81,2104,1157,11,1146,139,12.1,317,27.7,231,20.2,307,26.8,37,3.2,25,2.2,90,7.9
07W208,07,Tempelhof-Schöneberg,208,W,072B,W,2,81,1961,1010,19,991,277,28.0,297,30.0,122,12.3,146,14.7,55,5.5,41,4.1,53,5.3
07W209,07,Tempelhof-Schöneberg,209,W,072C,W,2,81,1825,926,12,914,220,24.1,283,31.0,112,12.3,173,18.9,34,3.7,31,3.4,61,6.7
07W210,07,Tempelhof-Schöneberg,210,W,072D,W,2,81,2092,1114,19,1095,176,16.1,310,28.3,186,17.0,246,22.5,37,3.4,39,3.6,101,9.2
07W211,07,Tempelhof-Schöneberg,211,W,072E,W,2,81,2072,1078,19,1059,174,16.4,324,30.6,158,14.9,259,24.5,35,3.3,24,2.3,85,8.0
07W212,07,Tempelhof-Schöneberg,212,W,072F,W,2,81,1439,772,10,762,104,13.6,196,25.7,135,17.7,233,30.6,25,3.3,22,2.9,47,6.2
07W213,07,Tempelhof-Schöneberg,213,W,072F,W,2,81,1673,889,9,880,114,13.0,232,26.4,141,16.0,268,30.5,34,3.9,14,1.6,77,8.8
07W214,07,Tempelhof-Schöneberg,214,W,072E,W,2,81,1800,912,11,901,120,13.3,278,30.9,149,16.5,215,23.9,32,3.6,27,3.0,80,8.9
07W215,07,Tempelhof-Schöneberg,215,W,072G,W,2,81,2071,1082,17,1065,226,21.2,317,29.8,159,14.9,187,17.6,51,4.8,31,2.9,94,8.8
07W216,07,Tempelhof-Schöneberg,216,W,072G,W,2,81,2057,1092,22,1070,301,28.1,323,30.2,128,12.0,149,13.9,56,5.2,32,3.0,81,7.6
07W217,07,Tempelhof-Schöneberg,217,W,072D,W,2,81,1655,854,15,839,191,22.8,291,34.7,105,12.5,128,15.3,32,3.8,22,2.6,70,8.3
07W301,07,Tempelhof-Schöneberg,301,W,073A,W,3,81,2014,1176,15,1161,311,26.8,329,28.3,113,9.7,260,22.4,46,4.0,31,2.7,71,6.1
07W302,07,Tempelhof-Schöneberg,302,W,073A,W,3,81,1808,1103,7,1096,257,23.4,321,29.3,122,11.1,244,22.3,54,4.9,33,3.0,65,5.9
07W303,07,Tempelhof-Schöneberg,303,W,073B,W,3,81,1713,962,14,948,240,25.3,328,34.6,80,8.4,208,21.9,20,2.1,32,3.4,40,4.2
07W304,07,Tempelhof-Schöneberg,304,W,073B,W,3,81,1476,791,14,777,172,22.1,265,34.1,94,12.1,138,17.8,31,4.0,21,2.7,56,7.2
07W305,07,Tempelhof-Schöneberg,305,W,073C,W,3,81,1831,997,5,992,200,20.2,327,33.0,109,11.0,242,24.4,37,3.7,35,3.5,42,4.2
07W306,07,Tempelhof-Schöneberg,306,W,073C,W,3,81,1742,1021,8,1013,231,22.8,337,33.3,103,10.2,213,21.0,42,4.1,50,4.9,37,3.7
07W307,07,Tempelhof-Schöneberg,307,W,073D,W,3,81,1927,1054,9,1045,248,23.7,364,34.8,100,9.6,202,19.3,44,4.2,41,3.9,46,4.4
07W308,07,Tempelhof-Schöneberg,308,W,073D,W,3,81,1751,870,7,863,210,24.3,270,31.3,86,10.0,187,21.7,35,4.1,31,3.6,44,5.1
07W309,07,Tempelhof-Schöneberg,309,W,073E,W,3,81,1685,975,9,966,209,21.6,323,33.4,98,10.1,233,24.1,36,3.7,31,3.2,36,3.7
07W310,07,Tempelhof-Schöneberg,310,W,073E,W,3,81,1854,1009,3,1006,252,25.0,284,28.2,110,10.9,232,23.1,38,3.8,41,4.1,49,4.9
07W311,07,Tempelhof-Schöneberg,311,W,073G,W,3,81,1718,995,6,989,216,21.8,307,31.0,103,10.4,224,22.6,41,4.1,40,4.0,58,5.9
07W312,07,Tempelhof-Schöneberg,312,W,073H,W,3,81,1384,756,10,746,159,21.3,241,32.3,94,12.6,155,20.8,26,3.5,23,3.1,48,6.4
07W313,07,Tempelhof-Schöneberg,313,W,073F,W,3,81,1835,1032,15,1017,220,21.6,323,31.8,98,9.6,250,24.6,36,3.5,32,3.1,58,5.7
07W314,07,Tempelhof-Schöneberg,314,W,073F,W,3,81,1687,948,13,935,185,19.8,312,33.4,116,12.4,201,21.5,41,4.4,30,3.2,50,5.3
07W315,07,Tempelhof-Schöneberg,315,W,073G,W,3,81,1925,1063,16,1047,209,20.0,319,30.5,119,11.4,240,22.9,54,5.2,37,3.5,69,6.6
07W316,07,Tempelhof-Schöneberg,316,W,073H,W,3,81,2052,1031,19,1012,228,22.5,340,33.6,148,14.6,142,14.0,33,3.3,30,3.0,91,9.0
07W317,07,Tempelhof-Schöneberg,317,W,073I,W,3,81,1781,896,18,878,203,23.1,292,33.3,117,13.3,130,14.8,34,3.9,25,2.8,77,8.8
07W318,07,Tempelhof-Schöneberg,318,W,073I,W,3,81,1678,836,35,801,227,28.3,251,31.3,94,11.7,89,11.1,47,5.9,21,2.6,72,9.0
07W319,07,Tempelhof-Schöneberg,319,W,073K,W,3,81,2066,1032,30,1002,354,35.3,271,27.0,89,8.9,108,10.8,63,6.3,40,4.0,77,7.7
07W401,07,Tempelhof-Schöneberg,401,W,074A,W,4,81,1745,919,17,902,230,25.5,263,29.2,122,13.5,150,16.6,45,5.0,29,3.2,63,7.0
07W402,07,Tempelhof-Schöneberg,402,W,074A,W,4,81,1911,1016,10,1006,223,22.2,257,25.5,143,14.2,278,27.6,23,2.3,34,3.4,48,4.8
07W403,07,Tempelhof-Schöneberg,403,W,074B,W,4,81,1979,1088,9,1079,396,36.7,306,28.4,108,10.0,136,12.6,39,3.6,29,2.7,65,6.0
07W404,07,Tempelhof-Schöneberg,404,W,074B,W,4,81,1653,847,14,833,214,25.7,243,29.2,101,12.1,161,19.3,37,4.4,29,3.5,48,5.8
07W405,07,Tempelhof-Schöneberg,405,W,074C,W,4,81,1980,935,23,912,250,27.4,267,29.3,125,13.7,119,13.0,51,5.6,30,3.3,70,7.7
07W406,07,Tempelhof-Schöneberg,406,W,074I,W,4,81,2004,1029,20,1009,275,27.3,285,28.2,137,13.6,132,13.1,54,5.4,38,3.8,88,8.7
07W407,07,Tempelhof-Schöneberg,407,W,074C,W,4,81,1853,897,13,884,262,29.6,256,29.0,124,14.0,89,10.1,57,6.4,28,3.2,68,7.7
07W408,07,Tempelhof-Schöneberg,408,W,074G,W,4,81,1800,987,9,978,249,25.5,293,30.0,109,11.1,169,17.3,47,4.8,29,3.0,82,8.4
07W409,07,Tempelhof-Schöneberg,409,W,074G,W,4,81,2009,947,17,930,279,30.0,282,30.3,119,12.8,134,14.4,37,4.0,25,2.7,54,5.8
07W410,07,Tempelhof-Schöneberg,410,W,074H,W,4,81,2170,1023,21,1002,325,32.4,264,26.3,131,13.1,123,12.3,63,6.3,17,1.7,79,7.9
07W411,07,Tempelhof-Schöneberg,411,W,074D,W,4,81,2070,985,17,968,279,28.8,258,26.7,127,13.1,114,11.8,69,7.1,29,3.0,92,9.5
07W412,07,Tempelhof-Schöneberg,412,W,074F,W,4,81,1882,1055,15,1040,292,28.1,272,26.2,135,13.0,180,17.3,46,4.4,32,3.1,83,8.0
07W413,07,Tempelhof-Schöneberg,413,W,074H,W,4,81,1997,1087,19,1068,256,24.0,330,30.9,149,14.0,161,15.1,52,4.9,30,2.8,90,8.4
07W414,07,Tempelhof-Schöneberg,414,W,074D,W,4,81,2156,925,18,907,263,29.0,259,28.6,122,13.5,97,10.7,54,6.0,31,3.4,81,8.9
07W415,07,Tempelhof-Schöneberg,415,W,074F,W,4,81,1876,988,17,971,246,25.3,267,27.5,155,16.0,128,13.2,59,6.1,25,2.6,91,9.4
07W416,07,Tempelhof-Schöneberg,416,W,074E,W,4,81,2304,1192,24,1168,360,30.8,309,26.5,148,12.7,151,12.9,81,6.9,22,1.9,97,8.3
07W417,07,Tempelhof-Schöneberg,417,W,074E,W,4,81,1671,889,17,872,246,28.2,244,28.0,99,11.4,131,15.0,46,5.3,21,2.4,85,9.7
07W501,07,Tempelhof-Schöneberg,501,W,075A,W,5,81,2172,1107,23,1084,328,30.3,344,31.7,118,10.9,93,8.6,61,5.6,28,2.6,112,10.3
07W502,07,Tempelhof-Schöneberg,502,W,075A,W,5,81,2061,957,18,939,270,28.8,271,28.9,121,12.9,106,11.3,52,5.5,29,3.1,90,9.6
07W503,07,Tempelhof-Schöneberg,503,W,075B,W,5,81,1953,1101,26,1075,409,38.0,322,30.0,108,10.0,92,8.6,41,3.8,39,3.6,64,6.0
07W504,07,Tempelhof-Schöneberg,504,W,075B,W,5,81,2235,1005,28,977,241,24.7,249,25.5,165,16.9,119,12.2,55,5.6,32,3.3,116,11.9
07W505,07,Tempelhof-Schöneberg,505,W,075C,W,5,81,2039,1089,15,1074,342,31.8,287,26.7,130,12.1,112,10.4,72,6.7,31,2.9,100,9.3
07W506,07,Tempelhof-Schöneberg,506,W,075C,W,5,81,2171,1128,22,1106,377,34.1,309,27.9,125,11.3,106,9.6,74,6.7,35,3.2,80,7.2
07W507,07,Tempelhof-Schöneberg,507,W,075D,W,5,81,2063,962,24,938,335,35.7,252,26.9,106,11.3,76,8.1,50,5.3,31,3.3,88,9.4
07W508,07,Tempelhof-Schöneberg,508,W,075D,W,5,81,2089,1104,21,1083,399,36.8,274,25.3,129,11.9,77,7.1,62,5.7,41,3.8,101,9.3
07W509,07,Tempelhof-Schöneberg,509,W,075E,W,5,81,1998,1038,21,1017,379,37.3,269,26.5,104,10.2,69,6.8,59,5.8,43,4.2,94,9.2
07W510,07,Tempelhof-Schöneberg,510,W,075E,W,5,81,1714,830,18,812,296,36.5,232,28.6,77,9.5,63,7.8,46,5.7,31,3.8,67,8.3
07W511,07,Tempelhof-Schöneberg,511,W,075H,W,5,81,1947,973,15,958,357,37.3,273,28.5,86,9.0,89,9.3,55,5.7,35,3.7,63,6.6
07W512,07,Tempelhof-Schöneberg,512,W,075F,W,5,81,1900,986,29,957,311,32.5,284,29.7,123,12.9,89,9.3,53,5.5,20,2.1,77,8.0
07W513,07,Tempelhof-Schöneberg,513,W,075F,W,5,81,1972,880,32,848,292,34.4,250,29.5,88,10.4,82,9.7,46,5.4,13,1.5,77,9.1
07W514,07,Tempelhof-Schöneberg,514,W,075G,W,5,81,2175,1133,21,1112,368,33.1,321,28.9,111,10.0,98,8.8,70,6.3,44,4.0,100,9.0
07W515,07,Tempelhof-Schöneberg,515,W,075G,W,5,81,2013,895,28,867,279,32.2,243,28.0,96,11.1,63,7.3,68,7.8,44,5.1,74,8.5
07W516,07,Tempelhof-Schöneberg,516,W,075H,W,5,81,2151,1044,23,1021,440,43.1,271,26.5,85,8.3,84,8.2,51,5.0,43,4.2,47,4.6
07W517,07,Tempelhof-Schöneberg,517,W,075I,W,5,81,1986,995,18,977,415,42.5,253,25.9,74,7.6,82,8.4,57,5.8,42,4.3,54,5.5
07W601,07,Tempelhof-Schöneberg,601,W,076A,W,6,81,1898,916,19,897,361,40.2,219,24.4,77,8.6,88,9.8,55,6.1,42,4.7,55,6.1
07W602,07,Tempelhof-Schöneberg,602,W,076A,W,6,81,2319,1326,25,1301,621,47.7,319,24.5,80,6.1,69,5.3,84,6.5,62,4.8,66,5.1
07W603,07,Tempelhof-Schöneberg,603,W,076B,W,6,81,1995,1080,14,1066,463,43.4,270,25.3,66,6.2,85,8.0,72,6.8,47,4.4,63,5.9
07W604,07,Tempelhof-Schöneberg,604,W,076B,W,6,81,2195,1229,15,1214,544,44.8,317,26.1,76,6.3,85,7.0,75,6.2,58,4.8,59,4.9
07W605,07,Tempelhof-Schöneberg,605,W,076C,W,6,81,2084,1110,24,1086,471,43.4,314,28.9,94,8.7,63,5.8,46,4.2,47,4.3,51,4.7
07W606,07,Tempelhof-Schöneberg,606,W,076C,W,6,81,1747,1049,17,1032,467,45.3,279,27.0,45,4.4,115,11.1,49,4.7,44,4.3,33,3.2
07W607,07,Tempelhof-Schöneberg,607,W,076D,W,6,81,2061,1177,16,1161,463,39.9,306,26.4,108,9.3,75,6.5,77,6.6,50,4.3,82,7.1
07W608,07,Tempelhof-Schöneberg,608,W,076D,W,6,81,1170,601,8,593,263,44.4,140,23.6,54,9.1,31,5.2,40,6.7,18,3.0,47,7.9
07W609,07,Tempelhof-Schöneberg,609,W,076E,W,6,81,2730,1225,31,1194,510,42.7,308,25.8,114,9.5,61,5.1,69,5.8,46,3.9,86,7.2
07W610,07,Tempelhof-Schöneberg,610,W,076E,W,6,81,1389,625,16,609,266,43.7,143,23.5,51,8.4,39,6.4,34,5.6,22,3.6,54,8.9
07W611,07,Tempelhof-Schöneberg,611,W,076F,W,6,81,1813,908,3,905,382,42.2,226,25.0,92,10.2,37,4.1,65,7.2,30,3.3,73,8.1
07W612,07,Tempelhof-Schöneberg,612,W,076F,W,6,81,1484,714,22,692,295,42.6,179,25.9,60,8.7,45,6.5,50,7.2,18,2.6,45,6.5
07W613,07,Tempelhof-Schöneberg,613,W,076G,W,6,81,2122,957,34,923,373,40.4,256,27.7,120,13.0,42,4.6,43,4.7,17,1.8,72,7.8
07W614,07,Tempelhof-Schöneberg,614,W,076G,W,6,81,2262,1080,31,1049,420,40.0,307,29.3,95,9.1,47,4.5,59,5.6,39,3.7,82,7.8
07W615,07,Tempelhof-Schöneberg,615,W,076H,W,6,81,1806,919,25,894,346,38.7,255,28.5,79,8.8,70,7.8,47,5.3,33,3.7,64,7.2
07W616,07,Tempelhof-Schöneberg,616,W,076H,W,6,81,2289,1189,8,1181,555,47.0,262,22.2,61,5.2,114,9.7,73,6.2,64,5.4,52,4.4
07W617,07,Tempelhof-Schöneberg,617,W,076I,W,6,81,1903,1062,15,1047,465,44.4,285,27.2,57,5.4,107,10.2,49,4.7,42,4.0,42,4.0
07W701,07,Tempelhof-Schöneberg,701,W,077A,W,7,81,2018,1182,28,1154,558,48.4,252,21.8,77,6.7,95,8.2,70,6.1,61,5.3,41,3.6
07W702,07,Tempelhof-Schöneberg,702,W,077A,W,7,81,2069,1185,10,1175,550,46.8,252,21.4,64,5.4,113,9.6,60,5.1,71,6.0,65,5.5
07W703,07,Tempelhof-Schöneberg,703,W,077B,W,7,81,2154,1224,15,1209,561,46.4,303,25.1,64,5.3,105,8.7,70,5.8,48,4.0,58,4.8
07W704,07,Tempelhof-Schöneberg,704,W,077B,W,7,81,2010,987,17,970,417,43.0,238,24.5,93,9.6,72,7.4,45,4.6,40,4.1,65,6.7
07W705,07,Tempelhof-Schöneberg,705,W,077C,W,7,81,1857,1043,25,1018,438,43.0,260,25.5,77,7.6,56,5.5,77,7.6,36,3.5,74,7.3
07W706,07,Tempelhof-Schöneberg,706,W,077C,W,7,81,1833,974,13,961,421,43.8,222,23.1,91,9.5,73,7.6,61,6.3,35,3.6,58,6.0
07W707,07,Tempelhof-Schöneberg,707,W,077D,W,7,81,1999,1124,17,1107,518,46.8,272,24.6,71,6.4,78,7.0,53,4.8,45,4.1,70,6.3
07W708,07,Tempelhof-Schöneberg,708,W,077D,W,7,81,2108,1145,31,1114,443,39.8,291,26.1,121,10.9,62,5.6,59,5.3,32,2.9,106,9.5
07W709,07,Tempelhof-Schöneberg,709,W,077I,W,7,81,1863,1056,14,1042,461,44.2,231,22.2,74,7.1,110,10.6,58,5.6,51,4.9,57,5.5
07W710,07,Tempelhof-Schöneberg,710,W,077E,W,7,81,1903,809,19,790,305,38.6,193,24.4,98,12.4,55,7.0,59,7.5,30,3.8,50,6.3
07W711,07,Tempelhof-Schöneberg,711,W,077E,W,7,81,1870,935,22,913,359,39.3,249,27.3,90,9.9,57,6.2,55,6.0,33,3.6,70,7.7
07W712,07,Tempelhof-Schöneberg,712,W,077G,W,7,81,1952,940,22,918,376,41.0,250,27.2,94,10.2,63,6.9,56,6.1,32,3.5,47,5.1
07W713,07,Tempelhof-Schöneberg,713,W,077F,W,7,81,1782,879,21,858,375,43.7,222,25.9,72,8.4,57,6.6,38,4.4,42,4.9,52,6.1
07W714,07,Tempelhof-Schöneberg,714,W,077F,W,7,81,1816,916,21,895,379,42.3,231,25.8,77,8.6,61,6.8,61,6.8,32,3.6,54,6.0
07W715,07,Tempelhof-Schöneberg,715,W,077I,W,7,81,1754,999,14,985,376,38.2,244,24.8,71,7.2,123,12.5,51,5.2,62,6.3,58,5.9
07W716,07,Tempelhof-Schöneberg,716,W,077G,W,7,81,1487,826,12,814,371,45.6,187,23.0,56,6.9,75,9.2,40,4.9,43,5.3,42,5.2
07W717,07,Tempelhof-Schöneberg,717,W,077H,W,7,81,1574,804,10,794,356,44.8,172,21.7,64,8.1,72,9.1,47,5.9,31,3.9,52,6.5
07W718,07,Tempelhof-Schöneberg,718,W,077H,W,7,81,1818,957,14,943,421,44.6,221,23.4,72,7.6,71,7.5,57,6.0,46,4.9,55,5.8
08B1A,08,Neukölln,1A,B,081A,W,1,82,0,1151,16,1135,120,10.6,260,22.9,223,19.6,410,36.1,14,1.2,17,1.5,91,8.0
08B1B,08,Neukölln,1B,B,081B,W,1,82,0,1082,11,1071,111,10.4,228,21.3,211,19.7,387,36.1,12,1.1,19,1.8,103,9.6
08B1C,08,Neukölln,1C,B,081C,W,1,82,0,1008,13,995,137,13.8,221,22.2,197,19.8,310,31.2,16,1.6,17,1.7,97,9.7
08B1D,08,Neukölln,1D,B,081D,W,1,82,0,847,10,837,152,18.2,191,22.8,155,18.5,221,26.4,23,2.7,14,1.7,81,9.7
08B1E,08,Neukölln,1E,B,081E,W,1,82,0,779,9,770,162,21.0,164,21.3,130,16.9,194,25.2,24,3.1,17,2.2,79,10.3
08B1F,08,Neukölln,1F,B,081F,W,1,82,0,954,15,939,216,23.0,207,22.0,153,16.3,233,24.8,18,1.9,23,2.4,89,9.5
08B2A,08,Neukölln,2A,B,082A,W,2,82,0,1070,11,1059,134,12.7,236,22.3,199,18.8,335,31.6,23,2.2,22,2.1,110,10.4
08B2B,08,Neukölln,2B,B,082B,W,2,82,0,1198,15,1183,165,13.9,265,22.4,216,18.3,366,30.9,25,2.1,23,1.9,123,10.4
