age,2017_total,2017_male,2017_female,2013_total,2013_male,2013_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,5.1,6.2,4.1,2.5,3.1,2.0,2.6,3.1,2.1
25 bis unter 35,6.3,7.9,4.8,3.2,3.8,2.7,3.1,4.1,2.1
35 bis unter 45,8.1,10.5,5.8,3.6,4.5,2.8,4.5,6.0,3.0
45 bis unter 60,13.0,16.4,9.6,4.4,5.3,3.6,8.6,11.1,6.0
60 bis unter 70,11.5,15.0,8.4,4.2,5.1,3.4,7.3,9.9,5.0
70 und älter,8.3,11.3,6.0,3.1,4.0,2.4,5.2,7.3,3.6
Insgesamt,9.6,12.3,7.0,3.7,4.5,3.0,5.9,7.8,4.0
