age,2017_total,2017_male,2017_female,2013_total,2013_male,2013_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,6.0,6.5,5.5,3.8,4.4,3.2,2.2,2.1,2.3
25 bis unter 35,6.8,8.6,5.1,3.7,4.6,2.9,3.1,4.0,2.2
35 bis unter 45,8.9,11.3,6.6,5.4,7.0,3.7,3.5,4.3,2.9
45 bis unter 60,13.3,17.0,9.5,5.7,6.8,4.5,7.6,10.2,5.0
60 bis unter 70,12.0,15.8,8.5,5.8,7.1,4.6,6.2,8.7,3.9
70 und älter,8.8,12.2,6.3,3.8,5.2,2.8,5.0,7.0,3.5
Insgesamt,10.1,13.1,7.3,4.8,6.1,3.7,5.3,7.0,3.6
