age,2017_total,2017_male,2017_female,2013_total,2013_male,2013_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,17.7,16.7,18.6,17.7,17.8,17.6,0.0,-1.1,1.0
25 bis unter 35,13.2,12.3,14.0,15.7,18.8,12.8,-2.5,-6.5,1.2
35 bis unter 45,9.6,9.2,9.9,10.8,12.3,9.1,-1.2,-3.1,0.8
45 bis unter 60,6.8,5.2,8.4,7.2,7.9,6.5,-0.4,-2.7,1.9
60 bis unter 70,4.6,3.5,5.6,4.0,4.5,3.6,0.6,-1.0,2.0
70 und älter,2.4,1.6,3.0,1.9,2.4,1.6,0.5,-0.8,1.4
Insgesamt,7.9,7.0,8.8,8.8,10.2,7.5,-0.9,-3.2,1.3
