age,2017_total,2017_male,2017_female,2013_total,2013_male,2013_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,19.1,17.1,21.0,13.7,13.0,14.2,5.4,4.1,6.8
25 bis unter 35,21.7,21.8,21.6,14.4,14.3,14.5,7.3,7.5,7.1
35 bis unter 45,15.7,17.6,13.9,11.6,11.8,11.4,4.1,5.8,2.5
45 bis unter 60,12.8,13.0,12.5,11.9,12.7,11.2,0.9,0.3,1.3
60 bis unter 70,13.3,14.3,12.5,10.9,13.0,9.0,2.4,1.3,3.5
70 und älter,5.6,6.8,4.7,5.1,6.4,4.1,0.5,0.4,0.6
Insgesamt,13.5,14.3,12.8,10.8,11.8,10.0,2.7,2.5,2.8
