age,2017_total,2017_male,2017_female,2013_total,2013_male,2013_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,22.7,23.5,22,21.1,21.2,21,1.6,2.3,1
25 bis unter 35,21.8,23.1,20.7,20.1,19.6,20.5,1.7,3.5,0.2
35 bis unter 45,20.4,20.5,20.2,21.2,20.4,22.2,-0.8,0.1,-2
45 bis unter 60,23.3,22.2,24.4,33,31.4,34.6,-9.7,-9.2,-10.2
60 bis unter 70,32.7,32.1,33.3,38.6,38.8,38.4,-5.9,-6.7,-5.1
70 und älter,36.2,35.6,36.6,39.4,39.8,39.2,-3.2,-4.2,-2.6
Insgesamt,26.1,25.6,26.5,29.5,28.6,30.3,-3.4,-3,-3.8
