age,total,party_cdu,party_spu,party_die_linke,party_grüne,party_afd,party_fdp,others
18 bis unter 25,100,16.2,14.9,21.0,22.0,5.5,7.7,12.7
25 bis unter 35,100,18.0,15.9,21.6,21.4,5.1,6.9,11.2
35 bis unter 45,100,24.4,16.3,13.9,21.6,6.6,7.8,9.4
45 bis unter 60,100,24.3,18.2,12.5,18.1,9.5,9.9,7.4
60 bis unter 70,100,28.3,23.5,12.5,12.4,8.5,10.9,3.8
70 und älter,100,43.4,25.0,4.7,4.7,6.3,13.9,2.1
Insgesamt,100,27.9,19.8,12.8,15.3,7.3,10.1,6.8
