age,2017_total,2017_male,2017_female,2013_total,2013_male,2013_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,29.9,29.4,30.2,25.6,26.2,25.0,4.3,3.2,5.2
25 bis unter 35,26.6,27.6,25.8,22.6,23.4,21.9,4.0,4.2,3.9
35 bis unter 45,26.7,26.6,26.8,25.1,23.9,26.4,1.6,2.7,0.4
45 bis unter 60,29.9,28.1,31.7,37.8,36.6,39.1,-7.9,-8.5,-7.4
60 bis unter 70,40.9,39.6,42.1,45.1,45.6,44.6,-4.2,-6.0,-2.5
70 und älter,42,42.1,41.8,44.5,45.3,43.9,-2.5,-3.2,-2.1
Insgesamt,32.4,31.6,33.2,33.9,33.4,34.3,-1.5,-1.8,-1.1
