age,2017_total,2017_male,2017_female,2013_total,2013_male,2013_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,6.4,7.8,5.0,1.9,2.5,1.5,4.5,5.3,3.5
25 bis unter 35,5.0,5.7,4.4,1.6,1.8,1.4,3.4,3.9,3.0
35 bis unter 45,5.7,5.3,6.1,1.7,2.0,1.4,4.0,3.3,4.7
45 bis unter 60,6.7,6.3,7.1,1.8,1.9,1.7,4.9,4.4,5.4
60 bis unter 70,7.5,7.5,7.5,1.5,1.6,1.4,6.0,5.9,6.1
70 und älter,8.8,8.6,8.9,2.2,2.1,2.3,6.6,6.5,6.6
Insgesamt,6.9,6.8,6.9,1.8,1.9,1.7,5.1,4.9,5.2
