age,2017_total,2017_male,2017_female,2013_total,2013_male,2013_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,6.4,7.4,5.5,1.7,2.2,1.2,4.7,5.2,4.3
25 bis unter 35,4.7,5.1,4.2,1.4,1.6,1.3,3.3,3.5,2.9
35 bis unter 45,5.1,5.2,5.1,1.6,1.7,1.4,3.5,3.5,3.7
45 bis unter 60,5.6,5.4,5.8,1.4,1.5,1.3,4.2,3.9,4.5
60 bis unter 70,5.8,5.7,5.9,1.2,1.2,1.1,4.6,4.5,4.8
70 und älter,6.5,6.4,6.6,1.6,1.4,1.7,4.9,5,4.9
Insgesamt,5.6,5.7,5.6,1.4,1.5,1.4,4.2,4.2,4.2
