age,total,party_cdu,party_spu,party_die_linke,party_grüne,party_afd,party_fdp,others
18 bis unter 25,100,19.6,24.1,17.6,19.0,5.1,6.4,8.2
25 bis unter 35,100,18.8,23.1,19.4,19.7,6.3,5.0,7.6
35 bis unter 45,100,23.3,23.8,13.3,19.1,8.1,5.7,6.6
45 bis unter 60,100,25.4,24.1,10.7,16.4,13.0,6.7,3.8
60 bis unter 70,100,29.1,28.2,10.7,10.9,11.5,7.5,2.1
70 und älter,100,46.0,28.2,4.1,3.8,8.3,8.8,0.8
Insgesamt,100,28.7,25.4,11.4,13.9,9.6,6.9,4.2
