age,2017_total,2017_male,2017_female,2013_total,2013_male,2013_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,7.3,9.5,5.4,4.6,5.4,3.9,2.7,4.1,1.5
25 bis unter 35,10.9,13.5,8.6,3.8,4.2,3.5,7.1,9.3,5.1
35 bis unter 45,13.8,16.7,10.9,4,4.7,3.3,9.8,12,7.6
45 bis unter 60,19,24,14,5,5.6,4.2,14,18.4,9.8
60 bis unter 70,15.8,19.7,12.4,3.8,4.2,3.5,12,15.5,8.9
70 und älter,9.6,12.7,7.3,2.1,2.9,1.5,7.5,9.8,5.8
Insgesamt,13.9,17.7,10.5,3.9,4.6,3.3,10,13.1,7.2
