age,2017_total,2017_male,2017_female,2013_total,2013_male,2013_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,17.4,14.5,20.2,15.6,12,18.9,1.8,2.5,1.3
25 bis unter 35,17.3,14.9,19.5,16.3,13,19.4,1,1.9,0.1
35 bis unter 45,17.4,15.1,19.7,18.1,16.1,20.2,-0.7,-1,-0.5
45 bis unter 60,14.1,12.9,15.2,14.2,12.7,15.7,-0.1,0.2,-0.5
60 bis unter 70,9,8.2,9.7,7.9,7,8.7,1.1,1.2,1
70 und älter,4,3.9,4.2,3.8,3.4,4.1,0.2,0.5,0.1
Insgesamt,12.6,11.4,13.6,12.3,10.9,13.7,0.3,0.5,-0.1
