age,2017_total,2017_male,2017_female,2013_total,2013_male,2013_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,12.7,12.6,12.7,14.4,17.4,11.6,-1.7,-4.8,1.1
25 bis unter 35,11.6,12.1,11.2,12.8,15.5,10.3,-1.2,-3.4,0.9
35 bis unter 45,9,8.5,9.4,9.2,10,8.4,-0.2,-1.5,1
45 bis unter 60,6.3,5.2,7.4,6,6.7,5.4,0.3,-1.5,2
60 bis unter 70,3.3,2.8,3.8,3.2,3.7,2.7,0.1,-0.9,1.1
70 und älter,1.6,1.1,2.1,2.1,2,2.1,-0.5,-0.9,0
Insgesamt,6.5,6.1,6.8,6.8,8,5.8,-0.3,-1.9,1
