age,total,party_cdu,party_spu,party_die_linke,party_grüne,party_afd,party_fdp,others
18 bis unter 25,100,14.1,15.7,30.2,20.3,5.4,6.2,8.1
25 bis unter 35,100,17.9,14.9,25.8,18.9,8.6,4,10
35 bis unter 45,100,18.2,15.1,26.8,19,10.9,3.9,6.1
45 bis unter 60,100,21.2,13.2,31.7,10.8,14,4,5.1
60 bis unter 70,100,21.6,13.4,42.1,4.2,12.4,3.4,2.8
70 und älter,100,24.9,19.3,41.8,2.6,7.3,2.9,1.2
Insgesamt,100,20.5,15.2,33.2,11.6,10.5,3.8,5.2
