age,2017_total,2017_male,2017_female,2013_total,2013_male,2013_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,8.7,9.6,7.8,14,16.1,12,-5.3,-6.5,-4.2
25 bis unter 35,8.7,9.4,8.1,12.6,15.6,9.9,-3.9,-6.2,-1.8
35 bis unter 45,6.9,8.2,5.7,8.9,10.6,7,-2,-2.4,-1.3
45 bis unter 60,4.2,4,4.4,6.2,7.2,5.3,-2,-3.2,-0.9
60 bis unter 70,2.3,2.5,2.2,3.3,4,2.8,-1,-1.5,-0.6
70 und älter,0.9,0.9,0.9,1.8,1.9,1.7,-0.9,-1,-0.8
Insgesamt,4.7,5.1,4.3,7,8.4,5.6,-2.3,-3.3,-1.3
