age,2017_total,2017_male,2017_female,2013_total,2013_male,2013_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,18,14.6,21.3,15.9,11.7,19.7,2.1,2.9,1.6
25 bis unter 35,18.3,15.6,20.7,20.1,17.0,23.2,-1.8,-1.4,-2.5
35 bis unter 45,17.6,14.5,20.6,20.3,18.5,22.3,-2.7,-4.0,-1.7
45 bis unter 60,13.7,12.1,15.3,15.8,14.1,17.5,-2.1,-2.0,-2.2
60 bis unter 70,8,6.8,9.1,7.7,7.1,8.2,0.3,-0.3,0.9
70 und älter,3.2,2.7,3.5,3.1,3.0,3.1,0.1,-0.3,0.4
Insgesamt,12.4,10.8,13.8,13.6,12.3,14.9,-1.2,-1.5,-1.1
