age,2017_total,2017_male,2017_female,2013_total,2013_male,2013_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,21.2,22.6,20.0,27.1,28.9,25.5,-5.9,-6.3,-5.5
25 bis unter 35,19.3,19.3,19.3,23.8,24.3,23.4,-4.5,-5.0,-4.1
35 bis unter 45,19.4,19.0,19.7,23.0,23.2,22.8,-3.6,-4.2,-3.1
45 bis unter 60,19.5,19.6,19.5,24.4,25.0,23.8,-4.9,-5.4,-4.3
60 bis unter 70,22.2,21.9,22.4,28.7,29.1,28.4,-6.5,-7.2,-6.0
70 und älter,24.8,24.9,24.8,27.5,28.1,27.0,-2.7,-3.2,-2.2
Insgesamt,21,20.9,21.1,25.5,26.0,25.1,-4.5,-5.1,-4.0
