age,2017_total,2017_male,2017_female,2013_total,2013_male,2013_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,19.4,16.7,22.0,17.0,12.6,21.2,2.4,4.1,0.8
25 bis unter 35,19.0,16.5,21.4,18.5,15.1,21.7,0.5,1.4,-0.3
35 bis unter 45,18.9,16.1,21.6,18.4,16.5,20.4,0.5,-0.4,1.2
45 bis unter 60,16.3,14.5,18.1,17.6,15.6,19.6,-1.3,-1.1,-1.5
60 bis unter 70,11.6,10.7,12.4,10.3,9.2,11.3,1.3,1.5,1.1
70 und älter,4.7,4.8,4.7,4.6,4.2,4.9,0.1,0.6,-0.2
Insgesamt,14.1,12.8,15.3,14.0,12.4,15.5,0.1,0.4,-0.2
