age,2017_total,2017_male,2017_female,2013_total,2013_male,2013_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,17.8,17.3,18.3,21.7,21.3,22.0,-3.9,-4.0,-3.7
25 bis unter 35,17.9,17.3,18.5,21.8,21.3,22.2,-3.9,-4.0,-3.7
35 bis unter 45,20.4,19.5,21.3,26.0,25.4,26.7,-5.6,-5.9,-5.4
45 bis unter 60,22.8,21.4,24.2,27.7,27.1,28.3,-4.9,-5.7,-4.1
60 bis unter 70,25.8,23.6,27.6,33.7,31.3,35.9,-7.9,-7.7,-8.3
70 und älter,37.4,34.2,39.7,44.1,41.5,46.0,-6.7,-7.3,-6.3
Insgesamt,24.7,22.8,26.4,30.0,28.4,31.5,-5.3,-5.6,-5.1
