age,2017_total,2017_male,2017_female,2013_total,2013_male,2013_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,6.9,8.5,5.5,4.5,5.3,3.9,2.4,3.2,1.6
25 bis unter 35,8.8,11,6.8,4.1,4.9,3.4,4.7,6.1,3.4
35 bis unter 45,11.5,14.2,8.7,5.3,6.8,3.9,6.2,7.4,4.8
45 bis unter 60,16.1,20.5,11.6,5.9,7.2,4.6,10.2,13.3,7
60 bis unter 70,14.2,18.4,10.5,5.6,6.8,4.6,8.6,11.6,5.9
70 und älter,9.5,13,6.9,3.5,4.6,2.6,6,8.4,4.3
Insgesamt,12,15.6,8.8,4.9,6.1,3.8,7.1,9.5,5
