age,total,party_cdu,party_spu,party_die_linke,party_grüne,party_afd,party_fdp,others
18 bis unter 25,100,15.1,16.4,29.4,11.7,9.5,6.6,11.3
25 bis unter 35,100,15.8,14.7,27.6,13.8,13.5,4.5,10.2
35 bis unter 45,100,16.4,13.8,26.6,12.9,16.7,5.1,8.6
45 bis unter 60,100,17.2,13.3,28.1,9,24,4.1,4.4
60 bis unter 70,100,19.6,12.6,39.6,2.9,19.7,3.1,2.6
70 und älter,100,20.7,19,42.1,1.7,12.7,2.8,1
Insgesamt,100,17.6,14.6,31.6,8.7,17.7,4.1,5.7
