age,total,party_cdu,party_spu,party_die_linke,party_grüne,party_afd,party_fdp,others
18 bis unter 25,5.9,3.9,5.5,6.4,8.2,3.4,6.1,12
25 bis unter 35,16.5,12.2,14.1,19.1,22.7,12,14.2,28.9
35 bis unter 45,15.4,13.7,13.3,14.7,21.2,14.6,14.1,20.1
45 bis unter 60,28,26.2,25.2,25.6,31.3,37.3,27.7,25.7
60 bis unter 70,14.2,14.6,15.5,16,10.2,16.8,14.4,7.8
70 und älter,20,29.3,26.4,18.2,6.4,15.8,23.6,5.5
Insgesamt,100,100,100,100,100,100,100,100
