age,2017_total,2017_male,2017_female,2013_total,2013_male,2013_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,16.2,11.7,20.3,13.6,10,16.8,2.6,1.7,3.5
25 bis unter 35,16.5,13.8,18.9,19.2,16.4,21.9,-2.7,-2.6,-3
35 bis unter 45,15.9,12.9,19,20.7,19.1,22.6,-4.8,-6.2,-3.6
45 bis unter 60,9.9,9,10.8,10.1,9,11.2,-0.2,0,-0.4
60 bis unter 70,3.6,2.9,4.2,3.3,2.7,3.9,0.3,0.2,0.3
70 und älter,2.2,1.7,2.6,2.2,2.2,2.2,0,-0.5,0.4
Insgesamt,10.2,8.7,11.6,11.8,10.6,12.8,-1.6,-1.9,-1.2
