age,2017_total,2017_male,2017_female,2013_total,2013_male,2013_female,comparison_total,comparison_male,comparison_female
18 bis unter 25,19.6,18.5,20.7,23.6,23.7,23.5,-4.0,-5.2,-2.8
25 bis unter 35,18.8,18.5,19.1,23.0,22.2,23.8,-4.2,-3.7,-4.7
35 bis unter 45,23.3,22.5,24.1,30.5,29.8,31.2,-7.2,-7.3,-7.1
45 bis unter 60,25.4,24.4,26.4,30.5,29.4,31.5,-5.1,-5.0,-5.1
60 bis unter 70,29.1,26.3,31.6,38.8,35.7,41.6,-9.7,-9.4,-10.0
70 und älter,46.0,42.4,48.7,55.5,53.1,57.3,-9.5,-10.7,-8.6
Insgesamt,28.7,26.5,30.7,35.2,33.1,37.2,-6.5,-6.6,-6.5
