age,total,party_cdu,party_spu,party_die_linke,party_grüne,party_afd,party_fdp,others
18 bis unter 25,100,20.7,22.4,18.2,21.9,4.1,5.0,7.6
25 bis unter 35,100,19.1,23.2,19.7,22.3,4.8,4.4,6.5
35 bis unter 45,100,24.1,23.7,12.7,22.1,5.8,6.1,5.4
45 bis unter 60,100,26.4,24.1,10.5,18.5,9.6,7.1,3.8
60 bis unter 70,100,31.6,28.4,10.0,12.3,8.4,7.5,1.7
70 und älter,100,48.7,28.1,3.5,4.1,6.0,8.9,0.7
Insgesamt,100,30.7,25.4,11.0,15.4,7.0,6.9,3.6
