address,vote_type,district_id,district_name,electoral_district_id,electoral_district_type,postal_voting_district_id,electoral_district_berlin_election_id,electoral_district_federal_election_id,berlin_east_west,eligible_voters,eligible_voters_a1,eligible_voters_a2,eligible_voters_a3,voters,voters_b1,valid_votes,invalid_votes,party_spd,party_grüne,party_cdu,party_die_linke,party_afd,party_fdp,party_tierschutzpartei,party_die_partei,party_team_todenhöfer,party_freie_wähler,party_volt,party_mlpd,party_büso,party_sgp,party_bündnis_deutschland,party_bsw,party_mera25,party_pdf,aufn
07B4H,Zweitstimme,07,Tempelhof-Schöneberg,4H,B,074H,4,80,W,0,0,0,0,410,410,409,1,50,101,84,93,29,11,9,6,1,0,5,0,0,1,0,15,0,4,
07B4I,Zweitstimme,07,Tempelhof-Schöneberg,4I,B,074I,4,80,W,0,0,0,0,535,535,533,2,100,128,120,83,28,22,6,4,1,3,8,1,0,0,0,27,0,2,
07B4K,Zweitstimme,07,Tempelhof-Schöneberg,4K,B,074K,4,80,W,0,0,0,0,450,450,449,1,76,120,84,82,37,16,6,1,2,0,2,0,0,3,1,16,2,1,
07B4L,Zweitstimme,07,Tempelhof-Schöneberg,4L,B,074L,4,80,W,0,0,0,0,841,841,838,3,147,178,136,213,48,33,11,6,1,2,12,0,1,1,0,47,1,1,
07B4M,Zweitstimme,07,Tempelhof-Schöneberg,4M,B,074M,4,80,W,0,0,0,0,801,801,800,1,129,160,180,155,73,27,14,8,4,2,8,0,1,0,1,35,3,0,
07B4N,Zweitstimme,07,Tempelhof-Schöneberg,4N,B,074N,4,80,W,0,0,0,0,905,905,901,4,178,214,170,182,54,20,16,9,2,0,10,1,2,0,1,35,2,5,
07B4P,Zweitstimme,07,Tempelhof-Schöneberg,4P,B,074P,4,80,W,0,0,0,0,326,326,325,1,54,77,47,87,23,6,4,6,2,1,6,0,0,0,0,11,0,1,
07B4R,Zweitstimme,07,Tempelhof-Schöneberg,4R,B,074R,4,80,W,0,0,0,0,486,486,483,3,90,114,91,109,23,6,14,7,1,0,5,0,0,1,1,19,0,2,
07B4S,Zweitstimme,07,Tempelhof-Schöneberg,4S,B,074S,4,80,W,0,0,0,0,341,341,340,1,66,95,49,75,18,13,3,3,0,0,5,0,0,0,2,11,0,0,
07B4T,Zweitstimme,07,Tempelhof-Schöneberg,4T,B,074T,4,80,W,0,0,0,0,380,380,379,1,75,55,80,68,39,12,13,2,1,1,3,0,0,0,0,26,0,4,
07B4U,Zweitstimme,07,Tempelhof-Schöneberg,4U,B,074U,4,80,W,0,0,0,0,370,370,369,1,64,95,83,52,26,14,8,4,6,0,5,0,0,0,1,11,0,0,
07B4V,Zweitstimme,07,Tempelhof-Schöneberg,4V,B,074V,4,80,W,0,0,0,0,429,429,424,5,72,60,132,71,24,16,8,3,5,0,3,0,1,3,0,24,1,1,
07B4W,Zweitstimme,07,Tempelhof-Schöneberg,4W,B,074W,4,80,W,0,0,0,0,399,399,396,3,74,90,60,83,25,14,8,1,0,1,6,0,1,0,1,31,0,1,
07B4X,Zweitstimme,07,Tempelhof-Schöneberg,4X,B,074X,4,80,W,0,0,0,0,428,428,423,5,92,69,102,64,40,6,7,4,1,3,5,0,0,0,1,25,0,4,
07B4Y,Zweitstimme,07,Tempelhof-Schöneberg,4Y,B,074Y,4,80,W,0,0,0,0,474,474,472,2,108,68,108,84,48,11,15,0,1,2,5,0,1,0,0,20,0,1,
07W501,Zweitstimme,07,Tempelhof-Schöneberg,501,W,075A,5,80,W,1069,701,368,0,409,3,406,3,71,45,70,70,82,14,11,5,2,0,5,0,0,0,3,27,0,1,
07W502,Zweitstimme,07,Tempelhof-Schöneberg,502,W,075B,5,80,W,1113,703,410,0,490,5,488,2,73,48,111,100,84,18,10,1,1,1,5,0,1,0,1,34,0,0,
07W503,Zweitstimme,07,Tempelhof-Schöneberg,503,W,075B,5,80,W,1240,794,446,0,575,8,569,6,99,77,107,91,95,29,8,4,3,4,6,0,0,0,1,42,2,1,
07W504,Zweitstimme,07,Tempelhof-Schöneberg,504,W,075C,5,80,W,1110,800,310,0,488,2,480,8,75,44,83,117,85,15,10,1,5,1,2,1,0,0,0,39,1,1,
07W505,Zweitstimme,07,Tempelhof-Schöneberg,505,W,075C,5,80,W,1031,590,441,0,409,4,406,3,73,67,90,58,63,18,3,1,2,2,3,0,0,0,0,26,0,0,
07W506,Zweitstimme,07,Tempelhof-Schöneberg,506,W,075D,5,80,W,1037,729,308,0,513,8,503,10,92,37,109,88,86,26,7,4,2,0,2,0,1,0,2,47,0,0,
07W507,Zweitstimme,07,Tempelhof-Schöneberg,507,W,075E,5,80,W,940,689,251,0,434,6,428,6,58,29,62,110,95,13,12,4,1,2,1,0,1,0,1,36,2,1,
07W508,Zweitstimme,07,Tempelhof-Schöneberg,508,W,075E,5,80,W,908,655,253,0,408,5,400,8,64,54,51,109,63,7,2,4,1,0,0,0,0,0,1,42,0,2,
07W509,Zweitstimme,07,Tempelhof-Schöneberg,509,W,075D,5,80,W,1166,745,421,0,539,8,535,4,79,49,116,85,122,18,5,3,2,4,5,0,1,1,2,42,0,1,
07W510,Zweitstimme,07,Tempelhof-Schöneberg,510,W,075F,5,80,W,1191,744,447,0,535,4,527,8,100,54,135,55,111,22,7,3,1,1,1,0,0,0,1,34,2,0,
07W511,Zweitstimme,07,Tempelhof-Schöneberg,511,W,075G,5,80,W,1206,710,496,0,480,5,477,3,58,59,112,69,106,16,9,6,3,1,6,1,2,0,1,27,1,0,
07W512,Zweitstimme,07,Tempelhof-Schöneberg,512,W,075H,5,80,W,1187,770,417,0,518,10,513,5,81,49,80,89,133,22,12,5,1,1,3,0,0,0,2,33,1,1,
07W513,Zweitstimme,07,Tempelhof-Schöneberg,513,W,075I,5,80,W,1074,722,352,0,523,13,517,6,101,64,99,88,89,12,6,6,4,1,0,0,3,1,0,41,0,2,
07W514,Zweitstimme,07,Tempelhof-Schöneberg,514,W,075I,5,80,W,942,620,322,0,382,6,374,8,60,54,63,72,65,9,4,4,2,2,6,0,1,0,2,28,1,1,
07W515,Zweitstimme,07,Tempelhof-Schöneberg,515,W,075K,5,80,W,1125,717,408,0,515,5,510,5,96,58,115,67,112,6,14,1,0,1,3,1,0,0,0,36,0,0,
07W516,Zweitstimme,07,Tempelhof-Schöneberg,516,W,075K,5,80,W,1152,722,430,0,522,9,517,5,88,58,96,95,103,20,10,7,3,3,12,1,1,0,0,19,1,0,
07W517,Zweitstimme,07,Tempelhof-Schöneberg,517,W,075L,5,80,W,1273,884,389,0,626,6,619,7,114,45,114,129,113,28,16,4,9,1,6,1,1,0,1,37,0,0,
07W518,Zweitstimme,07,Tempelhof-Schöneberg,518,W,075M,5,80,W,1227,797,430,0,525,12,524,1,111,58,97,93,93,20,8,2,3,1,2,0,1,0,2,32,0,1,
07W519,Zweitstimme,07,Tempelhof-Schöneberg,519,W,075N,5,80,W,1149,731,418,0,471,8,463,8,93,51,99,59,88,13,12,2,1,1,2,0,0,0,1,40,1,0,
07W520,Zweitstimme,07,Tempelhof-Schöneberg,520,W,075P,5,80,W,1036,709,327,0,463,5,459,4,73,56,95,91,72,21,5,3,3,2,4,0,0,0,1,32,0,1,
07W521,Zweitstimme,07,Tempelhof-Schöneberg,521,W,075F,5,80,W,1112,757,355,0,564,10,562,2,79,64,138,78,106,28,10,3,2,2,5,0,0,4,2,39,1,1,
07W522,Zweitstimme,07,Tempelhof-Schöneberg,522,W,075R,5,80,W,1138,749,389,0,489,7,487,2,89,43,109,65,92,19,6,2,5,1,2,0,0,0,2,51,0,1,
07W523,Zweitstimme,07,Tempelhof-Schöneberg,523,W,075S,5,80,W,1445,897,548,0,674,9,673,1,122,94,142,108,114,30,9,1,0,0,10,1,0,0,0,41,0,1,
07W524,Zweitstimme,07,Tempelhof-Schöneberg,524,W,075T,5,80,W,1092,670,422,0,513,4,508,5,87,78,134,41,103,25,5,3,0,2,1,0,0,1,0,28,0,0,
07W525,Zweitstimme,07,Tempelhof-Schöneberg,525,W,075P,5,80,W,1128,619,509,0,467,5,466,1,73,56,135,46,94,21,10,1,1,0,3,0,0,0,0,26,0,0,
07W526,Zweitstimme,07,Tempelhof-Schöneberg,526,W,075T,5,80,W,1186,940,246,0,746,5,738,8,173,55,283,60,77,40,12,2,0,3,2,0,0,0,1,28,0,2,
07W527,Zweitstimme,07,Tempelhof-Schöneberg,527,W,075U,5,80,W,1132,836,296,0,534,3,524,10,67,47,98,86,129,21,14,3,8,0,6,1,0,0,2,38,2,2,
07W528,Zweitstimme,07,Tempelhof-Schöneberg,528,W,075U,5,80,W,1218,833,385,0,638,0,631,7,108,67,172,82,120,29,10,2,1,1,2,0,0,0,1,33,1,2,
07W529,Zweitstimme,07,Tempelhof-Schöneberg,529,W,075A,5,80,W,1003,769,234,0,531,8,524,7,92,43,91,96,124,26,8,1,0,0,1,3,0,0,1,38,0,0,
07B5A,Zweitstimme,07,Tempelhof-Schöneberg,5A,B,075A,5,80,W,0,0,0,0,548,548,540,8,97,78,133,77,68,23,14,9,2,3,9,0,1,0,1,23,0,2,
07B5B,Zweitstimme,07,Tempelhof-Schöneberg,5B,B,075B,5,80,W,0,0,0,0,794,794,790,4,147,133,198,115,74,32,17,5,0,4,16,0,1,1,2,43,2,0,
07B5C,Zweitstimme,07,Tempelhof-Schöneberg,5C,B,075C,5,80,W,0,0,0,0,688,688,683,5,135,124,170,86,55,24,12,7,7,2,8,0,0,0,0,51,1,1,
07B5D,Zweitstimme,07,Tempelhof-Schöneberg,5D,B,075D,5,80,W,0,0,0,0,659,659,653,6,88,91,225,72,73,36,10,1,3,2,3,0,1,0,1,45,0,2,
07B5E,Zweitstimme,07,Tempelhof-Schöneberg,5E,B,075E,5,80,W,0,0,0,0,463,463,461,2,49,106,57,146,39,4,8,4,3,3,7,0,0,0,2,29,3,1,
07B5F,Zweitstimme,07,Tempelhof-Schöneberg,5F,B,075F,5,80,W,0,0,0,0,736,736,734,2,141,91,235,71,79,30,16,8,2,4,8,0,1,0,2,40,0,6,
07B5G,Zweitstimme,07,Tempelhof-Schöneberg,5G,B,075G,5,80,W,0,0,0,0,455,455,453,2,96,65,125,60,37,17,13,3,3,0,7,0,1,0,0,25,0,1,
07B5H,Zweitstimme,07,Tempelhof-Schöneberg,5H,B,075H,5,80,W,0,0,0,0,394,394,393,1,74,49,100,65,44,9,8,5,2,2,5,0,0,0,0,28,2,0,
07B5I,Zweitstimme,07,Tempelhof-Schöneberg,5I,B,075I,5,80,W,0,0,0,0,619,619,617,2,124,102,147,109,61,23,7,6,6,1,4,0,0,0,1,24,0,2,
07B5K,Zweitstimme,07,Tempelhof-Schöneberg,5K,B,075K,5,80,W,0,0,0,0,777,777,774,3,155,109,202,110,73,30,21,5,2,1,10,0,0,0,0,49,5,2,
07B5L,Zweitstimme,07,Tempelhof-Schöneberg,5L,B,075L,5,80,W,0,0,0,0,358,358,357,1,55,30,100,60,50,14,11,3,2,3,0,0,0,0,0,29,0,0,
07B5M,Zweitstimme,07,Tempelhof-Schöneberg,5M,B,075M,5,80,W,0,0,0,0,393,393,393,0,78,69,108,59,30,16,7,3,1,0,2,0,0,0,0,19,1,0,
07B5N,Zweitstimme,07,Tempelhof-Schöneberg,5N,B,075N,5,80,W,0,0,0,0,389,389,387,2,57,52,117,64,40,16,11,1,2,0,1,0,0,0,1,24,1,0,
07B5P,Zweitstimme,07,Tempelhof-Schöneberg,5P,B,075P,5,80,W,0,0,0,0,783,783,780,3,150,118,261,77,60,36,12,1,6,2,9,0,1,0,0,46,1,0,
07B5R,Zweitstimme,07,Tempelhof-Schöneberg,5R,B,075R,5,80,W,0,0,0,0,343,343,342,1,81,35,124,31,21,13,6,2,6,3,0,0,0,0,0,20,0,0,
07B5S,Zweitstimme,07,Tempelhof-Schöneberg,5S,B,075S,5,80,W,0,0,0,0,515,515,514,1,93,69,196,38,48,26,7,1,2,1,0,0,0,0,0,31,0,2,
07B5T,Zweitstimme,07,Tempelhof-Schöneberg,5T,B,075T,5,80,W,0,0,0,0,621,621,617,4,151,68,207,42,68,18,13,3,7,2,6,0,0,0,1,29,0,2,
07B5U,Zweitstimme,07,Tempelhof-Schöneberg,5U,B,075U,5,80,W,0,0,0,0,630,630,628,2,120,88,174,88,63,28,20,1,1,0,7,0,0,0,2,36,0,0,
07W601,Zweitstimme,07,Tempelhof-Schöneberg,601,W,076A,6,80,W,1107,846,261,0,666,9,654,12,140,43,229,56,106,34,6,1,1,2,2,0,1,0,0,33,0,0,
07W602,Zweitstimme,07,Tempelhof-Schöneberg,602,W,076B,6,80,W,1092,745,347,0,558,5,546,12,88,64,158,65,95,23,6,5,7,3,3,0,0,0,2,27,0,0,
07W603,Zweitstimme,07,Tempelhof-Schöneberg,603,W,076B,6,80,W,1272,916,356,0,654,6,646,8,112,46,167,71,161,23,13,5,0,0,0,1,0,0,0,45,2,0,
07W604,Zweitstimme,07,Tempelhof-Schöneberg,604,W,076C,6,80,W,970,769,201,0,498,2,497,1,74,26,101,84,137,17,14,5,1,1,1,0,0,0,0,30,0,6,
07W605,Zweitstimme,07,Tempelhof-Schöneberg,605,W,076D,6,80,W,1184,833,351,0,554,5,549,5,79,52,154,61,114,21,14,1,1,0,3,0,1,0,0,48,0,0,
07W606,Zweitstimme,07,Tempelhof-Schöneberg,606,W,076E,6,80,W,1207,748,459,0,520,7,514,6,98,35,128,70,117,20,12,1,3,1,2,0,0,0,0,27,0,0,
07W607,Zweitstimme,07,Tempelhof-Schöneberg,607,W,076F,6,80,W,1078,688,390,0,470,4,467,3,73,15,106,62,137,19,12,4,3,5,2,0,0,0,0,27,1,1,
07W608,Zweitstimme,07,Tempelhof-Schöneberg,608,W,076F,6,80,W,1155,824,331,0,511,1,500,11,80,20,116,57,149,13,8,6,3,1,2,0,0,0,0,43,1,1,
07W609,Zweitstimme,07,Tempelhof-Schöneberg,609,W,076G,6,80,W,1167,854,313,0,573,0,568,5,89,28,115,57,203,17,5,1,3,5,1,0,0,0,6,36,0,2,
07W610,Zweitstimme,07,Tempelhof-Schöneberg,610,W,076G,6,80,W,1123,829,294,0,538,1,533,5,98,22,135,54,145,17,15,1,4,1,0,0,1,0,1,39,0,0,
07W611,Zweitstimme,07,Tempelhof-Schöneberg,611,W,076H,6,80,W,1059,827,232,0,494,4,486,8,77,18,103,66,149,10,11,1,4,1,3,0,1,0,1,40,1,0,
07W612,Zweitstimme,07,Tempelhof-Schöneberg,612,W,076I,6,80,W,1181,689,492,0,534,3,531,3,88,49,161,56,98,26,12,3,0,1,4,1,0,0,1,26,3,2,
07W613,Zweitstimme,07,Tempelhof-Schöneberg,613,W,076C,6,80,W,1137,763,374,0,594,5,590,4,104,64,172,56,96,39,7,4,1,0,3,1,0,0,1,37,2,3,
07W614,Zweitstimme,07,Tempelhof-Schöneberg,614,W,076H,6,80,W,1138,867,271,0,510,6,499,11,68,20,95,60,178,14,9,3,1,0,3,0,2,0,2,43,0,1,
07W615,Zweitstimme,07,Tempelhof-Schöneberg,615,W,076K,6,80,W,1323,736,587,0,646,0,646,0,101,110,226,41,103,35,7,2,0,1,1,0,0,0,1,18,0,0,
07W616,Zweitstimme,07,Tempelhof-Schöneberg,616,W,076L,6,80,W,1139,646,493,0,450,3,445,5,74,57,149,40,63,22,7,6,3,1,3,2,1,0,2,14,0,1,
07W617,Zweitstimme,07,Tempelhof-Schöneberg,617,W,076M,6,80,W,1214,706,508,0,594,7,589,5,111,71,181,56,101,21,2,8,0,3,3,0,1,0,2,29,0,0,
07W618,Zweitstimme,07,Tempelhof-Schöneberg,618,W,076N,6,80,W,1081,791,290,0,541,5,537,4,83,44,129,56,141,21,12,4,1,1,2,1,0,0,0,41,0,1,
07W619,Zweitstimme,07,Tempelhof-Schöneberg,619,W,076N,6,80,W,1177,785,392,0,526,3,519,7,88,37,99,60,169,11,12,1,2,0,5,0,2,0,2,31,0,0,
07W620,Zweitstimme,07,Tempelhof-Schöneberg,620,W,076K,6,80,W,1005,653,352,0,504,4,500,4,100,46,121,49,130,16,6,2,1,2,4,0,0,0,0,19,0,4,
07W621,Zweitstimme,07,Tempelhof-Schöneberg,621,W,076P,6,80,W,1094,623,471,0,540,6,538,2,83,78,189,35,90,27,3,3,1,1,1,0,0,0,2,23,0,2,
07W622,Zweitstimme,07,Tempelhof-Schöneberg,622,W,076R,6,80,W,1015,671,344,0,433,2,430,3,78,25,91,57,103,18,16,5,4,0,1,0,0,0,1,31,0,0,
07W623,Zweitstimme,07,Tempelhof-Schöneberg,623,W,076P,6,80,W,1197,889,308,0,650,9,647,3,114,29,230,92,89,28,10,3,3,1,2,0,1,0,0,44,1,0,
07W624,Zweitstimme,07,Tempelhof-Schöneberg,624,W,076R,6,80,W,1067,647,420,0,485,9,484,1,95,36,130,64,85,24,6,2,0,3,0,0,0,0,1,37,1,0,
07W625,Zweitstimme,07,Tempelhof-Schöneberg,625,W,076A,6,80,W,1037,617,420,0,528,9,525,3,102,57,151,40,116,27,8,2,0,1,1,0,0,0,1,18,0,1,
07W626,Zweitstimme,07,Tempelhof-Schöneberg,626,W,076S,6,80,W,1123,630,493,0,495,6,491,4,84,64,140,40,105,24,2,3,1,1,2,1,0,0,2,21,0,1,
07W627,Zweitstimme,07,Tempelhof-Schöneberg,627,W,076S,6,80,W,579,364,215,0,318,2,318,0,48,43,122,21,35,28,2,1,0,1,3,0,0,0,0,13,1,0,
07W628,Zweitstimme,07,Tempelhof-Schöneberg,628,W,076L,6,80,W,1086,629,457,0,537,2,532,5,77,76,179,47,86,31,4,1,0,0,4,0,0,0,3,24,0,0,
07B6A,Zweitstimme,07,Tempelhof-Schöneberg,6A,B,076A,6,80,W,0,0,0,0,633,633,630,3,138,82,235,43,60,25,5,2,2,4,7,2,1,0,0,23,1,0,
07B6B,Zweitstimme,07,Tempelhof-Schöneberg,6B,B,076B,6,80,W,0,0,0,0,641,641,638,3,111,92,210,59,73,25,11,7,2,6,0,1,1,0,0,39,0,1,
07B6C,Zweitstimme,07,Tempelhof-Schöneberg,6C,B,076C,6,80,W,0,0,0,0,535,535,533,2,92,74,178,55,58,26,10,2,0,3,4,0,1,0,2,27,0,1,
07B6D,Zweitstimme,07,Tempelhof-Schöneberg,6D,B,076D,6,80,W,0,0,0,0,327,327,325,2,63,28,112,27,38,13,9,2,4,1,5,0,2,0,0,20,0,1,
07B6E,Zweitstimme,07,Tempelhof-Schöneberg,6E,B,076E,6,80,W,0,0,0,0,425,425,423,2,99,33,151,27,50,11,17,1,1,3,2,1,2,1,1,19,0,4,
07B6F,Zweitstimme,07,Tempelhof-Schöneberg,6F,B,076F,6,80,W,0,0,0,0,661,661,653,8,124,48,216,52,105,24,18,5,2,4,3,0,2,0,0,49,0,1,
07B6G,Zweitstimme,07,Tempelhof-Schöneberg,6G,B,076G,6,80,W,0,0,0,0,578,578,571,7,123,37,210,56,78,15,12,4,5,3,5,0,0,0,1,22,0,0,
07B6H,Zweitstimme,07,Tempelhof-Schöneberg,6H,B,076H,6,80,W,0,0,0,0,463,463,460,3,103,23,124,49,83,15,20,3,0,1,1,0,0,0,3,34,0,1,
07B6I,Zweitstimme,07,Tempelhof-Schöneberg,6I,B,076I,6,80,W,0,0,0,0,461,461,456,5,92,82,152,27,39,30,6,2,3,4,3,0,0,0,0,14,1,1,
07B6K,Zweitstimme,07,Tempelhof-Schöneberg,6K,B,076K,6,80,W,0,0,0,0,878,878,877,1,153,123,369,48,83,37,16,6,4,1,5,0,1,0,3,28,0,0,
07B6L,Zweitstimme,07,Tempelhof-Schöneberg,6L,B,076L,6,80,W,0,0,0,0,923,923,920,3,198,126,354,51,69,55,19,13,0,3,8,0,0,0,0,23,0,1,
07B6M,Zweitstimme,07,Tempelhof-Schöneberg,6M,B,076M,6,80,W,0,0,0,0,479,479,477,2,73,65,207,31,48,26,2,1,3,1,2,0,0,0,2,14,1,1,
07B6N,Zweitstimme,07,Tempelhof-Schöneberg,6N,B,076N,6,80,W,0,0,0,0,639,639,635,4,132,52,194,53,94,20,19,4,2,7,5,0,1,0,4,45,0,3,
07B6P,Zweitstimme,07,Tempelhof-Schöneberg,6P,B,076P,6,80,W,0,0,0,0,730,730,727,3,125,86,294,49,68,45,9,5,8,1,8,0,0,0,1,27,0,1,
07B6R,Zweitstimme,07,Tempelhof-Schöneberg,6R,B,076R,6,80,W,0,0,0,0,711,711,709,2,124,79,274,47,84,29,16,4,3,2,6,0,0,0,1,33,5,2,
07B6S,Zweitstimme,07,Tempelhof-Schöneberg,6S,B,076S,6,80,W,0,0,0,0,670,670,668,2,115,98,239,56,70,33,13,0,0,3,11,0,2,0,0,26,0,2,
07W701,Zweitstimme,07,Tempelhof-Schöneberg,701,W,077A,7,80,W,1136,640,496,0,515,6,511,4,62,74,167,52,84,29,5,2,0,1,4,0,0,0,0,30,0,1,
07W702,Zweitstimme,07,Tempelhof-Schöneberg,702,W,077A,7,80,W,1161,718,443,0,600,10,596,4,98,79,201,50,92,27,7,3,0,2,6,1,1,0,3,24,0,2,
07W703,Zweitstimme,07,Tempelhof-Schöneberg,703,W,077B,7,80,W,1027,689,338,0,518,5,511,7,70,53,171,45,92,30,14,4,1,2,4,0,0,0,0,25,0,0,
07W704,Zweitstimme,07,Tempelhof-Schöneberg,704,W,077C,7,80,W,1034,672,362,0,481,6,478,3,64,30,128,68,120,16,14,6,4,1,1,0,0,1,0,24,0,1,
07W705,Zweitstimme,07,Tempelhof-Schöneberg,705,W,077D,7,80,W,1036,618,418,0,444,8,442,2,71,47,126,33,101,24,7,3,0,3,3,3,0,0,0,21,0,0,
07W706,Zweitstimme,07,Tempelhof-Schöneberg,706,W,077D,7,80,W,998,699,299,0,577,4,575,2,80,89,176,44,112,35,6,1,1,0,3,0,0,0,2,25,1,0,
07W707,Zweitstimme,07,Tempelhof-Schöneberg,707,W,077B,7,80,W,1212,714,498,0,587,9,581,6,81,73,197,39,107,49,9,1,0,3,1,0,0,0,1,20,0,0,
07W708,Zweitstimme,07,Tempelhof-Schöneberg,708,W,077E,7,80,W,1278,954,324,0,621,6,611,10,90,37,113,93,170,12,21,6,6,4,7,2,1,2,0,45,0,2,
07W709,Zweitstimme,07,Tempelhof-Schöneberg,709,W,077C,7,80,W,1092,711,381,0,541,9,539,2,87,37,144,43,151,22,9,3,1,3,1,1,0,0,3,32,0,2,
07W710,Zweitstimme,07,Tempelhof-Schöneberg,710,W,077F,7,80,W,1144,803,341,0,573,3,566,7,83,49,150,56,143,21,14,2,3,2,1,1,0,0,0,38,1,2,
07W711,Zweitstimme,07,Tempelhof-Schöneberg,711,W,077F,7,80,W,1203,742,461,0,632,5,632,0,101,88,179,51,125,41,10,2,4,1,3,0,0,0,1,24,0,2,
07W712,Zweitstimme,07,Tempelhof-Schöneberg,712,W,077G,7,80,W,1210,775,435,0,609,10,602,7,98,50,188,60,132,34,9,2,1,4,1,0,0,0,0,23,0,0,
07W713,Zweitstimme,07,Tempelhof-Schöneberg,713,W,077G,7,80,W,1150,761,389,0,558,6,548,10,78,56,159,43,117,29,16,1,2,4,5,0,0,0,4,33,0,1,
07W714,Zweitstimme,07,Tempelhof-Schöneberg,714,W,077H,7,80,W,1110,691,419,0,472,4,468,4,79,37,133,33,120,13,10,4,2,2,3,0,0,0,1,29,1,1,
07W715,Zweitstimme,07,Tempelhof-Schöneberg,715,W,077I,7,80,W,1200,820,380,0,494,3,491,3,86,35,86,63,147,17,10,1,0,1,1,0,0,0,1,43,0,0,
07W716,Zweitstimme,07,Tempelhof-Schöneberg,716,W,077I,7,80,W,1088,824,264,0,623,5,619,4,86,110,123,94,105,35,8,3,1,0,7,0,0,0,2,41,2,2,
07W717,Zweitstimme,07,Tempelhof-Schöneberg,717,W,077K,7,80,W,1151,733,418,0,617,2,607,10,109,70,198,64,86,27,11,6,0,1,2,0,0,0,0,31,0,2,
07W718,Zweitstimme,07,Tempelhof-Schöneberg,718,W,077K,7,80,W,1194,662,532,0,551,2,546,5,87,113,136,55,78,39,3,3,2,0,5,1,0,0,1,23,0,0,
07W719,Zweitstimme,07,Tempelhof-Schöneberg,719,W,077L,7,80,W,1183,761,422,0,605,3,602,3,99,104,183,49,89,38,5,5,0,2,3,0,0,0,1,22,1,1,
07W720,Zweitstimme,07,Tempelhof-Schöneberg,720,W,077M,7,80,W,1224,815,409,0,582,7,577,5,73,55,170,62,146,27,10,4,0,0,3,0,0,0,0,25,0,2,
07W721,Zweitstimme,07,Tempelhof-Schöneberg,721,W,077L,7,80,W,1132,662,470,0,552,9,548,4,71,74,170,39,119,32,6,2,0,3,5,0,0,0,1,26,0,0,
07W722,Zweitstimme,07,Tempelhof-Schöneberg,722,W,077N,7,80,W,1289,889,400,0,581,7,578,3,93,31,122,87,170,10,14,2,0,3,7,0,1,0,0,37,1,0,
07W723,Zweitstimme,07,Tempelhof-Schöneberg,723,W,077P,7,80,W,1056,745,311,0,542,2,533,9,63,56,137,78,122,15,14,0,4,4,1,0,0,0,2,36,0,1,
07W724,Zweitstimme,07,Tempelhof-Schöneberg,724,W,077P,7,80,W,1175,888,287,0,611,5,599,12,96,44,142,63,168,20,16,2,7,2,0,0,2,0,2,35,0,0,
07W725,Zweitstimme,07,Tempelhof-Schöneberg,725,W,077R,7,80,W,1131,862,269,0,520,5,518,2,73,27,123,93,127,15,6,1,2,1,1,1,0,0,1,47,0,0,
07W726,Zweitstimme,07,Tempelhof-Schöneberg,726,W,077R,7,80,W,1079,648,431,0,496,6,494,2,86,53,149,33,92,35,6,1,1,1,3,0,0,0,3,30,0,1,
07W727,Zweitstimme,07,Tempelhof-Schöneberg,727,W,077S,7,80,W,1181,630,551,0,515,5,509,6,85,53,166,39,91,34,4,1,1,2,5,0,0,0,1,25,0,2,
07W728,Zweitstimme,07,Tempelhof-Schöneberg,728,W,077S,7,80,W,1149,829,320,0,585,4,577,8,99,41,162,41,158,21,13,5,2,5,1,0,0,0,1,28,0,0,
07B7A,Zweitstimme,07,Tempelhof-Schöneberg,7A,B,077A,7,80,W,0,0,0,0,883,883,878,5,152,127,340,56,79,62,18,6,0,3,5,0,0,0,2,22,0,6,
07B7B,Zweitstimme,07,Tempelhof-Schöneberg,7B,B,077B,7,80,W,0,0,0,0,780,780,778,2,145,105,299,43,77,44,19,5,0,1,6,0,0,0,1,30,0,3,
07B7C,Zweitstimme,07,Tempelhof-Schöneberg,7C,B,077C,7,80,W,0,0,0,0,690,690,687,3,127,57,266,38,92,25,18,2,3,5,10,0,0,0,2,41,1,0,
07B7D,Zweitstimme,07,Tempelhof-Schöneberg,7D,B,077D,7,80,W,0,0,0,0,678,678,677,1,124,81,262,39,80,32,13,1,1,2,8,0,1,0,2,31,0,0,
07B7E,Zweitstimme,07,Tempelhof-Schöneberg,7E,B,077E,7,80,W,0,0,0,0,299,299,296,3,54,24,87,40,46,10,6,0,0,1,4,0,1,0,1,21,1,0,
07B7F,Zweitstimme,07,Tempelhof-Schöneberg,7F,B,077F,7,80,W,0,0,0,0,756,756,754,2,153,86,299,49,61,31,15,2,3,4,5,0,0,0,0,44,0,2,
07B7G,Zweitstimme,07,Tempelhof-Schöneberg,7G,B,077G,7,80,W,0,0,0,0,779,779,777,2,137,71,307,64,82,30,16,5,1,2,8,0,2,0,1,49,0,2,
07B7H,Zweitstimme,07,Tempelhof-Schöneberg,7H,B,077H,7,80,W,0,0,0,0,393,393,392,1,87,32,177,19,36,8,11,0,1,3,1,0,0,0,0,14,1,2,
07B7I,Zweitstimme,07,Tempelhof-Schöneberg,7I,B,077I,7,80,W,0,0,0,0,601,601,598,3,112,72,191,62,81,17,11,4,4,4,8,0,0,0,1,28,0,3,
