address,district_id,district_name,electoral_district_id,electoral_district_type,postal_voting_district_id,berlin_east_west,electoral_district_berlin_election_id,electoral_district_federal_election_id,eligible_voters,voters,invalid_votes,valid_votes,party_spd,party_spd_percentage,party_grüne,party_grüne_percentage,party_cdu,party_cdu_percentage,party_die_linke,party_die_linke_percentage,party_afd,party_afd_percentage,party_fdp,party_fdp_percentage,others,others_percentage
Adresse,Bezirksnummer,Bezirksname,Wahlbezirk,Wahlbezirksart,Briefwahlbezirksnummer,OstWest,Abgeordnetenhauswahlkreis,Bundestagswahlkreis,Wahlberechtigte insgesamt,Wählende,Ungültige Stimmen,Gültige Stimmen,SPD,SPD in Prozent,GRÜNE,GRÜNE in Prozent,CDU,CDU in Prozent,DIE LINKE,DIE LINKE in Prozent,AfD,AfD in Prozent,FDP,FDP in Prozent,Sonstige,Sonstige in Prozent
03B3U,03,Pankow,3U,B,033U,O,03,75,0,761,0,761,114,14.98028909329829,276,36.26806833114323,118,15.505913272010513,125,16.4257555847569,23,3.0223390275952693,27,3.5479632063074904,78,10.249671484888305
03B3V,03,Pankow,3V,B,033V,O,03,75,0,450,4,446,71,15.919282511210762,107,23.99103139013453,116,26.00896860986547,75,16.81614349775785,18,4.0358744394618835,23,5.15695067264574,36,8.071748878923767
03B4A,03,Pankow,4A,B,034A,O,04,75,0,546,4,541,99,18.299445471349355,73,13.493530499075785,139,25.693160813308687,88,16.266173752310536,44,8.133086876155268,20,3.6968576709796674,78,14.417744916820702
03B4B,03,Pankow,4B,B,034B,O,04,75,0,684,6,678,122,17.99410029498525,91,13.421828908554573,171,25.221238938053098,119,17.551622418879056,55,8.112094395280236,23,3.392330383480826,97,14.306784660766962
03B4C,03,Pankow,4C,B,034C,O,04,75,0,593,3,590,118,20,136,23.050847457627118,111,18.8135593220339,108,18.305084745762713,30,5.084745762711865,24,4.067796610169491,63,10.677966101694915
03B4D,03,Pankow,4D,B,034D,O,04,75,0,653,2,651,100,15.360983102918588,121,18.586789554531492,147,22.58064516129032,113,17.357910906298002,58,8.90937019969278,26,3.9938556067588324,86,13.210445468509985
03B4E,03,Pankow,4E,B,034E,O,04,75,0,651,6,645,134,20.775193798449614,63,9.767441860465116,172,26.666666666666668,127,19.689922480620154,62,9.612403100775193,17,2.635658914728682,70,10.852713178294573
03B4F,03,Pankow,4F,B,034F,O,04,75,0,709,5,704,145,20.59659090909091,82,11.647727272727272,222,31.53409090909091,98,13.920454545454545,75,10.653409090909092,22,3.125,60,8.522727272727272
03B4G,03,Pankow,4G,B,034G,O,04,75,0,697,4,693,131,18.9033189033189,92,13.275613275613276,221,31.89033189033189,91,13.131313131313133,65,9.37950937950938,30,4.329004329004329,63,9.090909090909092
03B4H,03,Pankow,4H,B,034H,O,04,75,0,562,1,561,108,19.25133689839572,41,7.308377896613191,210,37.4331550802139,59,10.51693404634581,74,13.19073083778966,23,4.09982174688057,46,8.19964349376114
03B4I,03,Pankow,4I,B,034I,O,04,75,0,586,2,584,111,19.006849315068493,43,7.363013698630137,216,36.986301369863014,60,10.273972602739725,76,13.013698630136986,23,3.9383561643835616,55,9.417808219178083
03B4K,03,Pankow,4K,B,034K,O,04,75,0,795,3,792,136,17.17171717171717,71,8.964646464646464,329,41.54040404040404,101,12.75252525252525,81,10.227272727272728,27,3.4090909090909087,47,5.934343434343434
03B4L,03,Pankow,4L,B,034L,O,04,75,0,737,3,734,140,19.07356948228883,126,17.166212534059948,211,28.746594005449595,117,15.940054495912806,58,7.901907356948229,26,3.5422343324250685,56,7.629427792915531
03B4M,03,Pankow,4M,B,034M,O,04,75,0,355,5,350,92,26.285714285714285,36,10.285714285714285,94,26.857142857142858,53,15.142857142857144,38,10.857142857142858,10,2.857142857142857,27,7.7142857142857135
03B4N,03,Pankow,4N,B,034N,O,04,75,0,562,3,559,120,21.46690518783542,109,19.499105545617173,130,23.25581395348837,105,18.783542039355993,38,6.797853309481217,19,3.3989266547406083,38,6.797853309481217
03B5A,03,Pankow,5A,B,035A,O,05,75,0,700,5,694,145,20.893371757925074,167,24.063400576368878,112,16.138328530259365,127,18.29971181556196,33,4.755043227665706,21,3.025936599423631,89,12.82420749279539
03B5B,03,Pankow,5B,B,035B,O,05,75,0,754,5,748,133,17.780748663101605,145,19.385026737967912,145,19.385026737967912,164,21.92513368983957,57,7.620320855614973,24,3.2085561497326207,80,10.695187165775401
03B5C,03,Pankow,5C,B,035C,O,05,75,0,436,2,433,72,16.628175519630485,124,28.63741339491917,62,14.318706697459586,86,19.861431870669747,22,5.080831408775981,15,3.4642032332563506,52,12.009237875288683
03B5D,03,Pankow,5D,B,035D,O,05,75,0,738,1,736,124,16.847826086956523,197,26.766304347826086,148,20.108695652173914,120,16.304347826086957,38,5.163043478260869,30,4.076086956521739,79,10.733695652173914
03B5E,03,Pankow,5E,B,035E,O,05,75,0,938,5,932,141,15.128755364806867,228,24.463519313304722,192,20.600858369098713,144,15.450643776824036,61,6.545064377682404,38,4.07725321888412,128,13.733905579399142
03B5F,03,Pankow,5F,B,035F,O,05,75,0,423,2,420,70,16.666666666666664,120,28.57142857142857,63,15,82,19.523809523809526,21,5,14,3.3333333333333335,50,11.904761904761903
03B5G,03,Pankow,5G,B,035G,O,05,75,0,470,6,463,86,18.57451403887689,81,17.49460043196544,91,19.654427645788335,82,17.71058315334773,40,8.639308855291576,16,3.455723542116631,67,14.47084233261339
03B5H,03,Pankow,5H,B,035H,O,05,75,0,457,6,450,85,18.88888888888889,79,17.555555555555554,90,20,80,17.77777777777778,39,8.666666666666668,16,3.5555555555555554,61,13.555555555555557
03B5I,03,Pankow,5I,B,035I,O,05,75,0,373,3,369,64,17.344173441734416,81,21.951219512195124,71,19.241192411924118,62,16.802168021680217,24,6.504065040650407,8,2.168021680216802,59,15.989159891598916
03B5K,03,Pankow,5K,B,035K,O,05,75,0,731,5,726,126,17.355371900826448,125,17.21763085399449,189,26.033057851239672,114,15.702479338842975,57,7.851239669421488,22,3.0303030303030303,93,12.8099173553719
03B5L,03,Pankow,5L,B,035L,O,05,75,0,388,3,385,59,15.324675324675324,78,20.259740259740262,69,17.92207792207792,80,20.77922077922078,30,7.792207792207792,13,3.3766233766233764,56,14.545454545454545
03B5M,03,Pankow,5M,B,035M,O,05,75,0,691,4,687,124,18.049490538573508,78,11.353711790393014,210,30.567685589519648,99,14.41048034934498,80,11.644832605531295,28,4.075691411935954,68,9.8981077147016
03B5N,03,Pankow,5N,B,035N,O,05,75,0,367,2,365,64,17.534246575342465,42,11.506849315068493,123,33.6986301369863,52,14.246575342465754,35,9.58904109589041,16,4.383561643835616,33,9.04109589041096
03B5P,03,Pankow,5P,B,035P,O,05,75,0,327,2,325,52,16,68,20.923076923076923,61,18.76923076923077,69,21.23076923076923,26,8,11,3.3846153846153846,38,11.692307692307692
03B5Q,03,Pankow,5Q,B,035Q,O,05,75,0,406,2,404,68,16.831683168316832,104,25.742574257425744,73,18.06930693069307,84,20.792079207920793,26,6.435643564356436,12,2.9702970297029703,37,9.158415841584159
03B5R,03,Pankow,5R,B,035R,O,05,75,0,412,0,412,74,17.96116504854369,111,26.941747572815533,85,20.631067961165048,69,16.74757281553398,21,5.097087378640777,16,3.8834951456310676,36,8.737864077669903
03B5T,03,Pankow,5T,B,035T,O,05,75,0,385,1,384,75,19.53125,87,22.65625,74,19.270833333333336,85,22.135416666666664,27,7.03125,11,2.864583333333333,25,6.510416666666667
03B5U,03,Pankow,5U,B,035U,O,05,75,0,360,2,358,67,18.71508379888268,41,11.452513966480447,102,28.49162011173184,52,14.52513966480447,49,13.687150837988826,13,3.6312849162011176,34,9.497206703910614
03B6A,03,Pankow,6A,B,036A,O,06,75,0,706,3,702,91,12.962962962962962,252,35.8974358974359,94,13.390313390313391,131,18.66096866096866,24,3.418803418803419,30,4.273504273504273,80,11.396011396011396
03B6B,03,Pankow,6B,B,036B,O,06,75,0,710,2,707,103,14.56859971711457,257,36.35077793493635,91,12.871287128712872,128,18.104667609618105,21,2.9702970297029703,30,4.243281471004243,77,10.891089108910892
03B6C,03,Pankow,6C,B,036C,O,06,75,0,743,2,741,95,12.82051282051282,282,38.05668016194332,98,13.225371120107962,128,17.27395411605938,22,2.968960863697706,33,4.4534412955465585,83,11.201079622132253
03B6D,03,Pankow,6D,B,036D,O,06,75,0,603,1,602,71,11.794019933554816,253,42.0265780730897,72,11.960132890365449,99,16.44518272425249,14,2.3255813953488373,22,3.6544850498338874,71,11.794019933554816
03B6E,03,Pankow,6E,B,036E,O,06,75,0,420,1,419,53,12.649164677804295,172,41.05011933174224,54,12.887828162291171,63,15.035799522673033,11,2.6252983293556085,17,4.05727923627685,49,11.694510739856803
03B6F,03,Pankow,6F,B,036F,O,06,75,0,584,2,582,59,10.137457044673539,251,43.12714776632303,72,12.371134020618557,95,16.323024054982817,14,2.405498281786942,28,4.810996563573884,63,10.824742268041238
03B6G,03,Pankow,6G,B,036G,O,06,75,0,595,1,594,81,13.636363636363635,216,36.36363636363637,91,15.31986531986532,105,17.67676767676768,17,2.861952861952862,26,4.377104377104377,58,9.764309764309765
03B6H,03,Pankow,6H,B,036H,O,06,75,0,645,1,644,78,12.111801242236025,245,38.04347826086957,101,15.683229813664596,105,16.304347826086957,14,2.1739130434782608,40,6.211180124223603,61,9.472049689440993
03B6I,03,Pankow,6I,B,036I,O,06,75,0,621,2,619,80,12.924071082390952,249,40.22617124394184,81,13.08562197092084,100,16.15508885298869,16,2.5848142164781907,32,5.169628432956381,61,9.8546042003231
03B6K,03,Pankow,6K,B,036K,O,06,75,0,688,1,687,94,13.682678311499272,288,41.92139737991266,71,10.334788937409025,126,18.340611353711793,21,3.056768558951965,28,4.075691411935954,59,8.58806404657933
03B6L,03,Pankow,6L,B,036L,O,06,75,0,546,1,545,68,12.477064220183486,222,40.73394495412844,73,13.394495412844037,92,16.88073394495413,15,2.7522935779816518,28,5.137614678899083,47,8.623853211009175
03B6M,03,Pankow,6M,B,036M,O,06,75,0,471,2,469,58,12.366737739872068,187,39.872068230277186,67,14.285714285714285,83,17.69722814498934,14,2.9850746268656714,24,5.11727078891258,36,7.675906183368871
03B6N,03,Pankow,6N,B,036N,O,06,75,0,578,0,578,80,13.84083044982699,253,43.77162629757785,57,9.86159169550173,89,15.397923875432525,17,2.941176470588235,35,6.055363321799308,47,8.131487889273355
03B6P,03,Pankow,6P,B,036P,O,06,75,0,376,0,376,54,14.361702127659576,154,40.95744680851064,42,11.170212765957446,50,13.297872340425531,11,2.925531914893617,29,7.712765957446808,36,9.574468085106384
03B6Q,03,Pankow,6Q,B,036Q,O,06,75,0,608,1,607,81,13.344316309719934,224,36.902800658978585,88,14.497528830313014,125,20.59308072487644,14,2.3064250411861615,22,3.6243822075782535,53,8.731466227347612
03B6R,03,Pankow,6R,B,036R,O,06,75,0,668,0,668,80,11.976047904191617,295,44.16167664670659,89,13.323353293413174,112,16.766467065868262,17,2.5449101796407185,29,4.341317365269461,46,6.88622754491018
03B6T,03,Pankow,6T,B,036T,O,06,75,0,417,1,416,53,12.740384615384615,176,42.30769230769231,50,12.01923076923077,74,17.78846153846154,9,2.1634615384615383,13,3.125,41,9.85576923076923
03B7A,03,Pankow,7A,B,037A,O,07,75,0,550,1,549,92,16.757741347905284,141,25.683060109289617,100,18.21493624772313,93,16.939890710382514,35,6.375227686703097,20,3.642987249544627,68,12.386156648451731
03B7B,03,Pankow,7B,B,037B,O,07,75,0,726,1,725,112,15.448275862068966,239,32.96551724137931,126,17.379310344827587,87,12,41,5.655172413793103,32,4.413793103448276,88,12.137931034482758
03B7C,03,Pankow,7C,B,037C,O,07,75,0,387,3,384,54,14.0625,102,26.5625,71,18.489583333333336,61,15.885416666666666,21,5.46875,17,4.427083333333334,58,15.104166666666666
