address,district_id,district_name,electoral_district_id,electoral_district_type,postal_voting_district_id,berlin_east_west,electoral_district_berlin_election_id,electoral_district_federal_election_id,eligible_voters,voters,invalid_votes,valid_votes,party_spd,party_spd_percentage,party_grüne,party_grüne_percentage,party_afd,party_cdu,party_cdu_percentage,party_die_linke,party_die_linke_percentage,party_afd_percentage,party_fdp,party_fdp_percentage,others,others_percentage
Adresse,Bezirksnummer,Bezirksname,Wahlbezirk,Wahlbezirksart,Briefwahlbezirksnummer,OstWest,Abgeordnetenhauswahlkreis,Bundestagswahlkreis,Wahlberechtigte insgesamt,Wählende,Ungültige Stimmen,Gültige Stimmen,SPD,SPD in Prozent,GRÜNE,GRÜNE in Prozent,CDU,CDU in Prozent,DIE LINKE,DIE LINKE in Prozent,AfD,AfD in Prozent,FDP,FDP in Prozent,Sonstige,Sonstige in Prozent
03W100,03,Pankow,100,W,031A,O,01,75,1375,372,3,369,54,14.634146341463413,100,27.100271002710024,62,16.802168021680217,41,11.11111111111111,72,19.51219512195122,9,2.4390243902439024,31,8.401084010840108
03W101,03,Pankow,101,W,031B,O,01,75,1223,367,6,361,52,14.40443213296399,61,16.897506925207757,56,15.512465373961218,41,11.357340720221606,84,23.26869806094183,15,4.1551246537396125,52,14.40443213296399
03W102,03,Pankow,102,W,031B,O,01,75,968,373,11,362,84,23.204419889502763,55,15.193370165745856,39,10.773480662983426,59,16.298342541436465,52,14.3646408839779,25,6.906077348066299,48,13.259668508287293
03W103,03,Pankow,103,W,031C,O,01,75,1138,387,12,375,91,24.266666666666666,39,10.4,45,12,52,13.866666666666665,69,18.4,26,6.933333333333333,53,14.133333333333335
03W104,03,Pankow,104,W,031C,O,01,75,1449,531,20,511,149,29.158512720156555,32,6.262230919765166,68,13.307240704500977,69,13.50293542074364,99,19.373776908023483,43,8.414872798434441,51,9.980430528375733
03W105,03,Pankow,105,W,031D,O,01,75,1059,490,12,478,148,30.962343096234306,35,7.322175732217573,54,11.297071129707113,85,17.782426778242677,88,18.410041841004183,18,3.765690376569038,50,10.460251046025103
03W106,03,Pankow,106,W,031E,O,01,75,1343,533,24,509,103,20.23575638506876,33,6.4833005893909625,64,12.573673870333987,68,13.359528487229863,133,26.129666011787815,25,4.911591355599214,83,16.30648330058939
03W107,03,Pankow,107,W,031E,O,01,75,889,383,14,369,111,30.081300813008134,28,7.588075880758807,37,10.02710027100271,44,11.924119241192411,80,21.680216802168022,19,5.149051490514905,50,13.550135501355012
03W108,03,Pankow,108,W,031F,O,01,75,1355,614,15,599,181,30.217028380634392,30,5.008347245409015,58,9.68280467445743,66,11.018363939899833,130,21.702838063439064,37,6.176961602671119,97,16.193656093489146
03W109,03,Pankow,109,W,031F,O,01,75,1492,715,19,696,155,22.270114942528735,44,6.321839080459771,129,18.53448275862069,64,9.195402298850574,182,26.14942528735632,62,8.908045977011495,60,8.620689655172415
03W110,03,Pankow,110,W,031G,O,01,75,1442,628,15,613,145,23.65415986949429,72,11.745513866231647,59,9.624796084828711,61,9.9510603588907,136,22.185970636215334,43,7.01468189233279,97,15.823817292006526
03W111,03,Pankow,111,W,031G,O,01,75,1361,353,5,348,40,11.494252873563218,33,9.482758620689655,82,23.563218390804597,41,11.781609195402298,109,31.321839080459768,9,2.586206896551724,34,9.770114942528735
03W112,03,Pankow,112,W,031H,O,01,75,1153,278,2,276,27,9.782608695652174,30,10.869565217391305,72,26.08695652173913,17,6.159420289855073,100,36.231884057971016,6,2.1739130434782608,24,8.695652173913043
03W113,03,Pankow,113,W,031I,O,01,75,1504,397,2,395,44,11.139240506329113,52,13.164556962025317,90,22.78481012658228,37,9.367088607594937,142,35.949367088607595,4,1.0126582278481013,26,6.582278481012659
03W114,03,Pankow,114,W,031H,O,01,75,990,317,8,309,37,11.974110032362459,35,11.326860841423949,79,25.5663430420712,32,10.355987055016183,96,31.06796116504854,6,1.9417475728155338,24,7.766990291262135
03W115,03,Pankow,115,W,031K,O,01,75,1139,330,2,328,47,14.329268292682926,54,16.463414634146343,87,26.52439024390244,31,9.451219512195122,84,25.609756097560975,7,2.1341463414634148,18,5.487804878048781
03W116,03,Pankow,116,W,031L,O,01,75,1402,364,3,361,43,11.911357340720222,42,11.634349030470915,70,19.390581717451525,29,8.033240997229916,143,39.612188365650965,5,1.3850415512465373,29,8.033240997229916
03W117,03,Pankow,117,W,031L,O,01,75,1350,345,4,341,29,8.504398826979472,32,9.3841642228739,57,16.715542521994134,33,9.67741935483871,140,41.05571847507331,7,2.0527859237536656,43,12.609970674486803
03W118,03,Pankow,118,W,031M,O,01,75,1375,337,3,334,32,9.580838323353294,57,17.065868263473057,73,21.856287425149702,36,10.778443113772456,97,29.041916167664674,8,2.3952095808383236,31,9.281437125748502
03W119,03,Pankow,119,W,031N,O,01,75,1420,360,4,356,32,8.98876404494382,20,5.617977528089887,85,23.876404494382022,35,9.831460674157304,147,41.29213483146067,9,2.528089887640449,28,7.865168539325842
03W120,03,Pankow,120,W,031R,O,01,75,1164,377,3,374,39,10.427807486631016,65,17.379679144385026,100,26.737967914438503,28,7.4866310160427805,112,29.946524064171122,8,2.13903743315508,22,5.88235294117647
03W121,03,Pankow,121,W,031R,O,01,75,1262,374,2,372,38,10.21505376344086,64,17.20430107526882,88,23.655913978494624,31,8.333333333333332,98,26.344086021505376,16,4.301075268817205,37,9.946236559139784
03W122,03,Pankow,122,W,031P,O,01,75,1297,365,1,364,50,13.736263736263737,45,12.362637362637363,86,23.626373626373624,35,9.615384615384617,102,28.021978021978022,15,4.1208791208791204,31,8.516483516483516
03W123,03,Pankow,123,W,031N,O,01,75,1287,409,7,402,41,10.199004975124378,45,11.194029850746269,110,27.363184079601986,33,8.208955223880597,136,33.83084577114428,8,1.9900497512437811,29,7.213930348258707
03W124,03,Pankow,124,W,031K,O,01,75,1091,356,8,348,30,8.620689655172415,44,12.643678160919542,93,26.72413793103448,36,10.344827586206897,97,27.873563218390807,13,3.7356321839080464,35,10.057471264367816
03W125,03,Pankow,125,W,031Q,O,01,75,1284,405,3,402,44,10.945273631840797,58,14.427860696517413,75,18.65671641791045,34,8.45771144278607,146,36.318407960199,5,1.2437810945273633,40,9.950248756218906
03W126,03,Pankow,126,W,031Q,O,01,75,1106,328,2,326,31,9.509202453987731,46,14.11042944785276,86,26.380368098159508,23,7.05521472392638,110,33.74233128834356,4,1.2269938650306749,26,7.975460122699387
03W127,03,Pankow,127,W,031D,O,01,75,751,238,9,229,59,25.76419213973799,18,7.860262008733625,29,12.663755458515283,30,13.100436681222707,48,20.96069868995633,15,6.550218340611353,30,13.100436681222707
03W200,03,Pankow,200,W,032A,O,02,75,1385,416,2,414,45,10.869565217391305,85,20.531400966183575,115,27.77777777777778,31,7.487922705314009,97,23.42995169082126,19,4.5893719806763285,22,5.314009661835748
03W201,03,Pankow,201,W,032C,O,02,75,636,392,18,374,75,20.053475935828878,12,3.2085561497326207,68,18.181818181818183,34,9.090909090909092,115,30.74866310160428,38,10.16042780748663,32,8.55614973262032
03W202,03,Pankow,202,W,032C,O,02,75,866,450,4,446,75,16.81614349775785,55,12.331838565022421,85,19.05829596412556,35,7.847533632286996,103,23.094170403587444,46,10.31390134529148,47,10.538116591928251
03W203,03,Pankow,203,W,032C,O,02,75,1349,345,3,342,34,9.941520467836257,22,6.432748538011696,76,22.22222222222222,37,10.818713450292398,131,38.30409356725146,5,1.461988304093567,37,10.818713450292398
03W204,03,Pankow,204,W,032D,O,02,75,1173,312,7,305,36,11.80327868852459,34,11.147540983606557,65,21.311475409836063,31,10.163934426229508,106,34.75409836065574,11,3.606557377049181,22,7.213114754098362
03W205,03,Pankow,205,W,032E,O,02,75,1452,357,5,352,40,11.363636363636363,39,11.079545454545455,85,24.147727272727273,30,8.522727272727272,106,30.113636363636363,12,3.4090909090909087,40,11.363636363636363
03W206,03,Pankow,206,W,032B,O,02,75,1434,438,4,434,53,12.211981566820276,66,15.207373271889402,99,22.811059907834103,35,8.064516129032258,134,30.87557603686636,16,3.686635944700461,31,7.142857142857142
03W207,03,Pankow,207,W,032F,O,02,75,1193,344,6,338,53,15.680473372781064,61,18.04733727810651,53,15.680473372781064,34,10.059171597633137,93,27.514792899408285,10,2.9585798816568047,34,10.059171597633137
03W208,03,Pankow,208,W,032H,O,02,75,1041,296,8,288,45,15.625,51,17.708333333333336,58,20.13888888888889,27,9.375,69,23.958333333333336,5,1.7361111111111112,33,11.458333333333332
03W209,03,Pankow,209,W,032I,O,02,75,1146,334,7,327,39,11.926605504587156,73,22.32415902140673,47,14.37308868501529,38,11.62079510703364,84,25.688073394495415,6,1.834862385321101,40,12.232415902140673
03W210,03,Pankow,210,W,032K,O,02,75,1225,485,4,481,108,22.453222453222455,94,19.542619542619544,83,17.255717255717258,46,9.563409563409564,48,9.97920997920998,51,10.602910602910603,51,10.602910602910603
03W211,03,Pankow,211,W,032G,O,02,75,1417,373,5,368,45,12.228260869565217,71,19.293478260869566,96,26.08695652173913,27,7.336956521739131,82,22.282608695652172,12,3.260869565217391,35,9.510869565217392
03W212,03,Pankow,212,W,032L,O,02,75,1094,322,3,319,46,14.420062695924765,81,25.391849529780565,46,14.420062695924765,53,16.614420062695924,50,15.673981191222571,11,3.4482758620689653,32,10.031347962382444
03W213,03,Pankow,213,W,032N,O,02,75,1172,360,5,355,37,10.422535211267606,102,28.732394366197184,62,17.464788732394364,49,13.802816901408452,61,17.183098591549296,9,2.535211267605634,35,9.859154929577464
03W214,03,Pankow,214,W,032L,O,02,75,886,248,4,244,23,9.426229508196721,64,26.229508196721312,33,13.524590163934427,35,14.344262295081966,50,20.491803278688526,7,2.8688524590163933,32,13.114754098360656
03W215,03,Pankow,215,W,032E,O,02,75,1247,309,4,305,35,11.475409836065573,36,11.80327868852459,76,24.91803278688525,25,8.19672131147541,100,32.78688524590164,7,2.2950819672131146,26,8.524590163934425
03W216,03,Pankow,216,W,032T,O,02,75,973,275,5,270,34,12.592592592592592,52,19.25925925925926,55,20.37037037037037,28,10.37037037037037,64,23.703703703703706,8,2.9629629629629632,29,10.74074074074074
03W217,03,Pankow,217,W,032T,O,02,75,1358,411,3,408,57,13.970588235294118,89,21.813725490196077,67,16.42156862745098,54,13.23529411764706,96,23.52941176470588,10,2.450980392156863,35,8.57843137254902
03W218,03,Pankow,218,W,032P,O,02,75,1223,315,4,311,36,11.57556270096463,46,14.790996784565916,82,26.366559485530544,38,12.218649517684888,82,26.366559485530544,7,2.2508038585209005,20,6.430868167202572
03W219,03,Pankow,219,W,032H,O,02,75,1335,373,3,370,68,18.37837837837838,58,15.675675675675677,75,20.27027027027027,38,10.27027027027027,98,26.486486486486488,7,1.891891891891892,26,7.027027027027027
03W220,03,Pankow,220,W,032Q,O,02,75,1436,447,3,444,44,9.90990990990991,127,28.603603603603606,85,19.144144144144143,46,10.36036036036036,89,20.045045045045047,17,3.8288288288288284,36,8.108108108108109
03W221,03,Pankow,221,W,032R,O,02,75,1221,460,2,458,113,24.67248908296943,89,19.432314410480352,71,15.502183406113538,51,11.135371179039302,51,11.135371179039302,51,11.135371179039302,32,6.986899563318777
03W222,03,Pankow,222,W,032D,O,02,75,1294,352,5,347,42,12.103746397694524,28,8.069164265129682,61,17.579250720461097,24,6.9164265129683,133,38.328530259366,7,2.0172910662824206,52,14.985590778097983
03W223,03,Pankow,223,W,032M,O,02,75,1208,348,4,344,38,11.046511627906977,59,17.151162790697676,76,22.093023255813954,34,9.883720930232558,103,29.941860465116278,16,4.651162790697675,18,5.232558139534884
03W224,03,Pankow,224,W,032K,O,02,75,1110,293,2,291,48,16.49484536082474,75,25.773195876288657,42,14.432989690721648,34,11.683848797250858,61,20.962199312714777,8,2.7491408934707904,23,7.903780068728522
03W225,03,Pankow,225,W,032I,O,02,75,1018,259,4,255,40,15.686274509803921,54,21.176470588235293,48,18.823529411764707,30,11.76470588235294,69,27.058823529411764,3,1.1764705882352942,11,4.313725490196078
03W226,03,Pankow,226,W,032N,O,02,75,968,276,2,274,34,12.408759124087592,83,30.29197080291971,50,18.248175182481752,44,16.05839416058394,46,16.78832116788321,7,2.5547445255474455,10,3.64963503649635
03W227,03,Pankow,227,W,032P,O,02,75,1031,269,3,266,32,12.030075187969924,59,22.18045112781955,54,20.30075187969925,31,11.654135338345863,69,25.93984962406015,7,2.631578947368421,14,5.263157894736842
03W300,03,Pankow,300,W,033A,O,03,75,1294,335,2,333,31,9.30930930930931,53,15.915915915915916,75,22.52252252252252,33,9.90990990990991,112,33.633633633633636,5,1.5015015015015014,24,7.207207207207207
03W301,03,Pankow,301,W,033B,O,03,75,1304,398,0,398,47,11.809045226130653,84,21.105527638190953,85,21.35678391959799,45,11.306532663316583,97,24.371859296482413,9,2.261306532663317,31,7.788944723618091
03W302,03,Pankow,302,W,033A,O,03,75,1226,288,4,284,29,10.211267605633804,32,11.267605633802818,29,10.211267605633804,43,15.140845070422534,103,36.267605633802816,6,2.112676056338028,42,14.788732394366196
03W303,03,Pankow,303,W,033D,O,03,75,1368,518,12,506,131,25.889328063241106,42,8.300395256916996,59,11.6600790513834,63,12.450592885375494,90,17.786561264822133,39,7.707509881422925,82,16.205533596837945
03W304,03,Pankow,304,W,033E,O,03,75,1354,412,4,408,86,21.07843137254902,53,12.990196078431374,75,18.38235294117647,32,7.8431372549019605,119,29.166666666666668,8,1.9607843137254901,35,8.57843137254902
03W305,03,Pankow,305,W,033F,O,03,75,1248,375,3,372,50,13.440860215053762,94,25.268817204301076,62,16.666666666666664,38,10.21505376344086,77,20.698924731182796,12,3.225806451612903,39,10.483870967741936
03W306,03,Pankow,306,W,033F,O,03,75,966,293,2,291,40,13.745704467353953,72,24.742268041237114,41,14.0893470790378,34,11.683848797250858,57,19.587628865979383,11,3.7800687285223367,36,12.371134020618557
03W307,03,Pankow,307,W,033G,O,03,75,1110,398,4,394,57,14.467005076142131,91,23.096446700507613,66,16.751269035532996,61,15.48223350253807,67,17.00507614213198,13,3.2994923857868024,39,9.898477157360407
03W308,03,Pankow,308,W,033H,O,03,75,1441,432,3,429,51,11.888111888111888,113,26.340326340326342,56,13.053613053613052,75,17.482517482517483,81,18.88111888111888,7,1.6317016317016315,46,10.722610722610723
03W309,03,Pankow,309,W,033C,O,03,75,1426,450,2,448,48,10.714285714285714,139,31.026785714285715,44,9.821428571428571,74,16.517857142857142,73,16.294642857142858,10,2.232142857142857,60,13.392857142857142
03W310,03,Pankow,310,W,033K,O,03,75,1390,452,6,446,51,11.434977578475337,134,30.04484304932735,74,16.591928251121075,75,16.81614349775785,71,15.919282511210762,6,1.345291479820628,35,7.847533632286996
03W311,03,Pankow,311,W,033M,O,03,75,1231,339,3,336,33,9.821428571428571,111,33.035714285714285,41,12.202380952380953,64,19.047619047619047,49,14.583333333333334,6,1.7857142857142856,32,9.523809523809524
03W312,03,Pankow,312,W,033N,O,03,75,1410,486,6,480,60,12.5,162,33.75,61,12.708333333333332,97,20.208333333333332,49,10.208333333333334,5,1.0416666666666665,46,9.583333333333334
03W313,03,Pankow,313,W,033V,O,03,75,1427,477,3,474,53,11.181434599156118,145,30.590717299578056,95,20.042194092827003,61,12.869198312236287,62,13.080168776371309,22,4.641350210970464,36,7.59493670886076
03W314,03,Pankow,314,W,033Q,O,03,75,1472,359,1,358,48,13.40782122905028,151,42.17877094972067,35,9.776536312849162,53,14.804469273743019,28,7.82122905027933,12,3.35195530726257,31,8.659217877094973
03W315,03,Pankow,315,W,033R,O,03,75,1209,425,4,421,39,9.263657957244655,154,36.57957244655582,41,9.73871733966746,83,19.71496437054632,45,10.688836104513063,8,1.9002375296912115,51,12.114014251781473
03W316,03,Pankow,316,W,033S,O,03,75,1190,350,2,348,39,11.206896551724139,134,38.50574712643678,35,10.057471264367816,63,18.103448275862068,39,11.206896551724139,7,2.0114942528735633,31,8.908045977011495
03W317,03,Pankow,317,W,033U,O,03,75,1042,300,1,299,30,10.033444816053512,125,41.80602006688963,31,10.367892976588628,50,16.722408026755854,33,11.036789297658862,5,1.6722408026755853,25,8.361204013377927
03W318,03,Pankow,318,W,033T,O,03,75,849,279,2,277,32,11.552346570397113,108,38.98916967509025,28,10.108303249097473,41,14.801444043321299,35,12.63537906137184,10,3.6101083032490973,23,8.303249097472925
03W319,03,Pankow,319,W,033D,O,03,75,1424,557,14,543,113,20.810313075506446,65,11.970534069981584,70,12.89134438305709,91,16.758747697974215,96,17.67955801104972,42,7.734806629834254,66,12.154696132596685
03W320,03,Pankow,320,W,033P,O,03,75,1352,411,3,408,81,19.852941176470587,134,32.84313725490196,60,14.705882352941178,42,10.294117647058822,58,14.215686274509803,16,3.9215686274509802,17,4.166666666666666
03W321,03,Pankow,321,W,033I,O,03,75,1396,428,4,424,49,11.556603773584905,115,27.122641509433965,55,12.971698113207546,72,16.9811320754717,75,17.68867924528302,9,2.1226415094339623,49,11.556603773584905
03W322,03,Pankow,322,W,033L,O,03,75,1192,368,2,366,47,12.841530054644808,132,36.0655737704918,31,8.469945355191257,69,18.852459016393443,50,13.661202185792352,8,2.185792349726776,29,7.923497267759563
03W323,03,Pankow,323,W,033U,O,03,75,1100,309,3,306,45,14.705882352941178,136,44.44444444444444,41,13.398692810457517,35,11.437908496732026,16,5.228758169934641,8,2.6143790849673203,25,8.169934640522875
03W324,03,Pankow,324,W,033G,O,03,75,922,232,0,232,28,12.068965517241379,56,24.137931034482758,32,13.793103448275861,40,17.24137931034483,57,24.568965517241377,4,1.7241379310344827,15,6.4655172413793105
03W325,03,Pankow,325,W,033E,O,03,75,1022,284,0,284,41,14.43661971830986,75,26.408450704225352,44,15.492957746478872,34,11.971830985915492,59,20.774647887323944,10,3.5211267605633805,21,7.394366197183098
03W326,03,Pankow,326,W,033T,O,03,75,1122,347,3,344,42,12.209302325581394,128,37.2093023255814,35,10.174418604651162,59,17.151162790697676,40,11.627906976744185,10,2.9069767441860463,30,8.720930232558139
03W400,03,Pankow,400,W,034A,O,04,75,874,242,5,237,28,11.814345991561181,37,15.611814345991561,40,16.877637130801688,36,15.18987341772152,48,20.253164556962027,6,2.5316455696202533,42,17.72151898734177
03W401,03,Pankow,401,W,034B,O,04,75,1160,315,3,312,38,12.179487179487179,23,7.371794871794872,48,15.384615384615385,48,15.384615384615385,97,31.08974358974359,7,2.2435897435897436,51,16.346153846153847
03W402,03,Pankow,402,W,034A,O,04,75,1060,304,8,296,29,9.797297297297296,59,19.93243243243243,47,15.878378378378377,41,13.85135135135135,73,24.66216216216216,8,2.7027027027027026,39,13.175675675675674
03W403,03,Pankow,403,W,034C,O,04,75,1141,301,3,298,40,13.422818791946309,85,28.523489932885905,35,11.74496644295302,60,20.13422818791946,39,13.087248322147651,7,2.348993288590604,32,10.738255033557047
03W404,03,Pankow,404,W,034C,O,04,75,885,338,3,335,60,17.91044776119403,113,33.731343283582085,36,10.746268656716417,45,13.432835820895523,25,7.462686567164178,26,7.761194029850746,30,8.955223880597014
03W405,03,Pankow,405,W,034D,O,04,75,1340,299,2,297,36,12.121212121212121,53,17.845117845117844,46,15.488215488215488,36,12.121212121212121,72,24.242424242424242,3,1.0101010101010102,51,17.17171717171717
03W406,03,Pankow,406,W,034E,O,04,75,1253,340,8,332,62,18.67469879518072,43,12.951807228915662,66,19.879518072289155,44,13.253012048192772,75,22.590361445783135,7,2.108433734939759,35,10.542168674698797
03W407,03,Pankow,407,W,034E,O,04,75,1314,554,11,543,141,25.96685082872928,51,9.392265193370166,63,11.602209944751381,59,10.865561694290976,111,20.441988950276244,29,5.3406998158379375,89,16.390423572744016
03W408,03,Pankow,408,W,034F,O,04,75,1303,311,7,304,51,16.776315789473685,22,7.236842105263158,47,15.460526315789474,43,14.144736842105262,99,32.56578947368421,10,3.289473684210526,32,10.526315789473683
03W409,03,Pankow,409,W,034F,O,04,75,1311,321,6,315,48,15.238095238095239,56,17.77777777777778,55,17.46031746031746,32,10.158730158730158,88,27.936507936507937,5,1.5873015873015872,31,9.841269841269842
03W410,03,Pankow,410,W,034D,O,04,75,1265,300,7,293,28,9.556313993174061,58,19.795221843003414,25,8.532423208191126,68,23.208191126279864,67,22.866894197952217,6,2.04778156996587,41,13.993174061433447
03W411,03,Pankow,411,W,034G,O,04,75,1041,278,5,273,30,10.989010989010989,29,10.622710622710622,54,19.78021978021978,27,9.89010989010989,98,35.8974358974359,8,2.93040293040293,27,9.89010989010989
03W412,03,Pankow,412,W,034G,O,04,75,1277,361,3,358,41,11.452513966480447,43,12.011173184357542,94,26.256983240223462,24,6.70391061452514,123,34.357541899441344,12,3.35195530726257,21,5.865921787709497
03W413,03,Pankow,413,W,034H,O,04,75,1478,624,10,614,160,26.058631921824105,50,8.143322475570033,96,15.63517915309446,64,10.423452768729643,125,20.35830618892508,54,8.794788273615636,65,10.586319218241043
03W414,03,Pankow,414,W,034I,O,04,75,1531,614,7,607,128,21.087314662273478,71,11.696869851729819,131,21.581548599670512,52,8.5667215815486,107,17.627677100494235,62,10.214168039538714,56,9.225700164744646
03W415,03,Pankow,415,W,034K,O,04,75,1363,623,10,613,141,23.00163132137031,71,11.582381729200652,123,20.0652528548124,60,9.787928221859707,94,15.334420880913541,63,10.277324632952691,61,9.9510603588907
03W416,03,Pankow,416,W,034L,O,04,75,1304,374,5,369,71,19.241192411924118,74,20.05420054200542,74,20.05420054200542,47,12.737127371273713,69,18.69918699186992,6,1.6260162601626018,28,7.588075880758807
03W417,03,Pankow,417,W,034M,O,04,75,1527,298,1,297,48,16.161616161616163,33,11.11111111111111,48,16.161616161616163,34,11.447811447811448,101,34.00673400673401,7,2.356902356902357,26,8.754208754208754
03W418,03,Pankow,418,W,034K,O,04,75,1443,535,11,524,116,22.137404580152673,49,9.351145038167939,110,20.99236641221374,47,8.969465648854962,110,20.99236641221374,48,9.16030534351145,44,8.396946564885496
03W419,03,Pankow,419,W,034B,O,04,75,1355,341,6,335,40,11.940298507462686,56,16.716417910447763,59,17.611940298507463,53,15.82089552238806,84,25.07462686567164,9,2.6865671641791042,34,10.149253731343283
03W420,03,Pankow,420,W,034N,O,04,75,1195,354,2,352,59,16.761363636363637,113,32.10227272727273,44,12.5,56,15.909090909090908,40,11.363636363636363,20,5.681818181818182,20,5.681818181818182
03W421,03,Pankow,421,W,034N,O,04,75,1007,235,6,229,40,17.46724890829694,27,11.790393013100436,47,20.52401746724891,34,14.847161572052403,64,27.947598253275107,4,1.7467248908296942,13,5.676855895196507
03W422,03,Pankow,422,W,034L,O,04,75,1171,292,3,289,36,12.45674740484429,38,13.148788927335639,62,21.453287197231834,27,9.342560553633218,101,34.94809688581315,8,2.768166089965398,17,5.88235294117647
03W500,03,Pankow,500,W,035A,O,05,75,1102,297,3,294,40,13.60544217687075,85,28.91156462585034,32,10.884353741496598,53,18.027210884353742,49,16.666666666666664,6,2.0408163265306123,29,9.863945578231291
03W501,03,Pankow,501,W,035B,O,05,75,1222,363,3,360,40,11.11111111111111,60,16.666666666666664,42,11.666666666666666,71,19.72222222222222,91,25.27777777777778,5,1.3888888888888888,51,14.166666666666666
03W502,03,Pankow,502,W,035A,O,05,75,978,316,8,308,50,16.233766233766232,81,26.2987012987013,41,13.311688311688311,54,17.532467532467532,40,12.987012987012985,6,1.948051948051948,36,11.688311688311687
03W503,03,Pankow,503,W,035B,O,05,75,1090,322,2,320,47,14.6875,82,25.624999999999996,43,13.4375,56,17.5,55,17.1875,3,0.9375,34,10.625
03W504,03,Pankow,504,W,035C,O,05,75,1388,447,3,444,59,13.288288288288289,200,45.04504504504504,35,7.882882882882883,70,15.765765765765765,36,8.108108108108109,11,2.4774774774774775,33,7.4324324324324325
03W505,03,Pankow,505,W,035D,O,05,75,1103,279,4,275,33,12,74,26.90909090909091,48,17.454545454545457,41,14.909090909090908,43,15.636363636363637,6,2.181818181818182,30,10.909090909090908
03W506,03,Pankow,506,W,035E,O,05,75,1163,295,5,290,28,9.655172413793103,88,30.344827586206897,39,13.448275862068964,48,16.551724137931036,54,18.620689655172416,5,1.7241379310344827,28,9.655172413793103
03W507,03,Pankow,507,W,035E,O,05,75,1324,360,14,346,43,12.427745664739884,54,15.606936416184972,58,16.76300578034682,59,17.052023121387283,87,25.14450867052023,8,2.312138728323699,37,10.69364161849711
03W508,03,Pankow,508,W,035F,O,05,75,1336,365,3,362,55,15.193370165745856,84,23.204419889502763,47,12.98342541436464,59,16.298342541436465,75,20.718232044198896,3,0.8287292817679558,39,10.773480662983426
03W509,03,Pankow,509,W,035G,O,05,75,1464,315,4,311,40,12.861736334405144,63,20.257234726688104,49,15.755627009646304,43,13.826366559485532,76,24.437299035369776,10,3.215434083601286,30,9.646302250803858
03W510,03,Pankow,510,W,035H,O,05,75,1448,349,2,347,36,10.37463976945245,52,14.985590778097983,54,15.561959654178676,47,13.544668587896252,104,29.971181556195965,13,3.7463976945244957,41,11.815561959654179
03W511,03,Pankow,511,W,035I,O,05,75,1307,394,2,392,49,12.5,125,31.887755102040817,33,8.418367346938775,79,20.153061224489797,69,17.602040816326532,4,1.0204081632653061,33,8.418367346938775
03W512,03,Pankow,512,W,035K,O,05,75,1422,404,5,399,45,11.278195488721805,72,18.045112781954884,52,13.032581453634084,83,20.80200501253133,93,23.308270676691727,4,1.0025062656641603,50,12.531328320802004
03W513,03,Pankow,513,W,035L,O,05,75,1420,500,6,494,69,13.96761133603239,85,17.20647773279352,66,13.360323886639677,91,18.421052631578945,112,22.672064777327936,7,1.417004048582996,64,12.955465587044534
03W514,03,Pankow,514,W,035M,O,05,75,1461,361,6,355,40,11.267605633802818,56,15.774647887323944,46,12.957746478873238,69,19.43661971830986,92,25.915492957746476,6,1.6901408450704223,46,12.957746478873238
03W515,03,Pankow,515,W,035K,O,05,75,1042,299,6,293,37,12.627986348122866,65,22.18430034129693,49,16.723549488054605,26,8.873720136518772,75,25.597269624573375,9,3.0716723549488054,32,10.921501706484642
03W516,03,Pankow,516,W,035N,O,05,75,1136,306,2,304,41,13.486842105263158,40,13.157894736842104,68,22.36842105263158,42,13.815789473684212,82,26.973684210526315,6,1.9736842105263157,25,8.223684210526317
03W517,03,Pankow,517,W,035U,O,05,75,1398,435,8,427,45,10.53864168618267,44,10.304449648711945,96,22.482435597189696,39,9.133489461358314,161,37.704918032786885,7,1.639344262295082,35,8.19672131147541
03W518,03,Pankow,518,W,035P,O,05,75,1245,332,0,332,41,12.349397590361445,90,27.10843373493976,40,12.048192771084338,72,21.686746987951807,37,11.144578313253012,5,1.5060240963855422,47,14.156626506024098
03W519,03,Pankow,519,W,035Q,O,05,75,1352,378,3,375,56,14.933333333333335,110,29.333333333333332,38,10.133333333333333,69,18.4,56,14.933333333333335,4,1.0666666666666667,42,11.200000000000001
03W520,03,Pankow,520,W,035R,O,05,75,1361,389,5,384,38,9.895833333333332,122,31.770833333333332,35,9.114583333333332,78,20.3125,59,15.364583333333334,13,3.3854166666666665,39,10.15625
03W521,03,Pankow,521,W,035T,O,05,75,1273,363,4,359,52,14.484679665738161,85,23.676880222841227,48,13.370473537604457,69,19.220055710306408,71,19.77715877437326,4,1.1142061281337048,30,8.356545961002785
03W522,03,Pankow,522,W,035D,O,05,75,1131,261,4,257,31,12.062256809338521,71,27.626459143968873,39,15.17509727626459,45,17.509727626459142,55,21.40077821011673,2,0.7782101167315175,14,5.447470817120623
03W523,03,Pankow,523,W,035M,O,05,75,965,250,2,248,34,13.709677419354838,47,18.951612903225808,51,20.56451612903226,28,11.29032258064516,69,27.82258064516129,5,2.0161290322580645,14,5.64516129032258
03W600,03,Pankow,600,W,036A,O,06,75,1223,344,3,341,38,11.143695014662756,124,36.36363636363637,30,8.797653958944283,56,16.422287390029325,36,10.557184750733137,8,2.346041055718475,49,14.369501466275661
